#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
2-4	104-109	upala	V	VERB	_	_	upasti	_	_	_	*	_	_	_	_	_	_
2-5	110-112	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
2-6	113-123	teritoriju	N	NOUN	_	_	teritorija	_	_	_	*	_	_	_	_	_	_
2-7	124-131	Poljske	N	PROPN	http://www.wikidata.org/entity/Q36	LOC	Poljska	_	_	_	_	_	_	_	_	_	_
2-8	132-134	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	_	_
2-9	135-141	istoka	N	NOUN	_	_	istok	_	_	_	*	_	_	_	_	_	_
2-10	141-142	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Bol može biti jači tokom noći i može se pojačati tokom vremena dok ne postane nepodnošljiv i neprekidan.
3-1	142-145	Bol	N	NOUN	_	_	bol	_	_	_	*	_	_	_	_	_	_
3-2	146-150	može	V	VERB	_	_	moći	_	_	_	*	_	_	_	_	_	_
3-3	151-155	biti	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	_
3-4	156-160	jači	A	ADJ	_	_	jak	_	_	_	*	_	_	_	_	_	_
3-5	161-166	tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	_	_	_
3-6	167-171	noći	N	NOUN	_	_	noć	_	_	_	*	_	_	_	_	_	_
3-7	172-173	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
3-8	174-178	može	V	VERB	_	_	moći	_	_	_	*	_	_	_	_	_	_
3-9	179-181	se	PAR	PART	_	_	se	1	*	IRV	*[446]	_	_	_	_	_	_
3-10	182-190	pojačati	V	VERB	_	_	pojačati	1	pojačati se	IRV	*[446]	_	_	_	_	_	_
3-11	191-196	tokom	PREP	ADP	_	_	tokom	2[207]	tokom vremena[207]	AdvID[207]	*[447]	_	_	_	_	_	_
3-12	197-204	vremena	N	NOUN	_	_	vreme	2[207]	tokom vremena[207]	AdvID[207]	*[447]	_	_	_	_	_	_
3-13	205-208	dok	CONJ	SCONJ	_	_	dok	_	_	_	_	_	_	_	_	_	_
3-14	209-211	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	_	_	_
3-15	212-219	postane	V	VERB	_	_	postati	_	_	_	*	_	_	_	_	_	_
3-16	220-232	nepodnošljiv	A	ADJ	_	_	nepodnošljiv	_	_	_	*	_	_	_	_	_	_
3-17	233-234	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
3-18	235-245	neprekidan	A	ADJ	_	_	neprekidan	_	_	_	*	_	_	_	_	_	_
3-19	245-246	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Frederik IX je bio kralj Danske od 1947. do 1972. godine.
4-1	246-254	Frederik	N	PROPN	http://www.wikidata.org/entity/Q151312[2]	PERS[2]	Frederik	_	_	_	_	_	_	_	_	_	_
4-2	255-257	IX	RN	NUM	http://www.wikidata.org/entity/Q151312[2]	PERS[2]	IX	_	_	_	_	_	_	_	_	_	_
4-3	258-260	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
4-4	261-264	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	_
4-5	265-270	kralj	N	NOUN	http://www.wikidata.org/entity/Q12097	ROLE	kralj	_	_	_	*	_	_	_	_	_	_
4-6	271-277	Danske	N	PROPN	http://www.wikidata.org/entity/Q35	LOC	Danska	_	_	_	_	_	_	_	_	_	_
4-7	278-280	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	_
4-8	281-286	1947.	A	ADJ	_	_	1947.	_	_	_	_	_	_	_	_	_	_
4-9	287-289	do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	_	_	_
4-10	290-295	1972.	A	ADJ	_	_	1972.	_	_	_	_	_	_	_	_	_	_
4-11	296-302	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
4-12	302-303	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Votsonova je za svoj nastup dobila nagradu „Otto“ od nemačkog časopisa „Bravo“.
5-1	303-312	Votsonova	A	ADJ	http://www.wikidata.org/entity/Q39476	PERS	Votsonov	_	_	_	*	_	_	_	_	_	_
5-2	313-315	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
5-3	316-318	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	_	_
5-4	319-323	svoj	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	_	_
5-5	324-330	nastup	N	NOUN	_	_	nastup	_	_	_	*	_	_	_	_	_	_
5-6	331-337	dobila	V	VERB	_	_	dobiti	_	_	_	*	_	_	_	_	_	_
5-7	338-345	nagradu	N	NOUN	_	_	nagrada	_	_	_	*	_	_	_	_	_	_
5-8	346-347	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	_
5-9	347-351	Otto	N	PROPN	http://www.wikidata.org/entity/Q487719	WORK	Otto	_	_	_	_	_	_	_	_	_	_
5-10	351-352	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	_
5-11	353-355	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	_
5-12	356-364	nemačkog	A	ADJ	*	DEMO	nemački	_	_	_	*	_	_	_	_	_	_
5-13	365-373	časopisa	N	NOUN	_	_	časopis	_	_	_	*	_	_	_	_	_	_
5-14	374-375	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	_
5-15	375-380	Bravo	N	PROPN	http://www.wikidata.org/entity/Q593268	WORK	Bravo	_	_	_	_	_	_	_	_	_	_
5-16	380-381	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	_
5-17	381-382	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Godine 1814. Kristijanija je ponovo postala prava prestonica, kada je prestala da postoji unija sa Danskom.
6-1	382-388	Godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
6-2	389-394	1814.	A	ADJ	_	_	1814.	_	_	_	_	_	_	_	_	_	_
6-3	395-407	Kristijanija	N	PROPN	http://www.wikidata.org/entity/Q585	LOC	Kristijanija	_	_	_	_	_	_	_	_	_	_
6-4	408-410	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
6-5	411-417	ponovo	ADV	ADV	_	_	ponovo	_	_	_	*	_	_	_	_	_	_
6-6	418-425	postala	V	VERB	_	_	postati	_	_	_	*	_	_	_	_	_	_
6-7	426-431	prava	A	ADJ	_	_	pravi	_	_	_	*	_	_	_	_	_	_
6-8	432-442	prestonica	N	NOUN	_	_	prestonica	_	_	_	*	_	_	_	_	_	_
6-9	442-443	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
6-10	444-448	kada	CONJ	SCONJ	_	_	kada	_	_	_	_	_	_	_	_	_	_
6-11	449-451	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
6-12	452-460	prestala	V	VERB	_	_	prestati	_	_	_	*	_	_	_	_	_	_
6-13	461-463	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	_
6-14	464-471	postoji	V	VERB	_	_	postojati	_	_	_	*	_	_	_	_	_	_
6-15	472-477	unija	N	NOUN	_	_	unija	_	_	_	*	_	_	_	_	_	_
6-16	478-480	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	_	_
6-17	481-488	Danskom	N	PROPN	http://www.wikidata.org/entity/Q35	LOC	Danska	_	_	_	_	_	_	_	_	_	_
6-18	488-489	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Međunarodna hemijska olimpijada (IChO) je godišnje akademsko takmičenje učenika srednjih škola.
7-1	489-500	Međunarodna	A	ADJ	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	međunarodan	_	_	_	*	_	_	_	_	_	_
7-2	501-509	hemijska	A	ADJ	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	hemijski	_	_	_	*	_	_	_	_	_	_
7-3	510-520	olimpijada	N	NOUN	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	olimpijada	_	_	_	*	_	_	_	_	_	_
7-4	521-522	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	_	_
7-5	522-526	IChO	ABB	X	http://www.wikidata.org/entity/Q861060	EVENT	IChO	_	_	_	_	_	_	_	_	_	_
7-6	526-527	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	_	_
7-7	528-530	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
7-8	531-539	godišnje	A	ADJ	_	_	godišnji	_	_	_	*	_	_	_	_	_	_
7-9	540-549	akademsko	A	ADJ	_	_	akademski	_	_	_	*	_	_	_	_	_	_
7-10	550-560	takmičenje	N	NOUN	_	_	takmičenje	_	_	_	*	_	_	_	_	_	_
7-11	561-568	učenika	N	NOUN	http://www.wikidata.org/entity/Q48282	ROLE	učenik	_	_	_	*	_	_	_	_	_	_
7-12	569-577	srednjih	A	ADJ	_	_	srednji	1[208]	srednja škola[208]	NID[208]	*[448]	_	_	_	_	_	_
7-13	578-583	škola	N	NOUN	_	_	škola	1[208]	srednja škola[208]	NID[208]	*[448]	_	_	_	_	_	_
7-14	583-584	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=„Marcha Real“ je nacionalna himna Španije.
8-1	584-585	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	_
8-2	585-591	Marcha	F	X	http://www.wikidata.org/entity/Q130940[4]	WORK[4]	Marcha	_	_	_	_	_	_	_	_	_	_
8-3	592-596	Real	F	X	http://www.wikidata.org/entity/Q130940[4]	WORK[4]	real	_	_	_	_	_	_	_	_	_	_
8-4	596-597	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	_
8-5	598-600	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
8-6	601-611	nacionalna	A	ADJ	_	_	nacionalan	1[209]	nacionalna himna[209]	NID[209]	*[449]	_	_	_	_	_	_
8-7	612-617	himna	N	NOUN	_	_	himna	1[209]	nacionalna himna[209]	NID[209]	*[449]	_	_	_	_	_	_
8-8	618-625	Španije	N	PROPN	http://www.wikidata.org/entity/Q29	LOC	Španija	_	_	_	_	_	_	_	_	_	_
8-9	625-626	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Njegov uticaj na strategiju Konfederacije bio je smanjen zbog loših profesionalnih odnosa sa predsednikom Džefersonom Dejvisom i drugim visokim generalima i zvaničnicima.
9-1	626-632	Njegov	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	_	_
9-2	633-639	uticaj	N	NOUN	_	_	uticaj	_	_	_	*	_	_	_	_	_	_
9-3	640-642	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
9-4	643-653	strategiju	N	NOUN	_	_	strategija	_	_	_	*	_	_	_	_	_	_
9-5	654-667	Konfederacije	N	NOUN	http://www.wikidata.org/entity/Q81931	LOC	konfederacija	_	_	_	*	_	_	_	_	_	_
9-6	668-671	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	_
9-7	672-674	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
9-8	675-682	smanjen	V	VERB	_	_	smanjiti	_	_	_	*	_	_	_	_	_	_
9-9	683-687	zbog	PREP	ADP	_	_	zbog	_	_	_	_	_	_	_	_	_	_
9-10	688-693	loših	A	ADJ	_	_	loš	_	_	_	*	_	_	_	_	_	_
9-11	694-708	profesionalnih	A	ADJ	_	_	profesionalan	_	_	_	*	_	_	_	_	_	_
9-12	709-715	odnosa	N	NOUN	_	_	odnos	_	_	_	*	_	_	_	_	_	_
9-13	716-718	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	_	_
9-14	719-731	predsednikom	N	NOUN	http://www.wikidata.org/entity/Q30461	ROLE	predsednik	_	_	_	*	_	_	_	_	_	_
9-15	732-743	Džefersonom	N	PROPN	http://www.wikidata.org/entity/Q162269[5]	PERS[5]	Džeferson	_	_	_	_	_	_	_	_	_	_
9-16	744-752	Dejvisom	N	PROPN	http://www.wikidata.org/entity/Q162269[5]	PERS[5]	Dejvis	_	_	_	_	_	_	_	_	_	_
9-17	753-754	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
9-18	755-761	drugim	A	ADJ	_	_	drugi	_	_	_	*	_	_	_	_	_	_
9-19	762-769	visokim	A	ADJ	_	_	visok	_	_	_	*	_	_	_	_	_	_
9-20	770-780	generalima	N	NOUN	http://www.wikidata.org/entity/Q83460	ROLE	general	_	_	_	*	_	_	_	_	_	_
9-21	781-782	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
9-22	783-795	zvaničnicima	N	NOUN	http://www.wikidata.org/entity/Q599151	ROLE	zvaničnik	_	_	_	*	_	_	_	_	_	_
9-23	795-796	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Timovi su organizovani na principima Fudbala za prijateljstvo: u istom timu igraju sportisti različitih nacionalnosti, pola i fizičkih sposobnosti.
10-1	796-802	Timovi	N	NOUN	_	_	tim	_	_	_	*	_	_	_	_	_	_
10-2	803-805	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
10-3	806-818	organizovani	V	VERB	_	_	organizovati	_	_	_	*	_	_	_	_	_	_
10-4	819-821	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
10-5	822-832	principima	N	NOUN	_	_	princip	_	_	_	*	_	_	_	_	_	_
10-6	833-840	Fudbala	N	NOUN	http://www.wikidata.org/entity/Q19960532[6]	EVENT[6]	fudbal	_	_	_	*	_	_	_	_	_	_
10-7	841-843	za	PREP	ADP	http://www.wikidata.org/entity/Q19960532[6]	EVENT[6]	za	_	_	_	_	_	_	_	_	_	_
10-8	844-857	prijateljstvo	N	NOUN	http://www.wikidata.org/entity/Q19960532[6]	EVENT[6]	prijateljstvo	_	_	_	*	_	_	_	_	_	_
10-9	857-858	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	_	_
10-10	859-860	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
10-11	861-866	istom	A	ADJ	_	_	isti	_	_	_	*	_	_	_	_	_	_
10-12	867-871	timu	N	NOUN	_	_	tim	_	_	_	*	_	_	_	_	_	_
10-13	872-878	igraju	V	VERB	_	_	igrati	_	_	_	*	_	_	_	_	_	_
10-14	879-888	sportisti	N	NOUN	http://www.wikidata.org/entity/Q2066131	ROLE	sportista	_	_	_	*	_	_	_	_	_	_
10-15	889-899	različitih	A	ADJ	_	_	različit	_	_	_	*	_	_	_	_	_	_
10-16	900-913	nacionalnosti	N	NOUN	_	_	nacionalnost	_	_	_	*	_	_	_	_	_	_
10-17	913-914	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
10-18	915-919	pola	N	NOUN	_	_	pol	_	_	_	*	_	_	_	_	_	_
10-19	920-921	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
10-20	922-930	fizičkih	A	ADJ	_	_	fizički	_	_	_	*	_	_	_	_	_	_
10-21	931-942	sposobnosti	N	NOUN	_	_	sposobnost	_	_	_	*	_	_	_	_	_	_
10-22	942-943	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Mađarska delegacija potpisala je sporazum uz negodovanje 4. juna 1920. u palati Veliki Trijanon, u Versaju u Francuskoj.
11-1	943-951	Mađarska	A	ADJ	_	_	mađarski	_	_	_	*	_	_	_	_	_	_
11-2	952-962	delegacija	N	NOUN	_	_	delegacija	_	_	_	*	_	_	_	_	_	_
11-3	963-972	potpisala	V	VERB	_	_	potpisati	_	_	_	*	_	_	_	_	_	_
11-4	973-975	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
11-5	976-984	sporazum	N	NOUN	_	_	sporazum	_	_	_	*	_	_	_	_	_	_
11-6	985-987	uz	PREP	ADP	_	_	uz	_	_	_	_	_	_	_	_	_	_
11-7	988-999	negodovanje	N	NOUN	_	_	negodovanje	_	_	_	*	_	_	_	_	_	_
11-8	1000-1002	4.	A	ADJ	_	_	4.	_	_	_	_	_	_	_	_	_	_
11-9	1003-1007	juna	N	NOUN	_	_	jun	_	_	_	*	_	_	_	_	_	_
11-10	1008-1013	1920.	A	ADJ	_	_	1920.	_	_	_	_	_	_	_	_	_	_
11-11	1014-1015	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
11-12	1016-1022	palati	N	NOUN	_	_	palata	_	_	_	*	_	_	_	_	_	_
11-13	1023-1029	Veliki	A	ADJ	http://www.wikidata.org/entity/Q8049[7]	LOC[7]	velik	_	_	_	*	_	_	_	_	_	_
11-14	1030-1038	Trijanon	N	PROPN	http://www.wikidata.org/entity/Q8049[7]	LOC[7]	Trijanon	_	_	_	_	_	_	_	_	_	_
11-15	1038-1039	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
11-16	1040-1041	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
11-17	1042-1049	Versaju	N	PROPN	http://www.wikidata.org/entity/Q621	LOC	Versaj	_	_	_	_	_	_	_	_	_	_
11-18	1050-1051	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
11-19	1052-1062	Francuskoj	N	PROPN	http://www.wikidata.org/entity/Q142	LOC	Francuska	_	_	_	_	_	_	_	_	_	_
11-20	1062-1063	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Prva žena koja je stigla na vrh bila je Mari Paradi 1808.
12-1	1063-1067	Prva	A	ADJ	_	_	prvi	_	_	_	*	_	_	_	_	_	_
12-2	1068-1072	žena	N	NOUN	_	_	žena	_	_	_	*	_	_	_	_	_	_
12-3	1073-1077	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	_	_
12-4	1078-1080	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
12-5	1081-1087	stigla	V	VERB	_	_	stignuti	_	_	_	*	_	_	_	_	_	_
12-6	1088-1090	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
12-7	1091-1094	vrh	N	NOUN	_	_	vrh	_	_	_	*	_	_	_	_	_	_
12-8	1095-1099	bila	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	_
12-9	1100-1102	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
12-10	1103-1107	Mari	N	PROPN	http://www.wikidata.org/entity/Q534010[8]	PERS[8]	Mari	_	_	_	_	_	_	_	_	_	_
12-11	1108-1114	Paradi	N	PROPN	http://www.wikidata.org/entity/Q534010[8]	PERS[8]	Paradi	_	_	_	_	_	_	_	_	_	_
12-12	1115-1120	1808.	A	ADJ	_	_	1808.	_	_	_	_	_	_	_	_	_	_

#Text=Godinu dana kasnije Votsonova je ponovo glumila Hermionu u filmu Hari Poter i Dvorana tajni, u drugom delu serije.
13-1	1120-1126	Godinu	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
13-2	1127-1131	dana	N	NOUN	_	_	dan	_	_	_	*	_	_	_	_	_	_
13-3	1132-1139	kasnije	ADV	ADV	_	_	kasnije	_	_	_	*	_	_	_	_	_	_
13-4	1140-1149	Votsonova	A	ADJ	http://www.wikidata.org/entity/Q39476	PERS	Votsonov	_	_	_	*	_	_	_	_	_	_
13-5	1150-1152	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
13-6	1153-1159	ponovo	ADV	ADV	_	_	ponovo	_	_	_	*	_	_	_	_	_	_
13-7	1160-1167	glumila	V	VERB	_	_	glumiti	_	_	_	*	_	_	_	_	_	_
13-8	1168-1176	Hermionu	N	PROPN	http://www.wikidata.org/entity/Q174009	PERS	Hermiona	_	_	_	_	_	_	_	_	_	_
13-9	1177-1178	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
13-10	1179-1184	filmu	N	NOUN	_	_	film	_	_	_	*	_	_	_	_	_	_
13-11	1185-1189	Hari	N	PROPN	http://www.wikidata.org/entity/Q102244[9]	WORK[9]	Hari	_	_	_	_	_	_	_	_	_	_
13-12	1190-1195	Poter	N	PROPN	http://www.wikidata.org/entity/Q102244[9]	WORK[9]	Poter	_	_	_	_	_	_	_	_	_	_
13-13	1196-1197	i	CONJ	CCONJ	http://www.wikidata.org/entity/Q102244[9]	WORK[9]	i	_	_	_	_	_	_	_	_	_	_
13-14	1198-1205	Dvorana	N	PROPN	http://www.wikidata.org/entity/Q102244[9]	WORK[9]	dvorana	_	_	_	_	_	_	_	_	_	_
13-15	1206-1211	tajni	N	NOUN	http://www.wikidata.org/entity/Q102244[9]	WORK[9]	tajna	_	_	_	*	_	_	_	_	_	_
13-16	1211-1212	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
13-17	1213-1214	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
13-18	1215-1221	drugom	A	ADJ	_	_	drugi	_	_	_	*	_	_	_	_	_	_
13-19	1222-1226	delu	N	NOUN	_	_	deo	_	_	_	*	_	_	_	_	_	_
13-20	1227-1233	serije	N	NOUN	_	_	serija	_	_	_	*	_	_	_	_	_	_
13-21	1233-1234	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Naglasak uvek pada na poslednji slog reči.
14-1	1234-1242	Naglasak	N	NOUN	_	_	naglasak	_	_	_	*	_	_	_	_	_	_
14-2	1243-1247	uvek	ADV	ADV	_	_	uvek	_	_	_	*	_	_	_	_	_	_
14-3	1248-1252	pada	V	VERB	_	_	padati	_	_	_	*	_	_	_	_	_	_
14-4	1253-1255	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
14-5	1256-1265	poslednji	A	ADJ	_	_	poslednji	_	_	_	*	_	_	_	_	_	_
14-6	1266-1270	slog	N	NOUN	_	_	slog	_	_	_	*	_	_	_	_	_	_
14-7	1271-1275	reči	N	NOUN	_	_	reč	_	_	_	*	_	_	_	_	_	_
14-8	1275-1276	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Atmosferski pritisak je oko 1/1000 pritiska na nivou mora.
15-1	1276-1287	Atmosferski	A	ADJ	_	_	atmosferski	1[210]	atmosferski pritisak[210]	NID[210]	*[450]	_	_	_	_	_	_
15-2	1288-1296	pritisak	N	NOUN	_	_	pritisak	1[210]	atmosferski pritisak[210]	NID[210]	*[450]	_	_	_	_	_	_
15-3	1297-1299	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
15-4	1300-1303	oko	ADV	ADV	_	_	oko	_	_	_	*	_	_	_	_	_	_
15-5	1304-1310	1/1000	NUM	NUM	_	_	1/1000	_	_	_	_	_	_	_	_	_	_
15-6	1311-1319	pritiska	N	NOUN	_	_	pritisak	_	_	_	*	_	_	_	_	_	_
15-7	1320-1322	na	PREP	ADP	_	_	na	2[211]	na nivou mora[211]	AdvID[211]	*[451]	_	_	_	_	_	_
15-8	1323-1328	nivou	N	NOUN	_	_	nivo	2[211]	na nivou mora[211]	AdvID[211]	*[451]	_	_	_	_	_	_
15-9	1329-1333	mora	N	NOUN	_	_	more	2[211]	na nivou mora[211]	AdvID[211]	*[451]	_	_	_	_	_	_
15-10	1333-1334	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Bitka je borba u ratu između dve ili više oružanih snaga ili između boraca.
16-1	1334-1339	Bitka	N	NOUN	_	_	bitka	_	_	_	*	_	_	_	_	_	_
16-2	1340-1342	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
16-3	1343-1348	borba	N	NOUN	_	_	borba	_	_	_	*	_	_	_	_	_	_
16-4	1349-1350	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
16-5	1351-1355	ratu	N	NOUN	_	_	rat	_	_	_	*	_	_	_	_	_	_
16-6	1356-1362	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	_	_	_
16-7	1363-1366	dve	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	_	_
