#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Želim samo da ispunjavam Božju volju.
24-4	207-214	pristao	V	VERB	_	_	pristati	_	_	_	Nijedno od ponuđenih značenja ne odgovara kontekstu, jer se ovde 'pristao' koristi u značenju 'složiti se', 'prihvatiti' ili 'dati saglasnost', što nije pokriveno nijednim od navedenih značenja.	http://llod.jerteh.rs/WSD/seENG3001979085v	6	FIRST	ENG30-01979085-v;ENG30-02022486-v;ENG30-02087156-v;ENG30-02087472-v;ENG30-02301825-v;ENG30-02381397-v	
24-5	215-217	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
24-6	218-230	osmogodišnji	A	ADJ	_	_	osmogodišnji	_	_	_	U ovom kontekstu, 'osmogodišnji' opisuje mirovni sporazum koji traje osam godina, što se poklapa sa ponuđenim značenjem.	http://llod.jerteh.rs/WSD/seDRJ0210085\_0	1	ChatGPT	DRJ0-210085/0	
24-7	231-238	mirovni	A	ADJ	_	_	mirovan	1[1452]	mirovni sporazum[1452]	NID[1452]	U ovom kontekstu, 'mirovni sporazum' označava dogovor kojim se prekidaju neprijateljstva između El Kamila i Evrope, što se precizno poklapa sa datim značenjem.[2009]	http://llod.jerteh.rs/WSD/seENG3006773976n[2009]	1[2009]	ChatGPT	ENG30-06773976-n[2009]	
24-8	239-247	sporazum	N	NOUN	_	_	sporazum	1[1452]	mirovni sporazum[1452]	NID[1452]	U ovom kontekstu, 'mirovni sporazum' označava dogovor kojim se prekidaju neprijateljstva između El Kamila i Evrope, što se precizno poklapa sa datim značenjem.[2009]	http://llod.jerteh.rs/WSD/seENG3006773976n[2009]	1[2009]	ChatGPT	ENG30-06773976-n[2009]	
24-9	248-250	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	
24-10	251-258	Evropom	N	PROPN	http://www.wikidata.org/entity/Q46	LOC	Evropa	_	_	_	_	_	_	_	_	
24-11	258-259	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Dugoročno gledano, evolucijom nastaju nove vrste kroz razdvajanje populacija organizama sa zajedničkim pretkom u nove grupe koje se ne mogu ili neće ukrštati.
31-1	259-268	Dugoročno	ADV	ADV	_	_	dugoročno	_	_	_	U ovom kontekstu, 'dugoročno' znači posmatrano kroz dugi vremenski period, što se uklapa u ponuđeno značenje 'sa dugim rokom, na duži rok'.	http://llod.jerteh.rs/WSD/seDRJ0238706\_0	1	ChatGPT	DRJ0-238706/0	
31-2	269-276	gledano	A	ADJ	_	_	gledan	_	_	_	U ovom kontekstu, 'gledano' znači 'posmatrano' ili 'razmatrano iz perspektive', a ponuđeno značenje se odnosi na sposobnost vida, što ovde nije primenjivo.	http://llod.jerteh.rs/WSD/seENG3002158731a	1	FIRST	ENG30-02158731-a	
31-3	276-277	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
31-4	278-288	evolucijom	N	NOUN	_	_	evolucija	_	_	_	U kontekstu se govori o nastanku novih vrsta kroz razdvajanje populacija, što se odnosi na biološki proces evolutivnog razvoja vrsta, pa je ovo značenje najpreciznije.	http://llod.jerteh.rs/WSD/seENG3013477023n	2	ChatGPT	ENG30-13464820-n;ENG30-13477023-n	
31-5	289-296	nastaju	V	VERB	_	_	nastajati	_	_	_	U ovom kontekstu, 'nastajati' znači da se nove vrste pojavljuju ili dolaze u postojanje kroz evoluciju, što odgovara značenju 'nastati ili se pojaviti'.	http://llod.jerteh.rs/WSD/seENG3002625786v	2	ChatGPT	ENG30-02624263-v;ENG30-02625786-v	
31-6	297-301	nove	A	ADJ	_	_	nov	_	_	_	U ovom kontekstu, 'nove vrste' se odnosi na vrste koje ranije nisu postojale ili viđene, što najpreciznije odgovara značenju 'od vrste koja ranije nije viđena'.	http://llod.jerteh.rs/WSD/seENG3001687167a	6	ChatGPT	ENG30-00418198-a;ENG30-00820975-a;ENG30-00821208-a;ENG30-01640850-a;ENG30-01687167-a;ENG30-02070491-a	
31-7	302-307	vrste	N	NOUN	_	_	vrsta	_	_	_	U ovom kontekstu, 'vrsta' se odnosi na biološku klasifikacionu grupu čiji članovi mogu da se razmnožavaju između sebe, što je precizno značenje u evolutivnom i biološkom smislu.	http://llod.jerteh.rs/WSD/seENG3008110373n	3	ChatGPT	ENG30-05839024-n;ENG30-07997703-n;ENG30-08110373-n	
31-8	308-312	kroz	PREP	ADP	_	_	kroz	_	_	_	_	_	_	_	_	
31-9	313-324	razdvajanje	N	NOUN	_	_	razdvajanje	_	_	_	U ovom kontekstu, 'razdvajanje' se odnosi na čin fizičkog ili biološkog odvajanja populacija organizama, što najpreciznije odgovara značenju 'čin odvajanja ili razdruživanja'.	http://llod.jerteh.rs/WSD/seENG3000383606n	5	ChatGPT	ENG30-00383606-n;ENG30-01201021-n;ENG30-01202184-n;ENG30-01202665-n;ENG30-04753060-n	
31-10	325-335	populacija	N	NOUN	_	_	populacija	_	_	_	U ovom kontekstu, 'populacija' se odnosi na grupu organizama iste vrste koji nastanjuju neko područje, što je ključno za razumevanje procesa evolucije i nastanka novih vrsta.	http://llod.jerteh.rs/WSD/seENG3008178741n	4	ChatGPT	ENG30-06026276-n;ENG30-08178741-n;ENG30-08179879-n;ENG30-13779804-n	
31-11	336-346	organizama	N	NOUN	_	_	organizam	_	_	_	U ovom kontekstu, 'organizama' se odnosi na živa bića koja evoluiraju i formiraju nove vrste, što odgovara značenju žive stvari koja može funkcionisati nezavisno.	http://llod.jerteh.rs/WSD/seENG3000004475n	1	ChatGPT	ENG30-00004475-n	
31-12	347-349	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	
31-13	350-361	zajedničkim	A	ADJ	_	_	zajednički	_	_	_	U ovom kontekstu, 'zajednički predak' označava pretka koji je bio zajednički za više grupa, odnosno kojeg su te grupe imale zajedno, što odgovara značenju 'imati zajedničko; držati ili doživeti zajedno'.	http://llod.jerteh.rs/WSD/seENG30003152216a	4	ChatGPT	ENG30-00492677-a;ENG30-00493012-a;ENG30-02152216-a;ENG30-02635499-a	
31-14	362-369	pretkom	N	NOUN	_	_	predak	_	_	_	U ovom kontekstu, 'predak' se odnosi na organizam od kojeg potiču druge vrste, što je prošireno značenje osnovnog pojma 'osoba od koje potičete', pa je ovo najbliže ponuđeno značenje.	http://llod.jerteh.rs/WSD/seENG3010102369n	1	ChatGPT	ENG30-10102369-n	
31-15	370-371	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
31-16	372-376	nove	A	ADJ	_	_	nov	_	_	_	U ovom kontekstu, 'nove' grupe su one koje su upravo nastale evolucijom, što odgovara značenju 'nešto što je upravo postalo, nastalo, otkriveno ili prihvaćeno'.	http://llod.jerteh.rs/WSD/seENG3001640850a	6	ChatGPT	ENG30-00418198-a;ENG30-00820975-a;ENG30-00821208-a;ENG30-01640850-a;ENG30-01687167-a;ENG30-02070491-a	
31-17	377-382	grupe	N	NOUN	_	_	grupa	_	_	_	U ovom kontekstu, 'grupe' se odnosi na skupine organizama koje se posmatraju kao jedinica nakon razdvajanja populacija, što odgovara značenju bilo kog broja objekata koji se posmatraju kao jedinica.	http://llod.jerteh.rs/WSD/seENG3000031264n	10	ChatGPT	ENG30-00031264-n;ENG30-06016853-n;ENG30-07953827-n;ENG30-08006094-n;ENG30-08215044-n;ENG30-08227916-n;ENG30-08240169-n;ENG30-08249038-n;ENG30-08480512-n;ENG30-13782769-n	
31-18	383-387	koje	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
31-19	388-390	se	PAR	PART	_	_	se	1	*	IRV	U kontekstu evolucije i nastanka novih vrsta, 'ukrštati se' se odnosi na mogućnost razmnožavanja između različitih grupa, što odgovara ponuđenom značenju.[2011]	http://llod.jerteh.rs/WSD/seCVMWE0471[2011]	1[2011]	ChatGPT	CVMWE-0471[2011]	
31-20	391-393	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	_	
31-21	394-398	mogu	V	VERB	_	_	moći	_	_	_	U ovom kontekstu, 'moći' znači imati sposobnost ili mogućnost da se ukrštaju, što nije pokriveno ponuđenim značenjem 'istrajati ili uspevati'.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	FIRST	ENG30-02523221-v	
31-22	399-402	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	_	
31-23	403-407	neće	V	AUX	_	_	hteti	_	_	_	_	_	_	_	_	
31-24	408-416	ukrštati	V	VERB	_	_	ukrštati	1	ukrštati se	IRV	U kontekstu evolucije i nastanka novih vrsta, 'ukrštati se' se odnosi na mogućnost razmnožavanja između različitih grupa, što odgovara ponuđenom značenju.[2011]	http://llod.jerteh.rs/WSD/seCVMWE0471[2011]	1[2011]	ChatGPT	CVMWE-0471[2011]	
31-25	416-417	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Izgleda da konzumiranje kafe, vitamina C i mlečnih proizvoda, kao i fizička spremnost, smanjuju rizik.
36-1	417-424	Izgleda	V	VERB	_	_	izgledati	_	_	_	U ovom kontekstu, 'izgleda' se koristi da izrazi da nešto deluje verovatno ili očigledno na osnovu dostupnih informacija, što odgovara značenju 'izgledati istinito, verovatno ili očigledno'.	http://llod.jerteh.rs/WSD/seENG3002134672v	4	ChatGPT	ENG30-02133435-v;ENG30-02134672-v;ENG30-02658447-v;ENG30-2133435-v	
36-2	425-427	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
36-3	428-440	konzumiranje	N	NOUN	_	_	konzumiranje	_	_	_	U ovom kontekstu, 'konzumiranje' se odnosi na akt unošenja kafe, vitamina C i mlečnih proizvoda, što odgovara značenju radnje trošenja ili upotrebe hrane ili pića.	http://llod.jerteh.rs/WSD/seRSSJ21262\_0	1	ChatGPT	RSSJ-21262/0	
36-4	441-445	kafe	N	NOUN	_	_	kafa	_	_	_	U ovom kontekstu, 'kafa' se odnosi na napitak koji ljudi konzumiraju, a ne na biljku, što je jasno iz upotrebe uz vitamine i mlečne proizvode.	http://llod.jerteh.rs/WSD/seENG3007929519n	2	ChatGPT	ENG30-07929519-n;ENG30-12662772-n	
36-5	445-446	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
36-6	447-455	vitamina	N	NOUN	_	_	vitamin	2[1456]	vitamin C[1456]	NID[1456]	U ovom kontekstu, 'vitamin C' se odnosi na nutrijent koji se nalazi u voću i povrću i poznat je po svojim zdravstvenim benefitima, što odgovara datom značenju.[2015]	http://llod.jerteh.rs/WSD/seCVMWE0491[2015]	1[2015]	ChatGPT	CVMWE-0491[2015]	
36-7	456-457	C	ABB	X	_	_	C	2[1456]	vitamin C[1456]	NID[1456]	U ovom kontekstu, 'vitamin C' se odnosi na nutrijent koji se nalazi u voću i povrću i poznat je po svojim zdravstvenim benefitima, što odgovara datom značenju.[2015]	http://llod.jerteh.rs/WSD/seCVMWE0491[2015]	1[2015]	ChatGPT	CVMWE-0491[2015]	
36-8	458-459	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
36-9	460-467	mlečnih	A	ADJ	_	_	mlečan	1[1457]	mlečni proizvod[1457]	NID[1457]	U kontekstu se govori o 'mlečnim proizvodima', što se odnosi na proizvode napravljene od mleka (kao što su sir, jogurt, pavlaka), a ne na samu tečnost mleko. Ponuđeno značenje opisuje samo mleko, a ne mlečne proizvode uopšte.[2016]	http://llod.jerteh.rs/WSD/seENG3007843775n[2016]	1[2016]	FIRST	ENG30-07843775-n[2016]	
36-10	468-477	proizvoda	N	NOUN	_	_	proizvod	1[1457]	mlečni proizvod[1457]	NID[1457]	U kontekstu se govori o 'mlečnim proizvodima', što se odnosi na proizvode napravljene od mleka (kao što su sir, jogurt, pavlaka), a ne na samu tečnost mleko. Ponuđeno značenje opisuje samo mleko, a ne mlečne proizvode uopšte.[2016]	http://llod.jerteh.rs/WSD/seENG3007843775n[2016]	1[2016]	FIRST	ENG30-07843775-n[2016]	
36-11	477-478	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
36-12	479-482	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
36-13	483-484	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
36-14	485-492	fizička	A	ADJ	_	_	fizički	_	_	_	U ovom kontekstu, 'fizička spremnost' se odnosi na telesnu, odnosno fizičku kondiciju ili stanje tela, što podrazumeva materijalno postojanje i može se osetiti čulima.	http://llod.jerteh.rs/WSD/seENG3000627004a	6	ChatGPT	ENG30-00627004-a;ENG30-00627204-a;ENG30-00629997-a;ENG30-01574259-a;ENG30-02557023-a;ENG30-02779774-a	
36-15	493-502	spremnost	N	NOUN	_	_	spremnost	_	_	_	U ovom kontekstu, 'fizička spremnost' se odnosi na inherentnu sposobnost tela da odgovori na izazove, što je najbliže značenju 'inherentna sposobnost'.	http://llod.jerteh.rs/WSD/seENG3005622456n	2	ChatGPT	ENG30-05622456-n;ENG30-14031108-n	
36-16	502-503	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
36-17	504-512	smanjuju	V	VERB	_	_	smanjivati	_	_	_	U ovom kontekstu, 'smanjivati' znači činiti rizik manjim, odnosno umanjivati verovatnoću da se nešto desi, što odgovara ponuđenom značenju.	http://llod.jerteh.rs/WSD/seRSSJ49196\_0	1	ChatGPT	RSSJ-49196/0	
36-18	513-518	rizik	N	NOUN	_	_	rizik	_	_	_	U ovom kontekstu, 'rizik' se odnosi na mogućnost gubitka ili nesreće, odnosno verovatnoću da se dogodi nešto štetno po zdravlje, što se može smanjiti konzumiranjem određenih namirnica i fizičkom spremnošću.	http://llod.jerteh.rs/WSD/seENG3014541852n	3	ChatGPT	ENG30-00802238-n;ENG30-05093293-n;ENG30-14541852-n	
36-19	518-519	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Njihov maternji jezik je litvanski, jedan od samo dva preživela člana porodice baltičkih jezika.
39-1	519-525	Njihov	PRO	DET	_	_	njihov	_	_	_	_	_	_	_	_	
39-2	526-534	maternji	A	ADJ	_	_	maternji	1[1458]	maternji jezik[1458]	NID[1458]	U ovom kontekstu, 'maternji jezik' označava jezik koji su ljudi govorili od najranijeg detinjstva, što se precizno poklapa sa prvim značenjem.[2017]	http://llod.jerteh.rs/WSD/seENG3006903396n[2017]	2[2017]	ChatGPT	ENG30-06903396-n;ENG30-06904748-n[2017]	
39-3	535-540	jezik	N	NOUN	_	_	jezik	1[1458]	maternji jezik[1458]	NID[1458]	U ovom kontekstu, 'maternji jezik' označava jezik koji su ljudi govorili od najranijeg detinjstva, što se precizno poklapa sa prvim značenjem.[2017]	http://llod.jerteh.rs/WSD/seENG3006903396n[2017]	2[2017]	ChatGPT	ENG30-06903396-n;ENG30-06904748-n[2017]	
39-4	541-543	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
39-5	544-553	litvanski	A	ADJ	http://www.wikidata.org/entity/Q9083	DEMO	litvanski	_	_	_	U ovom kontekstu, 'litvanski' se odnosi na jezik koji pripada Litvaniji i njenim ljudima, što odgovara ponuđenom značenju.	http://llod.jerteh.rs/WSD/seENG3002962961a	1	ChatGPT	ENG30-02962961-a	
39-6	553-554	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
39-7	555-560	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	_	
39-8	561-563	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
39-9	564-568	samo	ADV	ADV	_	_	samo	_	_	_	U ovom kontekstu, 'samo' znači da postoje dva preživela člana baltičkih jezika i nijedan više, što odgovara značenju 'i ništa više'.	http://llod.jerteh.rs/WSD/seENG3000004722b	6	ChatGPT	ENG30-00004722-b;ENG30-00008600-b;ENG30-00011011-b;ENG30-00028797-b;ENG30-00158309-b;ENG30-00505114-b	
39-10	569-572	dva	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	
39-11	573-582	preživela	A	ADJ	_	_	preživeo	_	_	_	Nijedno od ponuđenih značenja ne odgovara upotrebi u ovom kontekstu, gde 'preživeo' znači 'onaj koji je opstao' ili 'ostao živ' u smislu jezika koji nije izumro, dok ponuđena značenja govore o nečemu što je iscrpljeno ili zastarelo.	http://llod.jerteh.rs/WSD/seDRJ0216035\_1	2	FIRST	DRJ0-216035/1;DRJ0-216035/2	
39-12	583-588	člana	N	NOUN	_	_	član	_	_	_	U ovom kontekstu, 'član' se odnosi na litvanski jezik kao jedan od elemenata (jezika) koji pripadaju skupu baltičkih jezika, što odgovara značenju 'bilo šta što pripada skupu ili klasi'.	http://llod.jerteh.rs/WSD/seENG3013810615n	5	ChatGPT	ENG30-06324669-n;ENG30-06392935-n;ENG30-08170686-n;ENG30-10307234-n;ENG30-13810615-n	
39-13	589-597	porodice	N	NOUN	_	_	porodica	_	_	_	U ovom kontekstu, 'porodica' se odnosi na taksonomsku grupu jezika, što je analogno taksonomskoj grupi koja sadrži jedan ili više rodova, kao što je slučaj u klasifikaciji jezika ili biologiji.	http://llod.jerteh.rs/WSD/seENG3008107499n	5	ChatGPT	ENG30-07970406-n;ENG30-07970721-n;ENG30-08078020-n;ENG30-08107499-n;ENG30-08110648-n	
