Sentence	Token	Sentence index	Token index	First Model NEW_SENSE	Second Model NEW_SENSE
Izveštaj se nastavlja do 1305. godine, ali godine 898–922, 1263–1283. i 1288–1294. nedostaju iz nepoznatih razloga.	nepoznatih	38.0	23.0	False	False
Izveštaj se nastavlja do 1305. godine, ali godine 898–922, 1263–1283. i 1288–1294. nedostaju iz nepoznatih razloga.	razloga	38.0	24.0	False	False
Dobila je počasni doktorat Univerziteta Kolumbija 1964. i Univerziteta u Kopenhagenu 1968. godine, kao i brojna počasna članstva.	Univerziteta	39.0	5.0	False	False
Dobila je počasni doktorat Univerziteta Kolumbija 1964. i Univerziteta u Kopenhagenu 1968. godine, kao i brojna počasna članstva.	Univerziteta	39.0	9.0	False	False
Dobila je počasni doktorat Univerziteta Kolumbija 1964. i Univerziteta u Kopenhagenu 1968. godine, kao i brojna počasna članstva.	godine	39.0	13.0	False	False
Dobila je počasni doktorat Univerziteta Kolumbija 1964. i Univerziteta u Kopenhagenu 1968. godine, kao i brojna počasna članstva.	članstva	39.0	19.0	False	False
Hvalio ga je Ajnštajn; objavljen kao monografija, ostaje nezaobilazna referenca za tu temu do danas.	kao	40.0	7.0	False	False
Hvalio ga je Ajnštajn; objavljen kao monografija, ostaje nezaobilazna referenca za tu temu do danas.	ostaje	40.0	10.0	True	False
Grad su uništili Huni 447. godine, ali ga je obnovio vizantijski car Justinijan u VI veku i preimenovan je u Trijadica.	Grad	41.0	1.0	False	False
Grad su uništili Huni 447. godine, ali ga je obnovio vizantijski car Justinijan u VI veku i preimenovan je u Trijadica.	obnovio	41.0	11.0	False	False
Grad su uništili Huni 447. godine, ali ga je obnovio vizantijski car Justinijan u VI veku i preimenovan je u Trijadica.	veku	41.0	17.0	False	False
U napadu su učestvovala dva korpusa u glavnom napadu i dva korpusa koja su izvodila diverzione napade na Ipr.	napadu	42.0	2.0	False	False
U napadu su učestvovala dva korpusa u glavnom napadu i dva korpusa koja su izvodila diverzione napade na Ipr.	učestvovala	42.0	4.0	False	False
U napadu su učestvovala dva korpusa u glavnom napadu i dva korpusa koja su izvodila diverzione napade na Ipr.	napadu	42.0	9.0	False	False
U jesen 2004. godine započela je kurs etnologije na istom univerzitetu.	godine	43.0	4.0	False	False
Međunarodni dan maternjeg jezika (International Mother Language Day, IMLD) održava se 21. februara svake godine širom sveta u cilju promovisanja svesti o jezičkoj i kulturnoj raznolikosti, kao i promovisanja višejezičnosti.	dan	44.0	2.0	False	False
Međunarodni dan maternjeg jezika (International Mother Language Day, IMLD) održava se 21. februara svake godine širom sveta u cilju promovisanja svesti o jezičkoj i kulturnoj raznolikosti, kao i promovisanja višejezičnosti.	održava	44.0	13.0	False	False
Međunarodni dan maternjeg jezika (International Mother Language Day, IMLD) održava se 21. februara svake godine širom sveta u cilju promovisanja svesti o jezičkoj i kulturnoj raznolikosti, kao i promovisanja višejezičnosti.	godine	44.0	18.0	False	False
Međunarodni dan maternjeg jezika (International Mother Language Day, IMLD) održava se 21. februara svake godine širom sveta u cilju promovisanja svesti o jezičkoj i kulturnoj raznolikosti, kao i promovisanja višejezičnosti.	svesti	44.0	24.0	False	False
Radioaktivni otpad je otpad koji sadrži radioaktivni materijal.	otpad	45.0	4.0	False	False
„El Diario La Prensa“ je najveći njujorški dnevni list na španskom jeziku i najstariji u državi.	državi	46.0	18.0	False	False
Poslednji kralj koji je ovde krunisan bio je Ferdinand I 1531. godine.	godine	47.0	12.0	False	False
Termoregulacija je sposobnost organizma da održava telesnu temperaturu u određenim granicama, čak i kada je spoljna temperatura mnogo drugačija.	sposobnost	48.0	3.0	False	False
Termoregulacija je sposobnost organizma da održava telesnu temperaturu u određenim granicama, čak i kada je spoljna temperatura mnogo drugačija.	održava	48.0	6.0	False	False
Termoregulacija je sposobnost organizma da održava telesnu temperaturu u određenim granicama, čak i kada je spoljna temperatura mnogo drugačija.	određenim	48.0	10.0	False	False
Termoregulacija je sposobnost organizma da održava telesnu temperaturu u određenim granicama, čak i kada je spoljna temperatura mnogo drugačija.	mnogo	48.0	19.0	True	False
Proveli su drugi deo godine na turneji sa Aly & AJ i sa The Cheetah Girls.	godine	51.0	5.0	False	False
Dao bih generacijama koje dolaze oružje protiv mogućeg ponovnog oživljavanja takvog zla.	Dao	52.0	1.0	False	False
Dao bih generacijama koje dolaze oružje protiv mogućeg ponovnog oživljavanja takvog zla.	oružje	52.0	6.0	True	False
Dao bih generacijama koje dolaze oružje protiv mogućeg ponovnog oživljavanja takvog zla.	zla	52.0	12.0	False	False
Tokom godina Serčuk je nekoliko puta odlazio u Evropu da svedoči na suđenjima nacističkim ratnim zločincima.	suđenjima	53.0	13.0	False	False
Kada je Južna Afrika dobila status dominiona 1910. godine, Bota je postao prvi premijer Južnoafričke unije.	postao	54.0	13.0	False	False
Kada je Južna Afrika dobila status dominiona 1910. godine, Bota je postao prvi premijer Južnoafričke unije.	prvi	54.0	14.0	False	False
Oslobođeno je ukupno 685 alžirskih radnika i 107 stranaca.	Oslobođeno	55.0	1.0	False	False
Džesika Stenli je Belina drugarica iz odeljenja i njena prva prijateljica u Forksu.	prva	57.0	10.0	False	False
On je proširio teoriju specifične toplote Alberta Ajnštajna na niže temperature uključivanjem uticaja niskofrekventnih fonona.	proširio	58.0	3.0	False	False
On je proširio teoriju specifične toplote Alberta Ajnštajna na niže temperature uključivanjem uticaja niskofrekventnih fonona.	niže	58.0	10.0	True	False
Olimpijski moto „Citius, Altius, Fortius“ (brže, više, jače) prvi put je upotrebljen na Olimpijadi.	prvi	59.0	17.0	False	False
Smitova je delila spavaonicu sa još devet devojaka i tamo je provodila vreme u plivanju, razgovoru i učenju ruskih pesama i plesova.	delila	60.0	3.0	False	False
Svi u domaćinstvu, uključujući i poslugu, u idealnim slučajevima bi večerali zajedno.	slučajevima	62.0	11.0	False	False
Dve vlade su počele da normalizuju odnose 2013. godine, u okviru Briselskog sporazuma.	vlade	64.0	2.0	False	False
Dve vlade su počele da normalizuju odnose 2013. godine, u okviru Briselskog sporazuma.	odnose	64.0	7.0	False	False
Do 31. oktobra Hindenburg je poražen u bici na reci Visli i odustao je od napada na Varšavu.	odustao	65.0	13.0	False	False
Godine 1830. izbila je Belgijska revolucija, u kojoj je Belgija izvojevala nezavisnost od Holandije.	Godine	66.0	1.0	False	False
Naučnici USGS-a proučavaju predele Sjedinjenih Država, njihove mineralne resurse i prirodne opasnosti koje im prete.	proučavaju	67.0	3.0	True	False
Bah možda nikada nije bio toliko nagrađen za neko svoje delo kao za ovo.	toliko	68.0	6.0	False	False
Bah možda nikada nije bio toliko nagrađen za neko svoje delo kao za ovo.	nagrađen	68.0	7.0	False	False
Bah možda nikada nije bio toliko nagrađen za neko svoje delo kao za ovo.	delo	68.0	11.0	False	False
Bolest se obično javlja u epidemijama u tropskim regionima podsaharske Afrike.	Bolest	69.0	1.0	True	False
Bolest se obično javlja u epidemijama u tropskim regionima podsaharske Afrike.	obično	69.0	3.0	False	False
Tuberkuloza je izazvala sveopštu zabrinutost javnosti u XIX i ranom XX veku pošto je bolest postala uobičajena među siromasima u gradskim sredinama.	izazvala	71.0	3.0	False	False
Tuberkuloza je izazvala sveopštu zabrinutost javnosti u XIX i ranom XX veku pošto je bolest postala uobičajena među siromasima u gradskim sredinama.	veku	71.0	12.0	False	False
Tuberkuloza je izazvala sveopštu zabrinutost javnosti u XIX i ranom XX veku pošto je bolest postala uobičajena među siromasima u gradskim sredinama.	bolest	71.0	15.0	True	False
Tuberkuloza je izazvala sveopštu zabrinutost javnosti u XIX i ranom XX veku pošto je bolest postala uobičajena među siromasima u gradskim sredinama.	postala	71.0	16.0	False	False
Tuberkuloza je izazvala sveopštu zabrinutost javnosti u XIX i ranom XX veku pošto je bolest postala uobičajena među siromasima u gradskim sredinama.	uobičajena	71.0	17.0	False	False
Njihov brak je otkrio činjenicu da Vulstonkraftova nikada nije bila udata za Imleja i zbog toga su ona i Godvin izgubili mnogo prijatelja.	otkrio	72.0	4.0	False	False
Njihov brak je otkrio činjenicu da Vulstonkraftova nikada nije bila udata za Imleja i zbog toga su ona i Godvin izgubili mnogo prijatelja.	izgubili	72.0	21.0	False	False
Njihov brak je otkrio činjenicu da Vulstonkraftova nikada nije bila udata za Imleja i zbog toga su ona i Godvin izgubili mnogo prijatelja.	mnogo	72.0	22.0	False	False
Frenklinovi ljudi su proveli zimu između 1845. i 1846. na ostrvu Biči, na kom su tri člana posade umrla i sahranjena.	ostrvu	73.0	11.0	False	False
Ruske trupe su do leta 2005. godine bile stacionirane u južnom Tadžikistanu, kako bi čuvale granicu sa Avganistanom.	leta	76.0	5.0	True	False
Ruske trupe su do leta 2005. godine bile stacionirane u južnom Tadžikistanu, kako bi čuvale granicu sa Avganistanom.	godine	76.0	7.0	False	False
Ruske trupe su do leta 2005. godine bile stacionirane u južnom Tadžikistanu, kako bi čuvale granicu sa Avganistanom.	čuvale	76.0	16.0	False	False
Šeklton je odlučio da sačeka nekoliko dana u nadi da će led pući.	nekoliko	77.0	6.0	False	False
Šeklton je odlučio da sačeka nekoliko dana u nadi da će led pući.	dana	77.0	7.0	False	False
Šeklton je odlučio da sačeka nekoliko dana u nadi da će led pući.	led	77.0	12.0	False	False
Šeklton je odlučio da sačeka nekoliko dana u nadi da će led pući.	pući	77.0	13.0	False	False
Tokom tridesetih godina XX veka Komacu je proizvodio i traktore za japansku vojsku, kao i buldožere, tenkove i haubice.	godina	78.0	3.0	False	False
Tokom tridesetih godina XX veka Komacu je proizvodio i traktore za japansku vojsku, kao i buldožere, tenkove i haubice.	veka	78.0	5.0	True	False
Podržao ga je Endru Karnegi, koji je sagradio Karnegi hol (otvoren 1891) specijalno za orkestar.	Podržao	79.0	1.0	False	False
Podržao ga je Endru Karnegi, koji je sagradio Karnegi hol (otvoren 1891) specijalno za orkestar.	sagradio	79.0	9.0	False	False
Podržao ga je Endru Karnegi, koji je sagradio Karnegi hol (otvoren 1891) specijalno za orkestar.	otvoren	79.0	13.0	False	False
Inuiti su Reju pokazali mnoge predmete za koje je utvrđeno da su pripadali Frenklinu i njegovim ljudima.	pokazali	80.0	4.0	False	False
Ostrvo je 1. januara 1739. otkrio Žan-Batist Šarl Buve de Lozije, komandant francuskih brodova Egl i Mari.	Ostrvo	81.0	1.0	False	False
Ostrvo je 1. januara 1739. otkrio Žan-Batist Šarl Buve de Lozije, komandant francuskih brodova Egl i Mari.	otkrio	81.0	6.0	False	False
Ostrvo je 1. januara 1739. otkrio Žan-Batist Šarl Buve de Lozije, komandant francuskih brodova Egl i Mari.	komandant	81.0	15.0	False	False
Pošto je dobio tu dijagnozu, Zapa je najveći deo svoje energije posvetio savremenim delima za orkestar i sinklavir.	savremenim	82.0	14.0	False	False
Pošto je dobio tu dijagnozu, Zapa je najveći deo svoje energije posvetio savremenim delima za orkestar i sinklavir.	delima	82.0	15.0	False	False
Volstonkraftova je otišla u Pariz u decembru 1792. i stigla oko mesec dana pre nego što je Luj XVI giljotiniran.	dana	85.0	13.0	False	False
Teroristički napad izveo je bombaš samoubica na putnički autobus koji je prevozio izraelske turiste na aerodrom u Burgasu.	izveo	86.0	3.0	False	False
Teroristički napad izveo je bombaš samoubica na putnički autobus koji je prevozio izraelske turiste na aerodrom u Burgasu.	prevozio	86.0	12.0	False	True
Mnogi Evropljani iskoristili su tu prednost kako bi istraživali dalje na istoku.	dalje	88.0	10.0	False	False
Bolest se redovno javlja u nekim regionima podsaharske Afrike, pri čemu se u rizičnoj grupi nalazi oko 70 miliona stanovnika u 36 zemalja.	Bolest	91.0	1.0	True	False
Bolest se redovno javlja u nekim regionima podsaharske Afrike, pri čemu se u rizičnoj grupi nalazi oko 70 miliona stanovnika u 36 zemalja.	redovno	91.0	3.0	False	False
Prateći niz tragova nađenih na telu, Holms i Votson pronalaze Reordanovu kuću i otkrivaju eksperimente koji pokušavaju da spoje nauku s magijom.	Prateći	94.0	1.0	False	False
Prateći niz tragova nađenih na telu, Holms i Votson pronalaze Reordanovu kuću i otkrivaju eksperimente koji pokušavaju da spoje nauku s magijom.	tragova	94.0	3.0	False	False
Prateći niz tragova nađenih na telu, Holms i Votson pronalaze Reordanovu kuću i otkrivaju eksperimente koji pokušavaju da spoje nauku s magijom.	kuću	94.0	13.0	False	False
Prateći niz tragova nađenih na telu, Holms i Votson pronalaze Reordanovu kuću i otkrivaju eksperimente koji pokušavaju da spoje nauku s magijom.	otkrivaju	94.0	15.0	False	False
Brauning je uticao na dizajn skoro svih kategorija vatrenog oružja.	kategorija	95.0	8.0	True	False
Pozivam te, ako ti tvoji dozvole, da dođeš u našu zemlju, najbolje ovog leta.	dozvole	97.0	7.0	False	False
Bio je poznat po surovosti.	poznat	98.0	3.0	False	False
Razumevanje strukture i funkcije ćelija je fundamentalno za sve biološke nauke.	fundamentalno	100.0	7.0	False	False
Iz tog razloga, kao i da bi tekst bio što dosledniji, promene su napisane na jeziku koji je blizak originalu.	tekst	101.0	9.0	False	False
Iz tog razloga, kao i da bi tekst bio što dosledniji, promene su napisane na jeziku koji je blizak originalu.	što	101.0	11.0	False	False
Iz tog razloga, kao i da bi tekst bio što dosledniji, promene su napisane na jeziku koji je blizak originalu.	dosledniji	101.0	12.0	False	False
Besplatna onlajn verzija postala je samo delimično dostupna javnosti.	postala	103.0	4.0	False	False
Mnogi ga smatraju jednim od najvažnijih vladara u norveškoj istoriji.	vladara	106.0	7.0	False	False
Mnogi ga smatraju jednim od najvažnijih vladara u norveškoj istoriji.	istoriji	106.0	10.0	False	False
Dunavska komisija je odlučila da uništi dva stuba koja su ometala plovidbu.	uništi	107.0	6.0	True	False
Dunavska komisija je odlučila da uništi dva stuba koja su ometala plovidbu.	stuba	107.0	8.0	False	False
Prevencija bolesti kod ljudi postiže se vakcinacijom životinja protiv ove bolesti.	bolesti	110.0	2.0	True	False
Prevencija bolesti kod ljudi postiže se vakcinacijom životinja protiv ove bolesti.	postiže	110.0	5.0	True	False
Prevencija bolesti kod ljudi postiže se vakcinacijom životinja protiv ove bolesti.	bolesti	110.0	11.0	True	False
Kao prestolonaslednik Danske, dobio je mesto u Državnom savetu i kasnije je pomagao svom ocu u obavljanju vladarskih dužnosti.	Kao	111.0	1.0	False	False
Kao prestolonaslednik Danske, dobio je mesto u Državnom savetu i kasnije je pomagao svom ocu u obavljanju vladarskih dužnosti.	mesto	111.0	7.0	False	False
Kao prestolonaslednik Danske, dobio je mesto u Državnom savetu i kasnije je pomagao svom ocu u obavljanju vladarskih dužnosti.	vladarskih	111.0	19.0	False	False
Nemiri vezani za pirinač bili su bez premca u modernoj japanskoj istoriji po obimu, veličini i nasilju.	modernoj	112.0	10.0	False	False
Nemiri vezani za pirinač bili su bez premca u modernoj japanskoj istoriji po obimu, veličini i nasilju.	istoriji	112.0	12.0	False	False
Zapadno od Luvra, Katarina Mediči sagradila je za sebe palatu Tiljeri sa velikim vrtovima i pećinom.	sagradila	113.0	7.0	False	False
Zapadno od Luvra, Katarina Mediči sagradila je za sebe palatu Tiljeri sa velikim vrtovima i pećinom.	pećinom	113.0	17.0	False	False
Uprkos svemu tome, Perikle je ostao nepokolebljiv — mada je zaplakao kako bi odbranio Aspasiju kada je bila optužena da kvari atinsko društvo.	kvari	115.0	22.0	False	False
Iako može da prisluškuje poruke između Alis i Boba, ona ne može da ih menja.	menja	116.0	16.0	False	False
Kraljevska porodica se iz palate Vila Visosa vratila u Lisabon.	se			False	False
Kraljevska porodica se iz palate Vila Visosa vratila u Lisabon.	palate	117.0	5.0	False	False
Kraljevska porodica se iz palate Vila Visosa vratila u Lisabon.	Vila	117.0	6.0	True	False
Prihvatio je i imenovanje grčkog patrijarha.	Prihvatio	119.0	1.0	False	False
Na primer, grupe poreklom iz istočne i južne Evrope uglavnom su slabije prolazile po ovim merilima.	poreklom	120.0	5.0	False	False
Na primer, grupe poreklom iz istočne i južne Evrope uglavnom su slabije prolazile po ovim merilima.	istočne	120.0	7.0	False	False
Na primer, grupe poreklom iz istočne i južne Evrope uglavnom su slabije prolazile po ovim merilima.	prolazile	120.0	14.0	False	False
Na primer, grupe poreklom iz istočne i južne Evrope uglavnom su slabije prolazile po ovim merilima.	merilima	120.0	17.0	False	False
U gotovo svim slučajevima crkva se smešta na položaj koji se lako brani, uglavnom na vrhu brda.	položaj	121.0	9.0	False	False
U gotovo svim slučajevima crkva se smešta na položaj koji se lako brani, uglavnom na vrhu brda.	brani	121.0	13.0	False	False
Otac mu je bio ruski pravoslavni sveštenik i učitelj, a majka muzičarka.	učitelj	122.0	9.0	False	False
Ovo mu je omogućilo da formuliše Paulijev princip isključenja, navodeći da dva elektrona ne mogu imati isto kvantno stanje u istom kvantnom sistemu.	isto	123.0	18.0	False	False
Za razliku od svoje braće, princ Henri se pridružio vojsci, a ne Kraljevskoj mornarici.	se			False	False
Za razliku od svoje braće, princ Henri se pridružio vojsci, a ne Kraljevskoj mornarici.	Kraljevskoj	125.0	15.0	False	False
Do 1958. nosio je naziv Sirijski univerzitet, ali je ime promenjeno nakon osnivanja Univerziteta u Alepu.	univerzitet	126.0	7.0	False	False
Do 1958. nosio je naziv Sirijski univerzitet, ali je ime promenjeno nakon osnivanja Univerziteta u Alepu.	Univerziteta	126.0	15.0	False	False
Prvu dozu vakcine treba dati novorođenčadi između 6 i 15 nedelja starosti.	nedelja	128.0	11.0	True	False
Fridrih VIII je u svakom smislu bio liberalni vladar i bio je mnogo naklonjeniji novom parlamentarnom sistemu nego njegov otac.	smislu	129.0	6.0	False	False
Na povratku s putovanja u Nicu kralj Fridrih se kratko zaustavio u Hamburgu, odsevši u hotelu Hamburger Hof.	putovanja	130.0	4.0	False	False
Prvi dokument u kom se pominje je iz 1526. godine.	Prvi	131.0	1.0	False	False
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	sprovodi	132.0	7.0	False	True
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	studije	132.0	8.0	False	False
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	različitim	132.0	10.0	False	False
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	vidovima	132.0	11.0	True	False
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	dimenzije	132.0	15.0	True	False
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	obrazovanje	132.0	18.0	False	False
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	pitanja	132.0	23.0	False	False
Evropski odbor regija (CoR) sprovodi studije o različitim vidovima lokalne i regionalne dimenzije EU (obrazovanje, transport, socijalna pitanja, proširenje itd.).	proširenje	132.0	25.0	False	False
SnatchBot pomaže korisnicima da naprave botove za Fejsbukov Mesindžer, Skajp, Slek, SMS, Tviter i druge platforme društvenih mreža.	pomaže	134.0	2.0	False	False
SnatchBot pomaže korisnicima da naprave botove za Fejsbukov Mesindžer, Skajp, Slek, SMS, Tviter i druge platforme društvenih mreža.	naprave	134.0	5.0	False	False
SnatchBot pomaže korisnicima da naprave botove za Fejsbukov Mesindžer, Skajp, Slek, SMS, Tviter i druge platforme društvenih mreža.	druge	134.0	19.0	False	False
