Sentence	Token	Sentence index	Token index	First Model NEW_SENSE	Second Model NEW_SENSE
Njihov maternji jezik je litvanski, jedan od samo dva preživela člana porodice baltičkih jezika.	člana	39.0	12.0	True	False
Njihov maternji jezik je litvanski, jedan od samo dva preživela člana porodice baltičkih jezika.	porodice	39.0	13.0	False	False
U jednom trenutku braća sreću „dobru“ demonku Rubi, zainteresovanu za Sema, koja ih uverava da im može pomoći da spasu Dina.	dobru	40.0	7.0	False	False
Da bi zaradili, Nauru je nakratko postao poreski raj i centar za ilegalno pranje novca.	postao	41.0	8.0	True	False
Moderna dijagnostička oprema više ne zahteva ovu visokorizičnu proceduru, pa ne bi ni trebalo pokušavati sa unošenjem ove vrlo otrovne supstance.	zahteva	42.0	6.0	False	False
Moderna dijagnostička oprema više ne zahteva ovu visokorizičnu proceduru, pa ne bi ni trebalo pokušavati sa unošenjem ove vrlo otrovne supstance.	proceduru	42.0	9.0	True	False
Moderna dijagnostička oprema više ne zahteva ovu visokorizičnu proceduru, pa ne bi ni trebalo pokušavati sa unošenjem ove vrlo otrovne supstance.	vrlo	42.0	20.0	False	False
Moderna dijagnostička oprema više ne zahteva ovu visokorizičnu proceduru, pa ne bi ni trebalo pokušavati sa unošenjem ove vrlo otrovne supstance.	supstance	42.0	22.0	True	False
Zamak Cele je izgrađen na temelju utvrđene odbrambene kule kao zamak s jarkom, koji je čuvao gaz preko reke Aler.	izgrađen	45.0	4.0	False	False
Zamak Cele je izgrađen na temelju utvrđene odbrambene kule kao zamak s jarkom, koji je čuvao gaz preko reke Aler.	kao	45.0	10.0	False	False
Zamak Cele je izgrađen na temelju utvrđene odbrambene kule kao zamak s jarkom, koji je čuvao gaz preko reke Aler.	čuvao	45.0	17.0	False	False
Josemiti je jedno od najvećih i najcelovitijih staništa u Sijera Nevadi, a park pomaže u održavanju biljnog i životinjskog diverziteta.	održavanju	46.0	17.0	False	False
Nekoliko univerziteta dodelilo mu je počasne doktorate, uključujući Jejl i Harvard.	univerziteta	47.0	2.0	False	False
Primeri su izvučeni iz svakodnevnog života.	izvučeni	48.0	3.0	False	False
Primeri su izvučeni iz svakodnevnog života.	života	48.0	6.0	False	False
Letonski jezik ima dva gramatička roda, muški i ženski.	gramatička			False	False
Vaspitni stil roditelja izgleda nema veliki uticaj, mada ljudi koji imaju roditeljsku podršku bolje prolaze od onih čiji su roditelji kritički ili neprijateljski nastrojeni.	izgleda	51.0	4.0	False	False
Vaspitni stil roditelja izgleda nema veliki uticaj, mada ljudi koji imaju roditeljsku podršku bolje prolaze od onih čiji su roditelji kritički ili neprijateljski nastrojeni.	prolaze	51.0	16.0	False	False
Vaspitni stil roditelja izgleda nema veliki uticaj, mada ljudi koji imaju roditeljsku podršku bolje prolaze od onih čiji su roditelji kritički ili neprijateljski nastrojeni.	nastrojeni	51.0	25.0	False	False
Izuzetak su seksualno aktivni mužjaci, koji uspostavljaju i brane teritorije na koje privlače ženke.	aktivni	53.0	4.0	False	False
Izuzetak su seksualno aktivni mužjaci, koji uspostavljaju i brane teritorije na koje privlače ženke.	brane	53.0	10.0	False	False
Izuzetak su seksualno aktivni mužjaci, koji uspostavljaju i brane teritorije na koje privlače ženke.	privlače	53.0	14.0	True	False
Grad je poznat širom sveta kao sedište Univerziteta Oksford, najstarijeg univerziteta na engleskom govornom području.	Grad	54.0	1.0	True	False
Grad je poznat širom sveta kao sedište Univerziteta Oksford, najstarijeg univerziteta na engleskom govornom području.	Univerziteta	54.0	8.0	False	False
Grad je poznat širom sveta kao sedište Univerziteta Oksford, najstarijeg univerziteta na engleskom govornom području.	univerziteta	54.0	12.0	False	False
Univerzalni medijski disk (Universal Media Disc, UMD), optički disk koji se više ne proizvodi, razvio je Soni za upotrebu na njihovoj prenosnoj platformi za igre i multimediju PlayStation.	igre	55.0	30.0	False	False
Druga mogućnost je da planete ometaju protok materijala dalje od zvezde dok se maglina formira.	Druga	56.0	1.0	False	False
Druga mogućnost je da planete ometaju protok materijala dalje od zvezde dok se maglina formira.	materijala	56.0	8.0	False	False
Njegovo istraživanje imalo je veliki značaj za teorijsku fiziku, kao i za čisto matematičke discipline, uključujući teoriju brojeva.	veliki	57.0	5.0	False	False
Poslednjih godina grad doživljava privredni i kulturni procvat.	Poslednjih	58.0	1.0	False	False
U izvesnom smislu, pangram je suprotan lipogramu, u kome je cilj da se izostavi jedno ili više slova.	cilj	59.0	13.0	False	False
U izvesnom smislu, pangram je suprotan lipogramu, u kome je cilj da se izostavi jedno ili više slova.	izostavi	59.0	16.0	False	False
Najuočljivija su specifična bihevioralna i fizička prilagođavanja koja su rezultat prirodne selekcije.	fizička	60.0	6.0	False	False
Čini se da je godine koje su mu preostale proveo mirno.	mirno	61.0	11.0	False	False
Prvi odeljak (pasusi 2–14) bavi se Avgustovom političkom karijerom; beleži njegove funkcije i političke počasti koje je uživao.	bavi			False	False
Prvi odeljak (pasusi 2–14) bavi se Avgustovom političkom karijerom; beleži njegove funkcije i političke počasti koje je uživao.	Prvi	63.0	1.0	False	False
Prvi odeljak (pasusi 2–14) bavi se Avgustovom političkom karijerom; beleži njegove funkcije i političke počasti koje je uživao.	beleži	63.0	15.0	False	False
Sačuvani su samo fragmenti tog jezika, a glavni dokaz su pojedinačne reči citirane u latinskim tekstovima.	dokaz	64.0	10.0	False	False
Sačuvani su samo fragmenti tog jezika, a glavni dokaz su pojedinačne reči citirane u latinskim tekstovima.	pojedinačne	64.0	12.0	True	False
Sačuvani su samo fragmenti tog jezika, a glavni dokaz su pojedinačne reči citirane u latinskim tekstovima.	reči	64.0	13.0	False	False
Sačuvani su samo fragmenti tog jezika, a glavni dokaz su pojedinačne reči citirane u latinskim tekstovima.	tekstovima	64.0	17.0	False	False
Kako se nivoi estrogena kod žene smanjuju s menopauzom, rizik od infekcija urinarnog trakta se povećava zbog gubitka zaštitne vaginalne flore.	se			False	False
Kako se nivoi estrogena kod žene smanjuju s menopauzom, rizik od infekcija urinarnog trakta se povećava zbog gubitka zaštitne vaginalne flore.	nivoi	65.0	3.0	False	False
Kako se nivoi estrogena kod žene smanjuju s menopauzom, rizik od infekcija urinarnog trakta se povećava zbog gubitka zaštitne vaginalne flore.	žene	65.0	6.0	False	False
Kako se nivoi estrogena kod žene smanjuju s menopauzom, rizik od infekcija urinarnog trakta se povećava zbog gubitka zaštitne vaginalne flore.	rizik	65.0	11.0	False	False
Ovo joj je prvi put da je u nekoga zaljubljena.	prvi	66.0	4.0	False	False
Rani pokušaji letenja na ljudski pogon bili su neuspešni zbog teškoća u postizanju visokog odnosa snage i težine.	teškoća	67.0	11.0	False	False
Rani pokušaji letenja na ljudski pogon bili su neuspešni zbog teškoća u postizanju visokog odnosa snage i težine.	visokog	67.0	14.0	False	False
Rani pokušaji letenja na ljudski pogon bili su neuspešni zbog teškoća u postizanju visokog odnosa snage i težine.	odnosa	67.0	15.0	False	False
Rani pokušaji letenja na ljudski pogon bili su neuspešni zbog teškoća u postizanju visokog odnosa snage i težine.	snage	67.0	16.0	False	False
Istraživači se trenutno trude da uspostave jedinstvenu i konzistentniju nomenklaturu i da podstaknu njenu upotrebu.	uspostave	68.0	6.0	False	False
Istraživači se trenutno trude da uspostave jedinstvenu i konzistentniju nomenklaturu i da podstaknu njenu upotrebu.	nomenklaturu	68.0	10.0	False	False
Istraživači se trenutno trude da uspostave jedinstvenu i konzistentniju nomenklaturu i da podstaknu njenu upotrebu.	podstaknu	68.0	13.0	False	False
Vojvoda je stalno putovao po vojvodstvu dajući privilegije i prikupljajući prihode.	dajući	69.0	7.0	False	False
Vojvoda je stalno putovao po vojvodstvu dajući privilegije i prikupljajući prihode.	privilegije	69.0	8.0	False	False
Nestorov tekst detaljno je uredio iguman Silvester, koji je dodao svoje ime na kraj letopisa.	tekst	71.0	2.0	False	False
Nestorov tekst detaljno je uredio iguman Silvester, koji je dodao svoje ime na kraj letopisa.	kraj	71.0	15.0	False	False
Među žrtvama je bilo žena i dece.	žena	72.0	5.0	False	False
Fizičkim pregledom ponekad se može otkriti nizak krvni pritisak, ubrzani rad srca ili nizak nivo saturacije kiseonikom.	otkriti	73.0	6.0	False	False
Fizičkim pregledom ponekad se može otkriti nizak krvni pritisak, ubrzani rad srca ili nizak nivo saturacije kiseonikom.	nizak	73.0	7.0	True	False
Fizičkim pregledom ponekad se može otkriti nizak krvni pritisak, ubrzani rad srca ili nizak nivo saturacije kiseonikom.	nizak	73.0	15.0	True	False
Fizičkim pregledom ponekad se može otkriti nizak krvni pritisak, ubrzani rad srca ili nizak nivo saturacije kiseonikom.	nivo	73.0	16.0	False	False
Upala pluća je bila uobičajena bolest kroz čitavu ljudsku istoriju.	uobičajena	74.0	5.0	False	False
Upala pluća je bila uobičajena bolest kroz čitavu ljudsku istoriju.	bolest	74.0	6.0	True	False
Upala pluća je bila uobičajena bolest kroz čitavu ljudsku istoriju.	čitavu	74.0	8.0	False	False
Može doći do komplikacija, naročito kod starijih i kod osoba sa drugim zdravstvenim problemima.	doći	75.0	2.0	False	False
Može doći do komplikacija, naročito kod starijih i kod osoba sa drugim zdravstvenim problemima.	naročito	75.0	6.0	False	False
Može doći do komplikacija, naročito kod starijih i kod osoba sa drugim zdravstvenim problemima.	drugim	75.0	13.0	False	False
Lečenje u ovoj fazi samo ograničava dalji napredak bolesti, ali ima ograničen uticaj na štetu do koje je već došlo.	bolesti	77.0	9.0	False	False
Lečenje u ovoj fazi samo ograničava dalji napredak bolesti, ali ima ograničen uticaj na štetu do koje je već došlo.	ograničen	77.0	13.0	False	False
U razvijenom svetu ove infekcije se najčešće javljaju kod osoba koje se vraćaju s putovanja ili kod imigranata.	putovanja	78.0	15.0	False	False
Izbor antibiotika u početku najviše zavisi od osobina obolele osobe, poput godina, zdravstvenog stanja i mesta na kom se osoba zarazila.	se			False	False
Izbor antibiotika u početku najviše zavisi od osobina obolele osobe, poput godina, zdravstvenog stanja i mesta na kom se osoba zarazila.	osobina	79.0	8.0	False	False
Izbor antibiotika u početku najviše zavisi od osobina obolele osobe, poput godina, zdravstvenog stanja i mesta na kom se osoba zarazila.	godina	79.0	13.0	False	False
Studija je započeta 1932. godine, kada je sifilis predstavljao široko rasprostranjen problem i nije bilo sigurnog i efikasnog načina lečenja.	Studija	81.0	1.0	True	False
Studija je započeta 1932. godine, kada je sifilis predstavljao široko rasprostranjen problem i nije bilo sigurnog i efikasnog načina lečenja.	široko	81.0	11.0	False	False
Studija je započeta 1932. godine, kada je sifilis predstavljao široko rasprostranjen problem i nije bilo sigurnog i efikasnog načina lečenja.	problem	81.0	13.0	False	False
Studija je započeta 1932. godine, kada je sifilis predstavljao široko rasprostranjen problem i nije bilo sigurnog i efikasnog načina lečenja.	efikasnog	81.0	19.0	False	False
Ovi kriterijumi zasnovani su na ličnim svedočenjima pacijenata i prijavljenim abnormalnostima u ponašanju, praćenim kliničkom procenom stručnjaka za mentalno zdravlje.	ponašanju	82.0	13.0	False	False
Gas je teži od vazduha.	vazduha	83.0	5.0	False	False
Strateški položaj koji Ardeni imaju činio ih je tokom vekova poprištem evropskih sila.	položaj	84.0	2.0	False	False
Strateški položaj koji Ardeni imaju činio ih je tokom vekova poprištem evropskih sila.	činio	84.0	6.0	False	False
Strateški položaj koji Ardeni imaju činio ih je tokom vekova poprištem evropskih sila.	sila	84.0	13.0	False	False
Počeo je da predaje kompoziciju na Lenjingradskom konzervatorijumu, što je pružalo izvesnu finansijsku sigurnost, ali je ometalo njegov stvaralački rad.	Počeo	86.0	1.0	False	False
Počeo je da predaje kompoziciju na Lenjingradskom konzervatorijumu, što je pružalo izvesnu finansijsku sigurnost, ali je ometalo njegov stvaralački rad.	pružalo	86.0	12.0	False	False
Počeo je da predaje kompoziciju na Lenjingradskom konzervatorijumu, što je pružalo izvesnu finansijsku sigurnost, ali je ometalo njegov stvaralački rad.	izvesnu	86.0	13.0	False	False
Kada se Atlas vratio s jabukama, nije želeo da ponovo preuzme svu težinu sveta.	želeo	87.0	9.0	False	False
Kada se Atlas vratio s jabukama, nije želeo da ponovo preuzme svu težinu sveta.	preuzme	87.0	12.0	False	False
Pod vodom može ostati do 40 minuta.	vodom	89.0	2.0	False	False
Zimi je veoma hladno, a leti veoma toplo.	veoma	91.0	8.0	False	False
Tokom XIX veka stavovi prema gojaznosti su se na Zapadu promenili.	veka	93.0	3.0	False	False
Jun je šesti mesec u godini po gregorijanskom kalendaru, ima 30 dana.	dana	94.0	13.0	False	False
Testiranjem ne mogu da se utvrde razlike između akutne i hronične infekcije.	Testiranjem	95.0	1.0	False	False
Robot mora poštovati naređenja ljudskih bića, osim ako se ta naređenja ne kose s Prvim zakonom.	mora	96.0	2.0	False	False
Svim velikim stvarima dolazi kraj, pa je došlo vreme da se i ova završi.	velikim	97.0	2.0	False	False
Svim velikim stvarima dolazi kraj, pa je došlo vreme da se i ova završi.	stvarima	97.0	3.0	False	False
Voda je tada bila dovoljno duboka da su po njoj mogli da plove veći čamci.	dovoljno	99.0	5.0	False	False
Voda je tada bila dovoljno duboka da su po njoj mogli da plove veći čamci.	su	99.0	8.0	True	False
Bomba je eksplodirala, ali je Hitler preživeo.	eksplodirala	101.0	3.0	False	False
Aktivni ergovi ograničeni su na oblasti koje u proseku ne dobijaju više od 150 mm padavina godišnje.	ograničeni	102.0	3.0	False	False
Do infekcije dolazi pri konzumiranju hrane ili pića zagađenih jajašcima askarisa iz fekalija.	infekcije	103.0	2.0	False	False
Do infekcije dolazi pri konzumiranju hrane ili pića zagađenih jajašcima askarisa iz fekalija.	pića	103.0	8.0	False	True
Preko 230.000 nemačkih i italijanskih vojnika su postali ratni zarobljenici, uključujući i većinu Afričkog korpusa.	postali	104.0	8.0	False	False
Preko 230.000 nemačkih i italijanskih vojnika su postali ratni zarobljenici, uključujući i većinu Afričkog korpusa.	korpusa	104.0	16.0	True	False
U 15–20 % aktivnih slučajeva infekcija se širi van pluća, izazivajući druge vrste tuberkuloze.	slučajeva	106.0	7.0	False	False
U 15–20 % aktivnih slučajeva infekcija se širi van pluća, izazivajući druge vrste tuberkuloze.	izazivajući	106.0	14.0	False	False
U 15–20 % aktivnih slučajeva infekcija se širi van pluća, izazivajući druge vrste tuberkuloze.	druge	106.0	15.0	False	False
Dijagnoza se kod mladih zdravih žena može postaviti samo na osnovu simptoma.	žena	107.0	6.0	False	False
Dijagnoza bolesti obično se može postaviti na osnovu znakova i simptoma.	bolesti	108.0	2.0	False	False
Dijagnoza bolesti obično se može postaviti na osnovu znakova i simptoma.	obično	108.0	3.0	False	False
Međutim, onima koji boluju od drugih bolesti, starijim osobama ili onima koji imaju veće disajne probleme može biti potrebno ozbiljnije lečenje.	drugih	109.0	7.0	False	False
Međutim, onima koji boluju od drugih bolesti, starijim osobama ili onima koji imaju veće disajne probleme može biti potrebno ozbiljnije lečenje.	bolesti	109.0	8.0	False	False
Međutim, onima koji boluju od drugih bolesti, starijim osobama ili onima koji imaju veće disajne probleme može biti potrebno ozbiljnije lečenje.	veće	109.0	16.0	False	False
Međutim, onima koji boluju od drugih bolesti, starijim osobama ili onima koji imaju veće disajne probleme može biti potrebno ozbiljnije lečenje.	probleme	109.0	18.0	False	False
Verujemo da će ljudi biti kažnjeni za sopstvene grehe, a ne za Adamov prestup ...	Verujemo	110.0	1.0	False	False
Godišnje ga poseti oko 100.000 turista.	Godišnje	112.0	1.0	False	False
Čin oduzimanja sopstvenog života za dobrobit drugih poznat je kao altruističko samoubistvo.	poznat	113.0	8.0	False	False
Tri boje pruga bi trebalo da simbolizuju solidarnost, mir, spokoj, zatim hrabrost i odlučnost.	boje	114.0	2.0	True	False
Tri boje pruga bi trebalo da simbolizuju solidarnost, mir, spokoj, zatim hrabrost i odlučnost.	spokoj	114.0	12.0	True	False
Iako Brunelovi projekti nisu uvek bili uspešni, često su sadržali inovativna rešenja za dugogodišnje inženjerske probleme.	sadržali	115.0	11.0	False	False
Iako Brunelovi projekti nisu uvek bili uspešni, često su sadržali inovativna rešenja za dugogodišnje inženjerske probleme.	rešenja	115.0	13.0	False	False
Ovi simptomi mogu varirati od blagih do teških i kod zdravih žena traju u proseku šest dana.	blagih	116.0	6.0	False	False
Ovi simptomi mogu varirati od blagih do teških i kod zdravih žena traju u proseku šest dana.	teških	116.0	8.0	False	False
Ovi simptomi mogu varirati od blagih do teških i kod zdravih žena traju u proseku šest dana.	dana	116.0	17.0	False	False
Proizvod se naziva 3D modelom.	modelom	118.0	5.0	False	False
Karl Marks i Fridrih Engels objavili su Komunistički manifest.	objavili	119.0	6.0	False	False
Karl Marks i Fridrih Engels objavili su Komunistički manifest.	manifest	119.0	9.0	False	False
Odakle potiču podaci sa Portala otvorenih podataka EU?	otvorenih	120.0	6.0	False	False
Aceton i fenol koriste se kao sirovine za sintezu mnogih različitih supstanci.	koriste	121.0	4.0	True	False
Aceton i fenol koriste se kao sirovine za sintezu mnogih različitih supstanci.	kao	121.0	6.0	False	False
Aceton i fenol koriste se kao sirovine za sintezu mnogih različitih supstanci.	različitih	121.0	11.0	False	False
Francuski hemičar Antoan Loran Lavoazje kasnije je tvrdio da je nezavisno otkrio tu novu supstancu.	otkrio	122.0	12.0	False	False
Francuski hemičar Antoan Loran Lavoazje kasnije je tvrdio da je nezavisno otkrio tu novu supstancu.	supstancu	122.0	15.0	True	False
Nastanak MTV-a je napravio revoluciju u muzičkoj industriji.	Nastanak	123.0	1.0	False	False
Kralj je promarširao kroz Edvinove zemlje i sagradio zamak u Vorviku.	zemlje	124.0	6.0	False	False
Kralj je promarširao kroz Edvinove zemlje i sagradio zamak u Vorviku.	sagradio	124.0	8.0	False	False
Originalna licenca BSD je korišćena za istoimeni BSD (Berkeley Software Distribution) operativni sistem, sličan Unix-u.	licenca	125.0	2.0	True	False
Originalna licenca BSD je korišćena za istoimeni BSD (Berkeley Software Distribution) operativni sistem, sličan Unix-u.	korišćena	125.0	5.0	False	False
Originalna licenca BSD je korišćena za istoimeni BSD (Berkeley Software Distribution) operativni sistem, sličan Unix-u.	istoimeni	125.0	7.0	False	False
Originalna licenca BSD je korišćena za istoimeni BSD (Berkeley Software Distribution) operativni sistem, sličan Unix-u.	sličan	125.0	17.0	False	False
Tokom potrage za argonom Remzi je uspeo da prvi put izoluje i helijum dok je zagrevao mineral kleveit.	prvi	126.0	9.0	False	False
Rasel je počeo da izdaje mesečni verski časopis Sionska stražarska kula, kao i Vesnik Hristovog prisustva.	kula	127.0	11.0	True	False
Rasel je počeo da izdaje mesečni verski časopis Sionska stražarska kula, kao i Vesnik Hristovog prisustva.	prisustva	127.0	17.0	False	False
Njegov otac Edi Rašbaum svirao je trubu.	svirao	128.0	5.0	False	False
Druge vremenske jedinice–minut, sat i dan, prihvaćene su za korišćenje u modernom metričkom sistemu, ali nisu njegov deo.	dan	129.0	9.0	False	False
Druge vremenske jedinice–minut, sat i dan, prihvaćene su za korišćenje u modernom metričkom sistemu, ali nisu njegov deo.	prihvaćene	129.0	11.0	False	False
Mnogi oksidi prelaznih metala su nestehiometrijska jedinjenja, s nešto manje metala nego što bi to pokazala hemijska formula.	nešto	130.0	10.0	False	False
Mnogi oksidi prelaznih metala su nestehiometrijska jedinjenja, s nešto manje metala nego što bi to pokazala hemijska formula.	pokazala	130.0	17.0	False	False
Shodno tome, sva prethodna ovlašćenja predsednika Rajha preneta su na firera i kancelara Rajha Adolfa Hitlera.	predsednika	132.0	7.0	True	False
Shodno tome, sva prethodna ovlašćenja predsednika Rajha preneta su na firera i kancelara Rajha Adolfa Hitlera.	preneta	132.0	9.0	False	False
Poslao je Džeksona u još jedan bočni marš u pokušaju da ubaci svoju vojsku između Poupa i Vašingtona.	Poslao	133.0	1.0	False	False
Poslao je Džeksona u još jedan bočni marš u pokušaju da ubaci svoju vojsku između Poupa i Vašingtona.	ubaci	133.0	12.0	False	False
Kao i kod zatvorenikove dileme, svi će gore proći ako igraju na jedinstveni ekvilibrijum nego što bi prošli da su kolektivno sledili drugu strategiju.	proći	134.0	10.0	False	False
Kao i kod zatvorenikove dileme, svi će gore proći ako igraju na jedinstveni ekvilibrijum nego što bi prošli da su kolektivno sledili drugu strategiju.	igraju	134.0	12.0	False	False
Kao i kod zatvorenikove dileme, svi će gore proći ako igraju na jedinstveni ekvilibrijum nego što bi prošli da su kolektivno sledili drugu strategiju.	jedinstveni	134.0	14.0	False	False
Kao i kod zatvorenikove dileme, svi će gore proći ako igraju na jedinstveni ekvilibrijum nego što bi prošli da su kolektivno sledili drugu strategiju.	prošli	134.0	19.0	False	False
Kao i kod zatvorenikove dileme, svi će gore proći ako igraju na jedinstveni ekvilibrijum nego što bi prošli da su kolektivno sledili drugu strategiju.	sledili	134.0	23.0	False	False
Godine 944. Edmund je uspeo da ponovo osvoji Nortambriju.	Godine	135.0	1.0	False	False
Godine 944. Edmund je uspeo da ponovo osvoji Nortambriju.	osvoji	135.0	8.0	False	False
Vilijamove zemlje su podeljene nakon njegove smrti: Normandija je pripala njegovom najstarijem sinu Robertu Kertozu, a njegov drugi preživeli sin Vilijam Rufus dobio je Englesku.	smrti	136.0	7.0	False	False
Vilijamove zemlje su podeljene nakon njegove smrti: Normandija je pripala njegovom najstarijem sinu Robertu Kertozu, a njegov drugi preživeli sin Vilijam Rufus dobio je Englesku.	pripala	136.0	11.0	False	False
Vilijamove zemlje su podeljene nakon njegove smrti: Normandija je pripala njegovom najstarijem sinu Robertu Kertozu, a njegov drugi preživeli sin Vilijam Rufus dobio je Englesku.	najstarijem	136.0	13.0	False	False
Vilijamove zemlje su podeljene nakon njegove smrti: Normandija je pripala njegovom najstarijem sinu Robertu Kertozu, a njegov drugi preživeli sin Vilijam Rufus dobio je Englesku.	drugi	136.0	20.0	False	False
Vilijamove zemlje su podeljene nakon njegove smrti: Normandija je pripala njegovom najstarijem sinu Robertu Kertozu, a njegov drugi preživeli sin Vilijam Rufus dobio je Englesku.	dobio	136.0	25.0	False	False
Grad je odolevao 18 dana i nakon što mu je pao u ruke Vilijam je sagradio zamak kako bi osigurao svoju kontrolu.	dana	137.0	5.0	False	False
Grad je odolevao 18 dana i nakon što mu je pao u ruke Vilijam je sagradio zamak kako bi osigurao svoju kontrolu.	sagradio	137.0	16.0	False	False
Grad je odolevao 18 dana i nakon što mu je pao u ruke Vilijam je sagradio zamak kako bi osigurao svoju kontrolu.	kontrolu	137.0	22.0	False	False
Objavio je nekoliko kataloga muzejskih zbirki koji su sadržavali opsežne rasprave o životinjskim grupama, kao i opise novih vrsta.	Objavio	138.0	1.0	False	False
