#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
1-14	68-73	mladi	A	ADJ	_	_	mlad	_	_	_	ENG30-01674464-a	2	ENG30-00818008-a;ENG30-01674464-a	Značenje 'koristi se za ljude i živa bića, koji su u ranom stadijumu života ili razvoja i rasta' se najpreciznije koristi u datom kontekstu jer se opisuje fudbaler koji je u mladalačkom dobu, u ranom stadijumu svoje karijere.	
1-15	74-82	fudbaler	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	U datom kontekstu, reč 'fudbaler' se odnosi na sportistu koji igra fudbal, što je u skladu sa tradicionalnim značenjem te reči.	
1-16	83-85	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	
1-17	86-91	svake	PRO	DET	_	_	svaki	_	_	_	_	_	_	_	
1-18	92-98	zemlje	N	NOUN	_	_	zemlja	_	_	_	ENG30-08493064-n	9	ENG30-08493064-n;ENG30-08544813-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	U ovom kontekstu, reč 'zemlja' se odnosi na geografsko područje pod jurisdikcijom suverene države, gde svaka država predstavlja jednu odvojenu zemlju.	
1-19	99-106	izabran	V	VERB	_	_	izabrati	_	_	_	ENG30-00676864-v	5	ENG30-00676450-v;ENG30-00676864-v;ENG30-00679937-v;ENG30-00790308-v;ENG30-01078050-v	U ovom kontekstu, reč 'izabrati' se koristi u značenju 'napraviti izbor', jer se mladi fudbaleri biraju kao predstavnici svake zemlje.	
1-20	107-109	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
1-21	110-113	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	
1-22	114-118	njen	PRO	DET	_	_	njen	_	_	_	_	_	_	_	
1-23	119-130	predstavnik	N	NOUN	_	_	predstavnik	_	_	_	ENG30-10005721-n	3	ENG30-05820620-n;ENG30-10005721-n;ENG30-10522035-n	U ovom kontekstu, reč 'predstavnik' se odnosi na mladog fudbalera koji je izabran da zastupa svoju zemlju u programu, tj. da deluje u ime druge zemlje.	
1-24	130-131	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Krup pogađa oko 15 % dece i obično se javlja između 6 meseci i 5–6 godina.
2-1	131-135	Krup	N	NOUN	_	_	krup	_	_	_	ENG30-14174011-n	2	ENG30-14174011-n;ENG30-14349311-n	Značenje 'bolest odojčadi i male dece; jak kašalj i promuklost i groznica i otežano disanje' se najpreciznije koristi u datom kontekstu jer se opisuje medicinski termin koji se odnosi na bolest koja pogađa decu u određenom uzrastu.	
2-2	136-142	pogađa	V	VERB	_	_	pogađati	_	_	_	DRJ0-212537/0	1	DRJ0-212537/0	U datom kontekstu, reč 'pogađa' se koristi u značenju da nešto utiče na decu, odnosno da ih zahvata ili pogađa. U ovom slučaju, reč 'pogađa' se odnosi na pojavu krup kod dece.	
2-3	143-146	oko	ADV	ADV	_	_	oko	_	_	_	ENG30-00007015-b	1	ENG30-00007015-b	U ovom kontekstu, reč 'oko' se koristi u značenju 'oko' kao približna količina ili procenat, što se poklapa sa ponuđenim značenjem.	
2-4	147-149	15	NUM	NUM	_	_	15	_	_	_	_	_	_	_	
2-5	150-151	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	
2-6	152-156	dece	N	NOUN	_	_	deca	_	_	_	DRS0-457358/0.0	2	DRS0-457358/0.0;DRS0-457359/0.0	Ovo značenje se najpreciznije koristi u datom kontekstu jer se odnosi na ljude u ranom uzrastu života, što se poklapa sa kontekstom rečenice koja govori o krupu koji pogađa oko 15% dece.	
2-7	157-158	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
2-8	159-165	obično	ADV	ADV	_	_	obično	_	_	_	ENG30-00155621-b	3	ENG30-00041954-b;ENG30-00106921-b;ENG30-00155621-b	Značenje 'obično; po pravilu' se najpreciznije koristi u datom kontekstu jer se opisuje uobičajeni raspored javljanja krup-a kod dece.	
2-9	166-168	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	Značenje 'pojaviti se, nastati' se najpreciznije koristi u datom kontekstu jer se opisuje pojava krupne bolesti kod dece.[2001]	
2-10	169-175	javlja	V	VERB	_	_	javljati	1	javljati se	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	Značenje 'pojaviti se, nastati' se najpreciznije koristi u datom kontekstu jer se opisuje pojava krupne bolesti kod dece.[2001]	
2-11	176-182	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
2-12	183-184	6	NUM	NUM	_	_	6	_	_	_	_	_	_	_	
2-13	185-191	meseci	N	NOUN	_	_	mesec	_	_	_	ENG30-15206296-n	6	ENG30-09358226-n;ENG30-09358550-n;ENG30-11484975-n;ENG30-15206296-n;ENG30-15207872-n;ENG30-15209413-n	U datom kontekstu, reč 'mesec' se odnosi na vremensku jedinicu od 30 dana, što se poklapa sa periodom između 6 meseci i 5-6 godina.	
2-14	192-193	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
2-15	194-195	5	NUM	NUM	_	_	5	_	_	_	_	_	_	_	
2-16	195-196	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	
2-17	196-197	6	NUM	NUM	_	_	6	_	_	_	_	_	_	_	
2-18	198-204	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U datom kontekstu, reč 'godina' se odnosi na vremenski period od 365 (ili 366) dana, što je u skladu sa navođenjem starosnog raspona dece u rečenici.	
2-19	204-205	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Poznati fudbaleri, među kojima i srpski defanzivac Branislav Ivanović i holandski napadač Dirk Kojt, učestvovali su u raznim događajima širom sveta.
3-1	205-212	Poznati	A	ADJ	_	_	poznat	_	_	_	ENG30-01375831-a	3	ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	U ovom kontekstu, reč 'poznati' se odnosi na fudbalere koji su opšte prihvaćeni i uvaženi u svetu fudbala, poput Branislava Ivanovića i Dirka Kojta.	
3-2	213-222	fudbaleri	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	U datom kontekstu, reč 'fudbaler' se odnosi na sportistu koji igra fudbal, što je u skladu sa drugim delom rečenice gde se pominju fudbaleri poput Branislava Ivanovića i Dirka Kojta.	
3-3	222-223	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
3-4	224-228	među	PREP	ADP	_	_	među	_	_	_	_	_	_	_	
3-5	229-235	kojima	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
3-6	236-237	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
3-7	238-244	srpski	A	ADJ	http://www.wikidata.org/entity/Q9299	DEMO	srpski	_	_	_	ENG30-02963942-a	1	ENG30-02963942-a	Reč 'srpski' se ovde odnosi na defanzivca Branislava Ivanovića kao osobu poreklom iz Srbije, što se poklapa sa značenjem koje se odnosi na ljude ili kulturu regiona Srbije.	
3-8	245-255	defanzivac	N	NOUN	*	ROLE	defanzivac	_	_	_	DRJ0-236221/0	1	DRJ0-236221/0	U datom kontekstu, reč 'defanzivac' se odnosi na fudbalera koji igra na poziciji u odbrani, što se poklapa sa značenjem 'sportista koji igra izrazito defanzivno'.	
3-9	256-265	Branislav	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Branislav	_	_	_	_	_	_	_	
3-10	266-274	Ivanović	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Ivanović	_	_	_	_	_	_	_	
3-11	275-276	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
3-12	277-286	holandski	A	ADJ	*	DEMO	holandski	_	_	_	ENG30-02960686-a	1	ENG30-02960686-a	Reč 'holandski' se ovde odnosi na nacionalnost ili poreklo napadača Dirk Kojta, koji potiče iz Holandije.	
3-13	287-294	napadač	N	NOUN	http://www.wikidata.org/entity/Q280658	ROLE	napadač	_	_	_	ENG30-10663996-n	2	ENG30-00726567-n;ENG30-10663996-n	U datom kontekstu, reč 'napadač' se odnosi na poziciju fudbalera koji je specijalizovan za postizanje golova i igra u ofanzivnom delu tima, što se poklapa sa značenjem koje se odnosi na napadača u fudbalskom timu.	
3-14	295-299	Dirk	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Dirk	_	_	_	_	_	_	_	
3-15	300-304	Kojt	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Kojt	_	_	_	_	_	_	_	
3-16	304-305	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
3-17	306-317	učestvovali	V	VERB	_	_	učestvovati	_	_	_	ENG30-02375131-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	U ovom kontekstu, reč 'učestvovati' se koristi u značenju izvršiti aktivnost ili uzeti učešće, što se odnosi na fudbalere koji su bili uključeni u razne događaje širom sveta.	
3-18	318-320	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
3-19	321-322	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
3-20	323-329	raznim	A	ADJ	_	_	razni	_	_	_	DRJ0-221334/1а	3	DRJ0-221334/1а.;DRJ0-221334/1б.;DRJ0-221334/2	U ovom kontekstu, reč 'raznim' se odnosi na neodređen broj fudbalera koji su učestvovali u događajima širom sveta, što odgovara značenju 'kad se nešto javlja u neodređenom broju'.	
3-21	330-340	događajima	N	NOUN	_	_	događaj	_	_	_	ENG30-00029378-n	5	ENG30-00029378-n;ENG30-07283608-n;ENG30-07307477-n;ENG30-07447261-n;ENG30-11453860-n	U ovom kontekstu, reč 'događaj' se koristi u značenju nečega što se desi u datom trenutku i na datom mestu, što se poklapa sa aktivnostima u kojima su učestvovali fudbaleri širom sveta.	
3-22	341-346	širom	PREP	ADP	_	_	širom	_	_	_	_	_	_	_	
3-23	347-352	sveta	N	NOUN	_	_	svet	_	_	_	ENG30-09466280-n	5	ENG30-05809878-n;ENG30-07947255-n;ENG30-07965937-n;ENG30-09466280-n;ENG30-09480809-n	U ovom kontekstu, reč 'svet' se odnosi na sve što postoji negde, što obuhvata razne lokacije širom sveta gde su fudbaleri učestvovali u događajima.	
3-24	352-353	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Više od 7000 ljudi otišlo je na premijeru filma u Damasku.
4-1	353-357	Više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U ovom kontekstu, reč 'više' se koristi kao komparativni pridev koji označava veći broj ljudi koji su otišli na premijeru filma u Damasku u poređenju sa nekim drugim brojem. Druga značenja ne odgovaraju ovom kontekstu.	
4-2	358-360	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
4-3	361-365	7000	NUM	NUM	_	_	7000	_	_	_	_	_	_	_	
4-4	366-371	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-07942152-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	Ovde se koristi značenje 'bilo koja grupa ljudskih bića, muškaraca, žena ili dece, zajedno', jer se opisuje veliki broj ljudi koji su otišli na premijeru filma.	
4-5	372-378	otišlo	V	VERB	_	_	otići	_	_	_	ENG30-02008396-v	6	ENG30-01848718-v;ENG30-02008396-v;ENG30-02009433-v;ENG30-02383440-v;ENG30-02653862-v;ENG30-02661252-v	Ovo značenje se najpreciznije koristi u datom kontekstu jer se odnosi na odlazak sa određenog mesta, što je slučaj sa ljudima koji su otišli na premijeru filma u Damasku.	
4-6	379-381	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
4-7	382-384	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
4-8	385-394	premijeru	N	NOUN	_	_	premijera	_	_	_	ENG30-06893285-n	1	ENG30-06893285-n	U datom kontekstu, reč 'premijera' se odnosi na prvo javno izvođenje filma u Damasku, što se poklapa sa ponuđenim značenjem.	
4-9	395-400	filma	N	NOUN	_	_	film	_	_	_	ENG30-06613686-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	Ovo značenje se najpreciznije koristi u datom kontekstu jer se pominje premijera filma u Damasku, što implicira da je reč o obliku zabave koji predstavlja priču nizom slika koje stvaraju iluziju kontinuiranog kretanja.	
4-10	401-402	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
4-11	403-410	Damasku	N	PROPN	http://www.wikidata.org/entity/Q3766	LOC	Damask	_	_	_	_	_	_	_	
4-12	410-411	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Kulminacija je bila ceremonija dodele Kupa devet vrednosti (Nine Values Cup), koji je osvojio fudbalski klub Barselona.
5-1	411-422	Kulminacija	N	NOUN	_	_	kulminacija	_	_	_	ENG30-15291199-n	3	ENG30-06373747-n;ENG30-13940456-n;ENG30-15291199-n	Ovde se koristi značenje 'završna klimaktička faza', jer se opisuje ceremonija dodele nagrade kao vrhunac ili krajnji deo događaja.	
5-2	423-425	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-3	426-430	bila	V	AUX	_	_	biti	_	_	_	_	_	_	_	
5-4	431-441	ceremonija	N	NOUN	_	_	ceremonija	_	_	_	ENG30-07450842-n	3	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	Ovo značenje se najbolje uklapa u kontekst jer se opisuje formalan događaj dodele Kupa devet vrednosti fudbalskom klubu Barselona.	
5-5	442-448	dodele	N	NOUN	_	_	dodela	_	_	_	NEW_SENSE	1	ENG30-00164579-n	Nijedno ponuđeno značenje ne odgovara kontekstu rečenice. U ovom slučaju, 'dodela' se odnosi na svečani čin predaje ili uručivanja nagrade, što nije obuhvaćeno ponuđenim značenjem.	
5-6	449-453	Kupa	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	kup	_	_	_	NEW_SENSE	1	ENG30-01859325-n	Nijedno ponuđeno značenje ne odgovara kontekstu. U ovom slučaju, 'kup' se odnosi na sportsko takmičenje ili nagradu koja se dodeljuje pobedniku, kao što je u ovom slučaju Kup devet vrednosti koji je osvojila Barselona.	
5-7	454-459	devet	NUM	NUM	http://www.wikidata.org/entity/*[3]	WORK[3]	devet	_	_	_	_	_	_	_	
5-8	460-469	vrednosti	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	vrednost	_	_	_	ENG30-05138208-n	5	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-13764342-n	Ovde se koristi značenje koje se odnosi na kvalitet koji čini nešto poželjnim ili vrednim, jer se opisuje dodela Kupa devet vrednosti, što implicira da su te vrednosti poželjne i cenjene.	
5-9	470-471	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
5-10	471-475	Nine	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Nine	_	_	_	_	_	_	_	
5-11	476-482	Values	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Values	_	_	_	_	_	_	_	
5-12	483-486	Cup	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	cup	_	_	_	_	_	_	_	
5-13	486-487	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
5-14	487-488	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
5-15	489-493	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
5-16	494-496	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-17	497-504	osvojio	V	VERB	_	_	osvojiti	_	_	_	ENG30-01114303-v	2	ENG30-01114303-v;ENG30-02272549-v	U datom kontekstu, reč 'osvojio' se odnosi na to da je fudbalski klub Barselona pobedio i stekao Kup devet vrednosti, što je u skladu sa značenjem 'savladati osvajanjem'.	
5-18	505-514	fudbalski	A	ADJ	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	fudbalski	_	_	_	_	_	_	_	
5-19	515-519	klub	N	NOUN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	klub	_	_	_	_	_	_	_	
5-20	520-529	Barselona	N	PROPN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	Barselona	_	_	_	_	_	_	_	
5-21	529-530	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=U junu 2014, kao vođa pokreta, posetio je deveti međunarodni omladinski fudbalski turnir organizovan u znak sećanja na Jurija Andrejeviča Morozova.
6-1	530-531	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
6-2	532-536	junu	N	NOUN	_	_	jun	_	_	_	ENG30-15211806-n	1	ENG30-15211806-n	Reč 'jun' se ovde koristi u kontekstu kalendarskog meseca, što se poklapa sa ponuđenim značenjem.	
6-3	537-541	2014	A	ADJ	_	_	2014	_	_	_	NEW_SENSE	0	_	_	
6-4	541-542	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
6-5	543-546	kao	ADV	ADV	_	_	kao	_	_	_	DRJ0-194033/2а	5	DRJ0-194033/1а.;DRJ0-194033/1б.;DRJ0-194033/2а.;DRJ0-194033/2б.;DRJ0-194033/2в.	Značenje 'ističe približnost: izgleda, reklo bi se' se najpreciznije koristi u datom kontekstu jer se koristi da označi da je osoba posetila fudbalski turnir u svojstvu vođe pokreta, što sugeriše da je to izgledalo ili bilo predstavljeno na taj način.	
6-6	547-551	vođa	N	NOUN	_	_	vođa	_	_	_	ENG30-09623038-n	1	ENG30-09623038-n	U datom kontekstu, reč 'vođa' se odnosi na osobu koja upravlja ili inspiriše druge, što se poklapa sa ulogom osobe koja je posetila fudbalski turnir kao lider pokreta.	
6-7	552-559	pokreta	N	NOUN	_	_	pokret	_	_	_	ENG30-08464601-n	6	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	Ovde se koristi značenje 'grupa ljudi koji imaju zajedničku ideologiju i koji zajedno pokušavaju da ostvare određene opšte ciljeve', jer se u kontekstu pominje vođa pokreta koji je posetio fudbalski turnir, što implicira da se radi o organizovanoj grupi ljudi sa zajedničkim ciljevima.	
6-8	559-560	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
6-9	561-568	posetio	V	VERB	_	_	posetiti	_	_	_	ENG30-01844048-v	3	ENG30-01843689-v;ENG30-01844048-v;ENG30-02487573-v	Ovo značenje se najpreciznije koristi u datom kontekstu jer se govori o poseti vođe pokreta međunarodnom fudbalskom turniru u zvaničnom ili službenom kapacitetu.	
6-10	569-571	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
6-11	572-578	deveti	A	ADJ	_	_	deveti	_	_	_	ENG30-02203249-a	1	ENG30-02203249-a	Reč 'deveti' se ovde koristi u numeričkom smislu, označavajući redni broj međunarodnog omladinskog fudbalskog turnira. Ovo značenje se odnosi na poziciju koja dolazi odmah posle osmog i pre desetog mesta.	
6-12	579-590	međunarodni	A	ADJ	_	_	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	U datom kontekstu, reč 'međunarodni' se odnosi na fudbalski turnir koji uključuje učešće timova iz više nacija ili država, što odgovara značenju 'koji se tiče ili pripada bar dvema nacijama ili državama'.	
6-13	591-601	omladinski	A	ADJ	_	_	omladinski	_	_	_	BILI-00000996	1	BILI-00000996	Reč 'omladinski' u ovom kontekstu označava fudbalski turnir namenjen mladim osobama, odnosno omladincima i omladinkama.	
6-14	602-611	fudbalski	A	ADJ	_	_	fudbalski	_	_	_	DRJ0-187395/0	1	DRJ0-187395/0	U datom kontekstu, reč 'fudbalski' se odnosi na turnir koji je vezan za fudbal, što se poklapa sa značenjem koje se odnosi na fudbal.	
6-15	612-618	turnir	N	NOUN	_	_	turnir	_	_	_	ENG30-07464725-n	1	ENG30-07464725-n	U datom kontekstu, reč 'turnir' se odnosi na sportsko nadmetanje u kojem takmičari igraju niz utakmica da odluče pobednika, što se poklapa sa organizacijom međunarodnog omladinskog fudbalskog turnira.	
6-16	619-630	organizovan	V	VERB	_	_	organizovati	_	_	_	ENG30-01651444-v	5	ENG30-00404642-v;ENG30-00710005-v;ENG30-01651444-v;ENG30-02432530-v;ENG30-02448185-v	Ovde se koristi značenje 'organizovati sistematskim planiranjem i ujedinjenim naporom' jer se opisuje kako je fudbalski turnir bio organizovan kao deo planiranja i koordinacije aktivnosti.	
6-17	631-632	u	PREP	ADP	_	_	u	1[730]	u znak[730]	AdpID[730]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	U ovom kontekstu, izraz 'u znak' se koristi kao simbol ili izraz sećanja na Jurija Andrejeviča Morozova, što označava da je fudbalski turnir organizovan kao počast njemu.[2002]	
6-18	633-637	znak	N	NOUN	_	_	znak	1[730]	u znak[730]	AdpID[730]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	U ovom kontekstu, izraz 'u znak' se koristi kao simbol ili izraz sećanja na Jurija Andrejeviča Morozova, što označava da je fudbalski turnir organizovan kao počast njemu.[2002]	
6-19	638-645	sećanja	N	NOUN	_	_	sećanje	_	_	_	ENG30-05761559-n	3	ENG30-05761559-n;ENG30-05935060-n;ENG30-05935292-n	Ovde se koristi značenje 'proces kada se čovek čega priseća', jer se opisuje da je turnir organizovan u znak sećanja na Jurija Andrejeviča Morozova, što implicira da se ljudi prisećaju ili sećaju njegovog života i dela.	
6-20	646-648	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
6-21	649-655	Jurija	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Jurij	_	_	_	_	_	_	_	
6-22	656-667	Andrejeviča	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Andrejevič	_	_	_	_	_	_	_	
6-23	668-676	Morozova	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Morozov	_	_	_	_	_	_	_	
6-24	676-677	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Dan fudbala i prijateljstva (Day of Football and Friendship) obeležen je u Nižnjem Novgorodu i Kazanju.
7-1	677-680	Dan	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	dan	_	_	_	ENG30-15123115-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	Ovde se reč 'dan' koristi u značenju neke tačke u vremenu ili vremenskog perioda, u kontekstu obeležavanja manifestacije 'Dan fudbala i prijateljstva'.	
7-2	681-688	fudbala	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	fudbal	_	_	_	ENG30-00468480-n	2	ENG30-00468480-n;ENG30-00478262-n	Ovde se koristi opšte značenje 'fudbal' kao sporta koji se igra loptom, a ne specifično kao fudbalska utakmica sa 11 igrača.	
7-3	689-690	i	CONJ	CCONJ	http://www.wikidata.org/entity/*[7]	EVENT[7]	i	_	_	_	_	_	_	_	
