#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=On obično igra na poziciji levog krila ili levog beka.
154-8	349-356	sastaju	V	VERB	_	_	sastajati	1	sastajati se	IRV	CVMWE-0393[3503]	4[3503]	CVMWE-0393;ENG30-01079480-v;ENG30-02023107-v;ENG30-02486232-v[3503]	U datom kontekstu, 'sastajati se' znači okupljati se na ugovorenom mestu radi održavanja sastanka (plenarne sednice), što odgovara značenju 'skupiti se, sabrati na ugovorenom mestu radi održavanja nekog sastanka'.[3503]	
154-9	357-359	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0393[3503]	4[3503]	CVMWE-0393;ENG30-01079480-v;ENG30-02023107-v;ENG30-02486232-v[3503]	U datom kontekstu, 'sastajati se' znači okupljati se na ugovorenom mestu radi održavanja sastanka (plenarne sednice), što odgovara značenju 'skupiti se, sabrati na ugovorenom mestu radi održavanja nekog sastanka'.[3503]	
154-10	360-362	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
154-11	363-372	plenarnoj	A	ADJ	_	_	plenaran	3[810]	plenarna sednica[810]	NID[810]	CVMWE-0290[3504]	1[3504]	CVMWE-0290[3504]	Plenarna sednica se odnosi na sednicu na kojoj su prisutni svi članovi odbora, što odgovara definiciji.[3504]	
154-12	373-380	sednici	N	NOUN	_	_	sednica	3[810]	plenarna sednica[810]	NID[810]	CVMWE-0290[3504]	1[3504]	CVMWE-0290[3504]	Plenarna sednica se odnosi na sednicu na kojoj su prisutni svi članovi odbora, što odgovara definiciji.[3504]	
154-13	381-382	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
154-14	383-390	Briselu	N	PROPN	http://www.wikidata.org/entity/Q239	LOC	Brisel	_	_	_	_	_	_	_	
154-15	391-395	šest	NUM	NUM	_	_	šest	_	_	_	_	_	_	_	
154-16	396-400	puta	PAR	PART	_	_	puta	_	_	_	_	_	_	_	
154-17	401-409	godišnje	ADV	ADV	_	_	godišnje	_	_	_	ENG30-00081737-b	2	ENG30-00081737-b;ENG30-00250570-b	U datom kontekstu, 'godišnje' znači da se sastanci održavaju šest puta u toku svake godine, odnosno bez propuštanja godine.	
154-18	410-414	kako	CONJ	SCONJ	_	_	kako	_	_	_	_	_	_	_	
154-19	415-417	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	
154-20	418-424	vodili	V	VERB	_	_	voditi	2	voditi raspravu	LVC.full	CVMWE-0493[3505]	1[3505]	CVMWE-0493[3505]	U navedenom kontekstu, 'voditi raspravu' znači upravo raspravljati o određenim pitanjima i temama, što je u skladu sa značenjem CVMWE-0493.[3505]	
154-21	425-433	raspravu	N	NOUN	_	_	rasprava	2	*	LVC.full	CVMWE-0493[3505]	1[3505]	CVMWE-0493[3505]	U navedenom kontekstu, 'voditi raspravu' znači upravo raspravljati o određenim pitanjima i temama, što je u skladu sa značenjem CVMWE-0493.[3505]	
154-22	434-435	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
154-23	436-444	usvajali	V	VERB	_	_	usvajati	_	_	_	ENG30-00602112-v	2	ENG30-00602112-v;ENG30-02379528-v	U kontekstu rečenice, 'usvajati' se odnosi na prihvatanje i odobravanje stavova, izveštaja i rezolucija, što odgovara značenju 'usvojiti'.	
154-24	445-452	stavove	N	NOUN	_	_	stav	_	_	_	ENG30-06782019-n	5	ENG30-05079866-n;ENG30-06193203-n;ENG30-06399995-n;ENG30-06782019-n;ENG30-07046339-n	U kontekstu rečenice, 'stavovi' se odnose na izražavanje uverenja ili mišljenja o nečemu, što je u skladu sa značenjem 'poruka koja izražava uverenje o nečemu'.	
154-25	452-453	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
154-26	454-463	izveštaje	N	NOUN	_	_	izveštaj	_	_	_	ENG30-07218470-n	5	ENG30-06508112-n;ENG30-06681551-n;ENG30-07217924-n;ENG30-07218470-n;ENG30-07220300-n	U kontekstu sednice odbora, 'izveštaji' se odnose na pismene dokumente koji opisuju nalaze ili zaključke o određenim pitanjima o kojima se raspravlja.	
154-27	464-465	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
154-28	466-476	rezolucije	N	NOUN	_	_	rezolucija	_	_	_	ENG30-06511874-n	4	ENG30-00153809-n;ENG30-05789089-n;ENG30-06511874-n;ENG30-11505952-n	U kontekstu sastanka Evropskog odbora regija, 'rezolucije' se odnose na formalne izraze ili odluke koje se usvajaju glasanjem, što je u skladu sa značenjem ID-a ENG30-06511874-n.	
154-29	476-477	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Narukvica ima dve niti, plavu i zelenu, i može je nositi svako ko se poistovećuje sa vrednostima ovog programa.
155-1	477-486	Narukvica	N	NOUN	_	_	narukvica	_	_	_	ENG30-02887970-n	1	ENG30-02887970-n	Rečenica opisuje narukvicu kao predmet koji se nosi, što odgovara definiciji nakita koji se nosi oko zgloba.	
155-2	487-490	ima	V	VERB	_	_	imati	_	_	_	ENG30-02629535-v	10	ENG30-00065370-v;ENG30-00121046-v;ENG30-01426397-v;ENG30-02047097-v;ENG30-02203362-v;ENG30-02204692-v;ENG30-02205098-v;ENG30-02629535-v;ENG30-02704349-v;ENG30-02740745-v	U ovom kontekstu, 'imati' znači da narukvica uključuje ili sadrži dve niti kao svoje komponente. Dakle, značenje 'Uključiti ili sadržati; imati kao komponentu' je najprikladnije.	
155-3	491-494	dve	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	
155-4	495-499	niti	N	NOUN	_	_	nit	_	_	_	ENG30-14867858-n	2	ENG30-04426788-n;ENG30-14867858-n	U kontekstu narukvice, 'nit' se odnosi na tanko vlakno ili konac od kojeg je narukvica napravljena, što odgovara značenju 'vrlo tanko prirodno ili sintetičko vlakno'.	
155-5	499-500	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
155-6	501-506	plavu	A	ADJ	_	_	plav	_	_	_	ENG30-00370869-a	2	ENG30-00370869-a;ENG30-01606058-a	U ovom kontekstu, 'plav' se odnosi na boju niti narukvice, što odgovara definiciji boje slične vedrom nebu.	
155-7	507-508	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
155-8	509-515	zelenu	A	ADJ	_	_	zelen	_	_	_	ENG30-00375969-a	1	ENG30-00375969-a	U navedenom kontekstu, 'zelen' se koristi da opiše boju niti narukvice, što odgovara definiciji boje između plave i žute, slične boji sveže trave.	
155-9	515-516	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
155-10	517-518	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
155-11	519-523	može	V	VERB	_	_	moći	_	_	_	NEW_SENSE	1	ENG30-02523221-v	Ponuđeno značenje ne odgovara kontekstu. U rečenici, 'može' se koristi u smislu 'imati dozvolu' ili 'biti u mogućnosti' da se nešto uradi, što nije isto što i 'istrajati' ili 'uspeti'.	
155-12	524-526	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
155-13	527-533	nositi	V	VERB	_	_	nositi	_	_	_	ENG30-02717102-v	9	ENG30-00059019-v;ENG30-01224415-v;ENG30-01432601-v;ENG30-01450792-v;ENG30-01601234-v;ENG30-02079933-v;ENG30-02302220-v;ENG30-02636516-v;ENG30-02717102-v	U kontekstu rečenice, 'nositi' znači imati narukvicu uza sebe, odnosno na sebi, kao ukras ili simbol pripadnosti.	
155-14	534-539	svako	PRO	PRON	_	_	svako	_	_	_	_	_	_	_	
155-15	540-542	ko	PRO	PRON	_	_	ko	_	_	_	_	_	_	_	
155-16	543-545	se	PRO	PRON	_	_	sebe	1	*	IRV	CVMWE-0297[3506]	1[3506]	CVMWE-0297[3506]	U datom kontekstu, 'poistovećuje se' znači da osoba pronalazi sličnosti između sebe i vrednosti programa, odnosno razume i prihvata te vrednosti kao svoje.[3506]	
155-17	546-558	poistovećuje	V	VERB	_	_	poistovećivati	1	poistovećivati se	IRV	CVMWE-0297[3506]	1[3506]	CVMWE-0297[3506]	U datom kontekstu, 'poistovećuje se' znači da osoba pronalazi sličnosti između sebe i vrednosti programa, odnosno razume i prihvata te vrednosti kao svoje.[3506]	
155-18	559-561	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	
155-19	562-573	vrednostima	N	NOUN	_	_	vrednost	_	_	_	ENG30-05138208-n	5	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-13764342-n	U datom kontekstu, 'vrednostima' se odnosi na kvalitete ili principe koji se smatraju poželjnim i važnim, sa kojima se neko poistovećuje. To se najbolje uklapa u definiciju 'Kvalitet koji čini daa je nešto poželjno, vredno ili korisno'.	
155-20	574-578	ovog	PRO	DET	_	_	ovaj	_	_	_	_	_	_	_	
155-21	579-587	programa	N	NOUN	_	_	program	_	_	_	ENG30-06676416-n	4	ENG30-03962685-n;ENG30-06568978-n;ENG30-06619428-n;ENG30-06676416-n	U datom kontekstu, reč "program" se odnosi na integrisani skup aktivnosti ili inicijativa sa određenim ciljevima i vrednostima, što odgovara značenju integrisanog programa akademskih studija ili sličnog organizovanog poduhvata.	
155-22	587-588	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Rezolucije omogućavaju Odboru da iznese svoj stav o važnim i aktuelnim pitanjima.
156-1	588-598	Rezolucije	N	NOUN	_	_	rezolucija	_	_	_	ENG30-06511874-n	4	ENG30-00153809-n;ENG30-05789089-n;ENG30-06511874-n;ENG30-11505952-n	U datom kontekstu, 'rezolucije' se odnose na formalne izjave ili stavove koje Odbor donosi o važnim pitanjima, što odgovara značenju formalnog izraza usvojenog glasanjem.	
156-2	599-610	omogućavaju	V	VERB	_	_	omogućavati	_	_	_	DRJ0-209302/0	1	DRJ0-209302/0	U navedenom kontekstu, 'omogućavati' znači dozvoljavati ili činiti nešto mogućim, što je u skladu sa definicijom 'nesvr. prema omogućiti'.	
156-3	611-617	Odboru	N	NOUN	_	_	odbor	_	_	_	ENG30-08322981-n	1	ENG30-08322981-n	Odbor u rečenici se odnosi na telo koje ima ovlašćenje da iznosi stavove o određenim pitanjima, što odgovara definiciji komiteta koji nadgleda i donosi odluke.	
156-4	618-620	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
156-5	621-627	iznese	V	VERB	_	_	izneti	1	izneti stav	LVC.full	CVMWE-0154[3507]	1[3507]	CVMWE-0154[3507]	U datom kontekstu, 'izneti stav' znači javno saopštiti svoje mišljenje o važnim pitanjima, što se poklapa sa značenjem CVMWE-0154.[3507]	
156-6	628-632	svoj	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	
156-7	633-637	stav	N	NOUN	_	_	stav	1	*	LVC.full	CVMWE-0154[3507]	1[3507]	CVMWE-0154[3507]	U datom kontekstu, 'izneti stav' znači javno saopštiti svoje mišljenje o važnim pitanjima, što se poklapa sa značenjem CVMWE-0154.[3507]	
156-8	638-639	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	
156-9	640-646	važnim	A	ADJ	_	_	važan	_	_	_	ENG30-01275562-a	4	ENG30-00655779-a;ENG30-01275562-a;ENG30-01467919-a;ENG30-01830403-a	Značenje 'od velikog značaja ili važnosti' se najbolje uklapa u kontekst rečenice, jer se odnosi na pitanja koja su bitna i relevantna za Odbor.	
156-10	647-648	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
156-11	649-658	aktuelnim	A	ADJ	_	_	aktuelan	_	_	_	NEW_SENSE	1	ENG30-01425895-a	Ponuđeno značenje se odnosi na površinu tela i nema veze sa značenjem reči 'aktuelan' u datom kontekstu, gde se misli na nešto što je trenutno važno ili relevantno.	
156-12	659-668	pitanjima	N	NOUN	_	_	pitanje	_	_	_	ENG30-06783768-n	4	ENG30-05814650-n;ENG30-06783768-n;ENG30-07193596-n;ENG30-07196682-n	U datom kontekstu, 'pitanja' se odnose na teme ili predmete razmatranja o kojima Odbor iznosi svoj stav, što odgovara značenju 'predmet razmatranja o kome je reč'.	
156-13	668-669	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Ceremoniju je snimio holandski javni radiodifuzni kanal NOS / NTR i emitovao je putem NED3.
157-1	669-679	Ceremoniju	N	NOUN	_	_	ceremonija	_	_	_	ENG30-07450842-n	3	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	Ceremonija u kontekstu snimanja i emitovanja odnosi se na formalan događaj koji se izvodi u posebnoj prilici, što je u skladu sa značenjem 2.	
157-2	680-682	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
157-3	683-689	snimio	V	VERB	_	_	snimiti	_	_	_	ENG30-00998399-v	4	ENG30-00998399-v;ENG30-01002740-v;ENG30-01003249-v;ENG30-02156225-v	U kontekstu rečenice, 'snimiti' znači napraviti elektronski zapis ceremonije, što odgovara značenju 'napraviti elektronski zapis'.	
157-4	690-699	holandski	A	ADJ	*	DEMO	holandski	_	_	_	ENG30-02960686-a	1	ENG30-02960686-a	U navedenom kontekstu, 'holandski' se odnosi na javni radiodifuzni kanal koji potiče iz Holandije, što odgovara značenju 'koji se tiče Holandije'.	
157-5	700-705	javni	A	ADJ	_	_	javan	_	_	_	ENG30-00493297-a	4	ENG30-00493297-a;ENG30-01861205-a;ENG30-01862296-a;ENG30-02090567-a	U kontekstu 'javni radiodifuzni kanal', reč 'javni' se odnosi na to da je kanal namenjen i utiče na celokupnu zajednicu, a ne na privatnu grupu ili pojedinca.	
157-6	706-718	radiodifuzni	A	ADJ	_	_	radiodifuzni	1[811]	radiodifuzni kanal[811]	NID[811]	LLM-0221[3508]	1[3508]	LLM-0221[3508]	U kontekstu rečenice, 'radiodifuzni kanal' se odnosi na sredstvo putem kojeg se emituje program (u ovom slučaju, ceremonija), što odgovara definiciji frekventnog opsega ili sredstva za emitovanje radio ili televizijskog signala.[3508]	
157-7	719-724	kanal	N	NOUN	_	_	kanal	1[811]	radiodifuzni kanal[811]	NID[811]	LLM-0221[3508]	1[3508]	LLM-0221[3508]	U kontekstu rečenice, 'radiodifuzni kanal' se odnosi na sredstvo putem kojeg se emituje program (u ovom slučaju, ceremonija), što odgovara definiciji frekventnog opsega ili sredstva za emitovanje radio ili televizijskog signala.[3508]	
157-8	725-728	NOS	ABB	X	*[76]	ORG[76]	NOS	_	_	_	_	_	_	_	
157-9	729-730	/	PUNCT	PUNCT	*[76]	ORG[76]	/	_	_	_	_	_	_	_	
157-10	731-734	NTR	ABB	X	*[76]	ORG[76]	NTR	_	_	_	_	_	_	_	
157-11	735-736	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
157-12	737-745	emitovao	V	VERB	_	_	emitovati	_	_	_	ENG30-00973056-v	3	ENG30-00973056-v;ENG30-00983824-v;ENG30-02767308-v	U kontekstu rečenice, 'emitovati' se odnosi na prenos ceremonije putem televizijskog kanala, što odgovara značenju prenošenja preko radio ili televizijskih talasa.	
157-13	746-748	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
157-14	749-754	putem	PREP	ADP	_	_	putem	_	_	_	_	_	_	_	
157-15	755-759	NED3	ABB	X	_	_	NED3	_	_	_	_	_	_	_	
157-16	759-760	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Veliki broj zvezda je starosti između milijardu i 10 milijardi godina.
