#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
1-11	47-51	nije	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
1-12	52-56	umro	V	VERB	_	_	umreti	_	_	_	ENG30-02109818-v	3	ENG30-00358431-v;ENG30-00427683-v;ENG30-02109818-v	*	simple_wsd - ENG30-02109818-v:0.9180::patiti ili suočiti se sa bolom smrti - ENG30-00358431-v:0.9072::Napustiti fizički život i izgubiti sve telesne funkcije i atribute koji se neophodni da bi se održao život. - ENG30-00427683-v:0.3569::izumirati	
1-13	57-59	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
1-14	60-67	srčanog	A	ADJ	_	_	srčani	2[206]	srčani udar[206]	NID[206]	LLM-0247[2001]	1[2001]	LLM-0247[2001]	*[445]	simple_wsd - LLM-0247:0.9341::Stanje izazvano prekidom dotoka krvi u deo mišića organa za pumpanje krvi.[2001]	
1-15	68-73	udara	N	NOUN	_	_	udar	2[206]	srčani udar[206]	NID[206]	LLM-0247[2001]	1[2001]	LLM-0247[2001]	*[445]	simple_wsd - LLM-0247:0.9341::Stanje izazvano prekidom dotoka krvi u deo mišića organa za pumpanje krvi.[2001]	
1-16	74-79	1921.	A	ADJ	_	_	1921.	_	_	_	_	_	_	_	_	
1-17	80-86	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15201505-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-15201505-n:0.5208::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca. - ENG30-15203791-n:0.3981::Vremenski period od 365 (ili 366) dana. - ENG30-15204297-n:0.3937::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost.	
1-18	86-87	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Crvena armija je upala na teritoriju Poljske sa istoka.
2-1	87-93	Crvena	A	ADJ	http://www.wikidata.org/entity/Q251395[1]	ORG[1]	crven	_	_	_	ENG30-00381097-a	1	ENG30-00381097-a	*	simple_wsd - ENG30-00381097-a:0.1429::Koji ima boju koja podseća na boju krvi, trešanja, paradajza ili rubina.	
2-2	94-100	armija	N	NOUN	http://www.wikidata.org/entity/Q251395[1]	ORG[1]	armija	_	_	_	ENG30-08183290-n	3	ENG30-08183290-n;ENG30-08191230-n;ENG30-08397255-n	*	simple_wsd - ENG30-08183290-n:0.8719::Veliki broj ljudi skupljeni s nekim specifičnim ciljem. - ENG30-08397255-n:0.3893::veća vojna jedinica, vojska (u množini) - ENG30-08191230-n:0.1685::Organizacija vojnih kopnenih snaga.	
2-3	101-103	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
2-4	104-109	upala	V	VERB	_	_	upasti	_	_	_	DRJ0-184859/3v.	8	DRJ0-184859/1;DRJ0-184859/2a.;DRJ0-184859/2b.;DRJ0-184859/3a.;DRJ0-184859/3b.;DRJ0-184859/3v.;DRJ0-184859/4;DRJ0-184859/5	*	simple_wsd - DRJ0-184859/3v.:0.9744::biti obuzet nečim: - DRJ0-184859/2a.:0.9686::silom ući, prodreti; iznenada doći, banuti: - DRJ0-184859/3a.:0.9615::krećući se doći, dospeti negde gde je nepovoljno, opasno:	
2-5	110-112	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
2-6	113-123	teritoriju	N	NOUN	_	_	teritorija	_	_	_	ENG30-08493064-n	2	CV0216;ENG30-08493064-n	*	simple_wsd - ENG30-08493064-n:0.5544::geografsko područje pod jurisdikcijom suverene države - CV0216:0.5144::područje koje životinja ili osoba pokušava da kontroliše ili misli da pripada njima	
2-7	124-131	Poljske	N	PROPN	http://www.wikidata.org/entity/Q36	LOC	Poljska	_	_	_	_	_	_	_	_	
2-8	132-134	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	
2-9	135-141	istoka	N	NOUN	_	_	istok	_	_	_	ENG30-13832355-n	1	ENG30-13832355-n	*	simple_wsd - ENG30-13832355-n:0.0236::Glavna strana sveta 90 stepeni od severa ako se ide u smeru kazaljke na satu.	
2-10	141-142	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Bol može biti jači tokom noći i može se pojačati tokom vremena dok ne postane nepodnošljiv i neprekidan.
3-1	142-145	Bol	N	NOUN	_	_	bol	_	_	_	ENG30-14322699-n	2	ENG30-07535010-n;ENG30-14322699-n	*	simple_wsd - ENG30-14322699-n:0.9151::Simptom neke fizičke povrede ili poremećaja. - ENG30-07535010-n:0.8297::Velika tuga uzrokovana gubitkom voljene osobe (posebno smrću).	
3-2	146-150	može	V	VERB	_	_	moći	_	_	_	CV0071	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	simple_wsd - CV0071:0.5525::biti u mogućnosti, imati prilike za nešto, biti u okolnostima za ostvarivanje nečega - ENG30-02523221-v:0.4313::Istrajati ili uspevati. - CV0044:0.2682::biti u stanju, biti kadar, sposoban učiniti, uraditi nešto	
3-3	151-155	biti	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
3-4	156-160	jači	A	ADJ	_	_	jak	_	_	_	ENG30-01824244-a	9	ENG30-00803275-a;ENG30-00835158-a;ENG30-01068609-a;ENG30-01158974-a;ENG30-01509527-a;ENG30-01512275-a;ENG30-01824244-a;ENG30-01961786-a;ENG30-02321009-a	*	simple_wsd - ENG30-01824244-a:0.9114::koji ima jak fiziološki ili toksikološki efekat - ENG30-01509527-a:0.8058::koji se ispoljava u velikom stepenu - ENG30-02321009-a:0.2910::onaj koji poseduje snagu ili moć veću od uobičajene ili očekivane	
3-5	161-166	tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	_	
3-6	167-171	noći	N	NOUN	_	_	noć	_	_	_	ENG30-15167027-n	3	ENG30-15155747-n;ENG30-15167027-n;ENG30-15167474-n	*	simple_wsd - ENG30-15167027-n:0.8470::Vreme posle zalaska sunca a pre njegovog izlaska, dok je napolju još mračno. - ENG30-15167474-n:0.4699::Period koji se provede u spavanju. - ENG30-15155747-n:0.0013::Tamni deo dnevnog ciklusa shvaćen kao vremenska jedinica.	
3-7	172-173	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
3-8	174-178	može	V	VERB	_	_	moći	_	_	_	CV0071	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	simple_wsd - CV0071:0.5055::biti u mogućnosti, imati prilike za nešto, biti u okolnostima za ostvarivanje nečega - ENG30-02523221-v:0.3714::Istrajati ili uspevati. - CV0044:0.2153::biti u stanju, biti kadar, sposoban učiniti, uraditi nešto	
3-9	179-181	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0298[2002]	2[2002]	CVMWE-0298;ENG30-00226566-v[2002]	*[446]	simple_wsd - CVMWE-0298:0.3388::postati jači - ENG30-00226566-v:0.1570::Dobiti na intenzitetu.[2002]	
3-10	182-190	pojačati	V	VERB	_	_	pojačati	1	pojačati se	IRV	CVMWE-0298[2002]	2[2002]	CVMWE-0298;ENG30-00226566-v[2002]	*[446]	simple_wsd - CVMWE-0298:0.3388::postati jači - ENG30-00226566-v:0.1570::Dobiti na intenzitetu.[2002]	
3-11	191-196	tokom	PREP	ADP	_	_	tokom	2[207]	tokom vremena[207]	AdvID[207]	CVMWE-0453[2003]	1[2003]	CVMWE-0453[2003]	*[447]	simple_wsd - CVMWE-0453:0.4990::ako se nešto dešava tokom vremena, to se dešava postepeno tokom dugog perioda[2003]	
3-12	197-204	vremena	N	NOUN	_	_	vreme	2[207]	tokom vremena[207]	AdvID[207]	CVMWE-0453[2003]	1[2003]	CVMWE-0453[2003]	*[447]	simple_wsd - CVMWE-0453:0.4990::ako se nešto dešava tokom vremena, to se dešava postepeno tokom dugog perioda[2003]	
3-13	205-208	dok	CONJ	SCONJ	_	_	dok	_	_	_	_	_	_	_	_	
3-14	209-211	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	_	
3-15	212-219	postane	V	VERB	_	_	postati	_	_	_	ENG30-00149583-v	5	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	*	simple_wsd - ENG30-00149583-v:0.9232::Doći u određeno stanje, steći izvestan status. - ENG30-02626604-v:0.8906::biti podvrgnut promeni ili razvoju - ENG30-02623529-v:0.6351::nastati, početi postojati	
3-16	220-232	nepodnošljiv	A	ADJ	_	_	nepodnošljiv	_	_	_	ENG30-02436025-a	2	ENG30-02347979-a;ENG30-02436025-a	*	simple_wsd - ENG30-02436025-a:0.9202::koga je teško podneti - ENG30-02347979-a:0.8901::nemoguće podneti	
3-17	233-234	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
3-18	235-245	neprekidan	A	ADJ	_	_	neprekidan	_	_	_	ENG30-01755024-a	5	ENG30-00516360-a;ENG30-00594413-a;ENG30-00595299-a;ENG30-00597424-a;ENG30-01755024-a	*	simple_wsd - ENG30-01755024-a:0.9083::traje zauvek ili neodređeno - ENG30-00595299-a:0.7592::neprekidan u vremenu i neodređeno dugo trajanje - ENG30-00597424-a:0.7503::o funkciji ili krivoj; bez prekida ili nepravilnosti	
3-19	245-246	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Frederik IX je bio kralj Danske od 1947. do 1972. godine.
4-1	246-254	Frederik	N	PROPN	http://www.wikidata.org/entity/Q151312[2]	PERS[2]	Frederik	_	_	_	_	_	_	_	_	
4-2	255-257	IX	RN	NUM	http://www.wikidata.org/entity/Q151312[2]	PERS[2]	IX	_	_	_	_	_	_	_	_	
4-3	258-260	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
4-4	261-264	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
4-5	265-270	kralj	N	NOUN	http://www.wikidata.org/entity/Q12097	ROLE	kralj	_	_	_	ENG30-10231515-n	4	ENG30-03618101-n;ENG30-03618219-n;ENG30-09840217-n;ENG30-10231515-n	*	simple_wsd - ENG30-10231515-n:0.8497::muški suveren; vladar kraljevstva - ENG30-09840217-n:0.8220::veoma bogat ili moćan biznismen - ENG30-03618219-n:0.6884::Jedna od četiri karte iz špila na čijem je licu slika kralja.	
4-6	271-277	Danske	N	PROPN	http://www.wikidata.org/entity/Q35	LOC	Danska	_	_	_	_	_	_	_	_	
4-7	278-280	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
4-8	281-286	1947.	A	ADJ	_	_	1947.	_	_	_	_	_	_	_	_	
4-9	287-289	do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	_	
4-10	290-295	1972.	A	ADJ	_	_	1972.	_	_	_	_	_	_	_	_	
4-11	296-302	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15204297-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-15204297-n:0.9273::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-15203791-n:0.9058::Vremenski period od 365 (ili 366) dana. - ENG30-08238660-n:0.8679::Zajednica studenata ili đaka koji zajedno diplomiraju.	
4-12	302-303	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Votsonova je za svoj nastup dobila nagradu „Otto“ od nemačkog časopisa „Bravo“.
5-1	303-312	Votsonova	A	ADJ	http://www.wikidata.org/entity/Q39476	PERS	Votsonov	_	_	_	CVDf-394/0	1	CVDf-394/0	*	simple_wsd - CVDf-394/0:0.9352::prisvojni pridev od Votson	
5-2	313-315	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
5-3	316-318	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
5-4	319-323	svoj	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	
5-5	324-330	nastup	N	NOUN	_	_	nastup	_	_	_	ENG30-06892016-n	3	ENG30-00520672-n;ENG30-06892016-n;ENG30-07018931-n	*	simple_wsd - ENG30-06892016-n:0.8973::kratko pozorišno izvođenje koje je deo dužeg programa - ENG30-00520672-n:0.8898::serija nastupa u noćnom klubu - ENG30-07018931-n:0.7900::teatarska izvedba drame	
5-6	331-337	dobila	V	VERB	_	_	dobiti	_	_	_	ENG30-00094460-v	19	ENG30-00056930-v;ENG30-00065639-v;ENG30-00087736-v;ENG30-00094460-v;ENG30-00522751-v;ENG30-00524682-v;ENG30-01108148-v;ENG30-02108654-v;ENG30-02109645-v;ENG30-02210119-v;ENG30-02238085-v;ENG30-02247390-v;ENG30-02288295-v;ENG30-02292125-v;ENG30-02293148-v;ENG30-02315525-v;ENG30-02355596-v;ENG30-02359340-v;ENG30-02611373-v	*	simple_wsd - ENG30-00094460-v:0.9053::promeniti se (u pogledu fizičkih karakteristika i atributa) - ENG30-02292125-v:0.8830::dobiti - ENG30-00056930-v:0.8481::Doneti na svet novorođenče.	
5-7	338-345	nagradu	N	NOUN	_	_	nagrada	_	_	_	ENG30-06696483-n	5	ENG30-01219551-n;ENG30-06696483-n;ENG30-07166281-n;ENG30-07295629-n;ENG30-13268146-n	*	simple_wsd - ENG30-06696483-n:0.9763::Konkretan simbol kao izraz pohvale ili priznanja. - ENG30-13268146-n:0.8624::Nešto što se daje za pobedu ili nadmoć na takmičenju ili borbi. - ENG30-01219551-n:0.2973::čin izvršen radi podrške ponašanju koje se odobrava	
5-8	346-347	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
5-9	347-351	Otto	N	PROPN	http://www.wikidata.org/entity/Q487719	WORK	Otto	_	_	_	_	_	_	_	_	
5-10	351-352	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
5-11	353-355	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
5-12	356-364	nemačkog	A	ADJ	*	DEMO	nemački	_	_	_	ENG30-06950528-n	2	ENG30-02957469-a;ENG30-06950528-n	*	simple_wsd - ENG30-06950528-n:0.4298::standardni nemački jezik; istorijski je nastao od zapadnogermanskog - ENG30-02957469-a:0.4198::koji se tiče Nemačke, njenih ljudi ili kulture	
5-13	365-373	časopisa	N	NOUN	_	_	časopis	_	_	_	ENG30-08063303-n	3	ENG30-03704210-n;ENG30-06593296-n;ENG30-08063303-n	*	simple_wsd - ENG30-08063303-n:0.6493::poslovna firma koja izdaje časopise - ENG30-06593296-n:0.2669::publikacija koja izlazi u redovnim razmacima - ENG30-03704210-n:0.0333::broširana periodična publikacija kao fizički predmet	
5-14	374-375	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
5-15	375-380	Bravo	N	PROPN	http://www.wikidata.org/entity/Q593268	WORK	Bravo	_	_	_	_	_	_	_	_	
5-16	380-381	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
5-17	381-382	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Godine 1814. Kristijanija je ponovo postala prava prestonica, kada je prestala da postoji unija sa Danskom.
6-1	382-388	Godine	N	NOUN	_	_	godina	_	_	_	ENG30-15204297-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-15204297-n:0.5390::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-15201505-n:0.5350::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca. - ENG30-08238660-n:0.4770::Zajednica studenata ili đaka koji zajedno diplomiraju.	
6-2	389-394	1814.	A	ADJ	_	_	1814.	_	_	_	_	_	_	_	_	
6-3	395-407	Kristijanija	N	PROPN	http://www.wikidata.org/entity/Q585	LOC	Kristijanija	_	_	_	_	_	_	_	_	
6-4	408-410	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
6-5	411-417	ponovo	ADV	ADV	_	_	ponovo	_	_	_	ENG30-00040365-b	1	ENG30-00040365-b	*	simple_wsd - ENG30-00040365-b:0.4658::nanovo	
6-6	418-425	postala	V	VERB	_	_	postati	_	_	_	ENG30-00149583-v	5	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	*	simple_wsd - ENG30-00149583-v:0.9250::Doći u određeno stanje, steći izvestan status. - ENG30-02626604-v:0.8965::biti podvrgnut promeni ili razvoju - ENG30-02623529-v:0.6998::nastati, početi postojati	
6-7	426-431	prava	A	ADJ	_	_	pravi	_	_	_	ENG30-00631391-a	3	ENG30-00631391-a;ENG30-01878466-a;ENG30-01932973-a	*	simple_wsd - ENG30-00631391-a:0.5091::bez greške; u skladu sa činjenicama ili istinom; "Tačan odgovor"; "Ispravna verzija"; "Pravi odgovor"; "Pravi put"; "Is… - ENG30-01932973-a:0.5069::onaj koji postoji ili se pojavljuje u stvarnosti; ima provereno postojanje; nije iluzoran; - ENG30-01878466-a:0.4657::koga karakteriše podobnost, ispravnost ili prikladnost	
6-8	432-442	prestonica	N	NOUN	_	_	prestonica	_	_	_	ENG30-08518505-n	1	ENG30-08518505-n	*	simple_wsd - ENG30-08518505-n:0.3737::Grad u kome je sedište vlade, u kome boravi vladar.	
6-9	442-443	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
6-10	444-448	kada	CONJ	SCONJ	_	_	kada	_	_	_	_	_	_	_	_	
6-11	449-451	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
6-12	452-460	prestala	V	VERB	_	_	prestati	_	_	_	ENG30-02680814-v	2	ENG30-02680814-v;ENG30-02683840-v	*	simple_wsd - ENG30-02680814-v:0.8442::Zaustaviti neko stanje ili aktivnost. - ENG30-02683840-v:0.6501::dolaziti ili biti na kraju	
6-13	461-463	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
6-14	464-471	postoji	V	VERB	_	_	postojati	_	_	_	ENG30-02603699-v	1	ENG30-02603699-v	*	simple_wsd - ENG30-02603699-v:0.5967::Imati egzistanciju, biti, egzistirati u određenom obliku ili vidu	
6-15	472-477	unija	N	NOUN	_	_	unija	_	_	_	ENG30-00381680-n	4	ENG30-00381680-n;ENG30-07998712-n;ENG30-08304895-n;ENG30-13782769-n	*	simple_wsd - ENG30-00381680-n:0.6216::Proces kojim se pravi ili postaje jedna jedinica. - ENG30-08304895-n:0.6159::Politička jedinica koju stvaraju prethodno nezavisni ljudi ili organizacije. - ENG30-07998712-n:0.5780::Skup koji sadrži sve članove dva ili više datih skupova.	
6-16	478-480	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	
6-17	481-488	Danskom	N	PROPN	http://www.wikidata.org/entity/Q35	LOC	Danska	_	_	_	_	_	_	_	_	
6-18	488-489	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Međunarodna hemijska olimpijada (IChO) je godišnje akademsko takmičenje učenika srednjih škola.
7-1	489-500	Međunarodna	A	ADJ	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	*	simple_wsd - ENG30-01568375-a:0.2356::koji se tiče ili pripada bar dvema nacijama ili državama	
7-2	501-509	hemijska	A	ADJ	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	hemijski	_	_	_	ENG30-02692966-a	2	ENG30-02692624-a;ENG30-02692966-a	*	simple_wsd - ENG30-02692966-a:0.5538::Napravljen od ili koristi supstancije koje su proizvedene pomoću reakcija koje uključuju promene u atomima ili molekuli… - ENG30-02692624-a:0.3407::koji se odnosi na ili se koristi u hemiji	
7-3	510-520	olimpijada	N	NOUN	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	olimpijada	_	_	_	CV0190	2	CV0190;ENG30-07457126-n	*	simple_wsd - CV0190:0.9854::veliko međunarodno takmičenje u određenoj igri, sportu ili naučnoj temi. - ENG30-07457126-n:0.9366::Oživljavanje starih grčkih igara koje se održavaju svake četvrte godine u izabranoj zemlji.	
7-4	521-522	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	
7-5	522-526	IChO	ABB	X	http://www.wikidata.org/entity/Q861060	EVENT	IChO	_	_	_	_	_	_	_	_	
7-6	526-527	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	
7-7	528-530	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
7-8	531-539	godišnje	A	ADJ	_	_	godišnji	_	_	_	ENG30-01969150-a	2	ENG30-00678024-a;ENG30-01969150-a	*	simple_wsd - ENG30-01969150-a:0.7691::Koji se dešava svake godine ili je naplativ svake godine. - ENG30-00678024-a:0.4359::Čiji je životni ciklus ne traje duže od jedne godine.	
7-9	540-549	akademsko	A	ADJ	_	_	akademski	_	_	_	ENG30-02599939-a	3	ENG30-02083615-a;ENG30-02083908-a;ENG30-02599939-a	*	simple_wsd - ENG30-02599939-a:0.4332::koji je povezan sa akademskim institucijama ili sa akademijom - ENG30-02083615-a:0.1832::osobina naučnika - ENG30-02083908-a:0.1114::označeno uskim fokusom na ili prikazivanjem učenja, posebno njegovih trivijalnih aspekata	
7-10	550-560	takmičenje	N	NOUN	_	_	takmičenje	_	_	_	ENG30-01168569-n	2	ENG30-01168569-n;ENG30-07456188-n	*	simple_wsd - ENG30-01168569-n:0.7707::Čin nadmetanja, npr. za profit ili nagradu. - ENG30-07456188-n:0.5621::Situacija u kojoj se pobednik bira između dva ili više takmičara.	
7-11	561-568	učenika	N	NOUN	http://www.wikidata.org/entity/Q48282	ROLE	učenik	_	_	_	ENG30-10665698-n	3	ENG30-10251779-n;ENG30-10559288-n;ENG30-10665698-n	*	simple_wsd - ENG30-10665698-n:0.9407::Polaznik koji se upisao u neku obarzovnu instituciju. - ENG30-10559288-n:0.7772::Dete koje pohađa školu. - ENG30-10251779-n:0.6181::Neko (posebno dete) ko uči od nastavnika.	
7-12	569-577	srednjih	A	ADJ	_	_	srednji	1[208]	srednja škola[208]	NID[208]	ENG30-08409617-n[2004]	2[2004]	ENG30-08284481-n;ENG30-08409617-n[2004]	*[448]	simple_wsd - ENG30-08409617-n:0.8000::javna srednja škola koja obično uključuje razrede od 9. do 12. - ENG30-08284481-n:0.7584::učenička škola između osnovne škole i fakulteta - obično od 9. do 12. razreda[2004]	
7-13	578-583	škola	N	NOUN	_	_	škola	1[208]	srednja škola[208]	NID[208]	ENG30-08409617-n[2004]	2[2004]	ENG30-08284481-n;ENG30-08409617-n[2004]	*[448]	simple_wsd - ENG30-08409617-n:0.8000::javna srednja škola koja obično uključuje razrede od 9. do 12. - ENG30-08284481-n:0.7584::učenička škola između osnovne škole i fakulteta - obično od 9. do 12. razreda[2004]	
7-14	583-584	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=„Marcha Real“ je nacionalna himna Španije.
8-1	584-585	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
8-2	585-591	Marcha	F	X	http://www.wikidata.org/entity/Q130940[4]	WORK[4]	Marcha	_	_	_	_	_	_	_	_	
8-3	592-596	Real	F	X	http://www.wikidata.org/entity/Q130940[4]	WORK[4]	real	_	_	_	_	_	_	_	_	
8-4	596-597	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
8-5	598-600	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
8-6	601-611	nacionalna	A	ADJ	_	_	nacionalan	1[209]	nacionalna himna[209]	NID[209]	CVMWE-0216[2005]	1[2005]	CVMWE-0216[2005]	*[449]	simple_wsd - CVMWE-0216:0.9591::svečana patriotska pesma koju je država zvanično usvojila kao izraz nacionalnog identiteta[2005]	
8-7	612-617	himna	N	NOUN	_	_	himna	1[209]	nacionalna himna[209]	NID[209]	CVMWE-0216[2005]	1[2005]	CVMWE-0216[2005]	*[449]	simple_wsd - CVMWE-0216:0.9591::svečana patriotska pesma koju je država zvanično usvojila kao izraz nacionalnog identiteta[2005]	
8-8	618-625	Španije	N	PROPN	http://www.wikidata.org/entity/Q29	LOC	Španija	_	_	_	_	_	_	_	_	
8-9	625-626	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

