#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
1-11	51-60	konceptom	N	NOUN	_	_	koncept	_	_	_	ENG30-05835747-n	3	ENG30-03179318-n;ENG30-05835747-n;ENG30-06390962-n	U datom kontekstu, 'koncept' se odnosi na apstraktnu ideju ili plan kako će program biti organizovan, što odgovara značenju apstraktne ili opšte ideje.	
1-12	60-61	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	
1-13	62-67	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	
1-14	68-73	mladi	A	ADJ	_	_	mlad	_	_	_	ENG30-01674464-a	2	ENG30-00818008-a;ENG30-01674464-a	U kontekstu fudbalera, reč 'mladi' se odnosi na osobu koja je u ranom stadijumu života i razvoja, što odgovara značenju 'koristi se za ljude i živa bića, koji su u ranom stadijumu života ili razvoja i rasta'.	
1-15	74-82	fudbaler	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	U kontekstu rečenice, 'fudbaler' se odnosi na sportistu koji igra fudbal, a ne američki fudbal.	
1-16	83-85	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	
1-17	86-91	svake	PRO	DET	_	_	svaki	_	_	_	_	_	_	_	
1-18	92-98	zemlje	N	NOUN	_	_	zemlja	_	_	_	ENG30-08493064-n	9	ENG30-08493064-n;ENG30-08544813-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	U kontekstu rečenice, 'zemlja' se odnosi na geografsko područje pod jurisdikcijom suverene države, jer se govori o mladim fudbalerima koji predstavljaju svoje države.	
1-19	99-106	izabran	V	VERB	_	_	izabrati	_	_	_	ENG30-00676450-v	5	ENG30-00676450-v;ENG30-00676864-v;ENG30-00679937-v;ENG30-00790308-v;ENG30-01078050-v	U kontekstu rečenice, 'izabran' znači da je fudbaler odabran pažljivo iz grupe potencijalnih kandidata da bude predstavnik svoje zemlje, što odgovara značenju 'odabrati pažljivo iz grupe'.	
1-20	107-109	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
1-21	110-113	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	
1-22	114-118	njen	PRO	DET	_	_	njen	_	_	_	_	_	_	_	
1-23	119-130	predstavnik	N	NOUN	_	_	predstavnik	_	_	_	ENG30-10522035-n	3	ENG30-05820620-n;ENG30-10005721-n;ENG30-10522035-n	U kontekstu rečenice, 'predstavnik' se odnosi na mladog fudbalera koji zastupa svoju zemlju, što odgovara značenju osobe koja predstavlja druge ljude.	
1-24	130-131	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Krup pogađa oko 15 % dece i obično se javlja između 6 meseci i 5–6 godina.
2-1	131-135	Krup	N	NOUN	_	_	krup	_	_	_	ENG30-14174011-n	2	ENG30-14174011-n;ENG30-14349311-n	S obzirom na to da se u rečenici navodi da krup pogađa decu između 6 meseci i 6 godina, te da je reč o bolesti, značenje 'bolest odojčadi i male dece; jak kašalj i promuklost i groznica i otežano disanje' je najprikladnije.	
2-2	136-142	pogađa	V	VERB	_	_	pogađati	_	_	_	DRJ0-212537/0	1	DRJ0-212537/0	U datom kontekstu, 'pogađa' znači da krup utiče na ili se javlja kod određenog procenta dece, što odgovara značenju 'nesvr. prema pogoditi (se)' u smislu uticaja ili dešavanja.	
2-3	143-146	oko	ADV	ADV	_	_	oko	_	_	_	ENG30-00007015-b	1	ENG30-00007015-b	U datom kontekstu, 'oko' se koristi da označi približnu procenu ili količinu, što odgovara značenju 'neprecizna, ali prilično blizu tačne'.	
2-4	147-149	15	NUM	NUM	_	_	15	_	_	_	_	_	_	_	
2-5	150-151	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	
2-6	152-156	dece	N	NOUN	_	_	deca	_	_	_	DRS0-457358/0.0	2	DRS0-457358/0.0;DRS0-457359/0.0	U datom kontekstu, reč 'deca' se odnosi na ljude u ranom uzrastu života, što odgovara definiciji 'ljudi u ranom uzrastu života; sinovi i kćeri u odnosu na roditelje; mlade osobe koje još nisu odrasle'.	
2-7	157-158	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
2-8	159-165	obično	ADV	ADV	_	_	obično	_	_	_	ENG30-00155621-b	3	ENG30-00041954-b;ENG30-00106921-b;ENG30-00155621-b	Značenje 'obično; po pravilu' se najbolje uklapa u kontekst rečenice, jer se opisuje u kojoj se starosnoj dobi krup najčešće javlja.	
2-9	166-168	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	U datom kontekstu, 'javljati se' se koristi da opiše pojavu ili nastanak bolesti (krupa), što se direktno poklapa sa značenjem 'pojaviti se, nastati (i o bolesti)'.[2001]	
2-10	169-175	javlja	V	VERB	_	_	javljati	1	javljati se	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	U datom kontekstu, 'javljati se' se koristi da opiše pojavu ili nastanak bolesti (krupa), što se direktno poklapa sa značenjem 'pojaviti se, nastati (i o bolesti)'.[2001]	
2-11	176-182	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
2-12	183-184	6	NUM	NUM	_	_	6	_	_	_	_	_	_	_	
2-13	185-191	meseci	N	NOUN	_	_	mesec	_	_	_	ENG30-15209413-n	6	ENG30-09358226-n;ENG30-09358550-n;ENG30-11484975-n;ENG30-15206296-n;ENG30-15207872-n;ENG30-15209413-n	U kontekstu starosti dece, 'mesec' se odnosi na jedan od dvanaest delova kalendarske godine, odnosno vremenski period koji se koristi za merenje starosti.	
2-14	192-193	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
2-15	194-195	5	NUM	NUM	_	_	5	_	_	_	_	_	_	_	
2-16	195-196	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	
2-17	196-197	6	NUM	NUM	_	_	6	_	_	_	_	_	_	_	
2-18	198-204	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U kontekstu rečenice, 'godina' se odnosi na vremenski period od 365 (ili 366) dana, što odgovara značenju pod ID-jem ENG30-15203791-n. To je uobičajena upotreba reči 'godina' kada se govori o starosti dece.	
2-19	204-205	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Poznati fudbaleri, među kojima i srpski defanzivac Branislav Ivanović i holandski napadač Dirk Kojt, učestvovali su u raznim događajima širom sveta.
3-1	205-212	Poznati	A	ADJ	_	_	poznat	_	_	_	ENG30-01375831-a	3	ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	U kontekstu rečenice, 'poznati fudbaleri' se odnosi na fudbalere koji su opšte prihvaćeni i uvaženi od strane javnosti, što odgovara značenju 'opšte prihvaćen i uvažen'.	
3-2	213-222	fudbaleri	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	U kontekstu rečenice, reč 'fudbaleri' se odnosi na sportiste koji igraju fudbal, a ne američki fudbal. Pominjanje srpskog defanzivca i holandskog napadača dodatno potvrđuje da se radi o fudbalu.	
3-3	222-223	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
3-4	224-228	među	PREP	ADP	_	_	među	_	_	_	_	_	_	_	
3-5	229-235	kojima	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
3-6	236-237	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
3-7	238-244	srpski	A	ADJ	http://www.wikidata.org/entity/Q9299	DEMO	srpski	_	_	_	ENG30-02963942-a	1	ENG30-02963942-a	U navedenom kontekstu, reč 'srpski' se odnosi na nacionalnost fudbalera Branislava Ivanovića, što je u skladu sa značenjem koje se odnosi na ljude iz Srbije.	
3-8	245-255	defanzivac	N	NOUN	*	ROLE	defanzivac	_	_	_	DRJ0-236221/0	1	DRJ0-236221/0	U navedenom kontekstu, 'defanzivac' se odnosi na sportistu (fudbalera) koji igra na poziciji koja je primarno usmerena na odbranu, što odgovara definiciji.	
3-9	256-265	Branislav	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Branislav	_	_	_	_	_	_	_	
3-10	266-274	Ivanović	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Ivanović	_	_	_	_	_	_	_	
3-11	275-276	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
3-12	277-286	holandski	A	ADJ	*	DEMO	holandski	_	_	_	ENG30-02960686-a	1	ENG30-02960686-a	U kontekstu rečenice, 'holandski' se koristi da opiše nacionalnost napadača Dirka Kojta, što se direktno odnosi na Holandiju i njene ljude.	
3-13	287-294	napadač	N	NOUN	http://www.wikidata.org/entity/Q280658	ROLE	napadač	_	_	_	ENG30-10663996-n	2	ENG30-00726567-n;ENG30-10663996-n	U kontekstu fudbala, reč 'napadač' se odnosi na igrača u timu čija je primarna uloga postizanje golova i ofanzivna igra, što odgovara značenju 'napadač u fudbalskom timu'.	
3-14	295-299	Dirk	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Dirk	_	_	_	_	_	_	_	
3-15	300-304	Kojt	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Kojt	_	_	_	_	_	_	_	
3-16	304-305	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
3-17	306-317	učestvovali	V	VERB	_	_	učestvovati	_	_	_	ENG30-02375131-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	U kontekstu rečenice, 'učestvovati' znači izvršiti aktivnost ili uzeti učešće u raznim događajima, što se poklapa sa značenjem 'Izvršiti aktivnost ili uzeti učešće; biti uključen'.	
3-18	318-320	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
3-19	321-322	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
3-20	323-329	raznim	A	ADJ	_	_	razni	_	_	_	DRJ0-221334/1а	3	DRJ0-221334/1а.;DRJ0-221334/1б.;DRJ0-221334/2	U rečenici, 'razni događaji' se odnosi na neodređeni broj događaja, što odgovara značenju 'kad se nešto javlja u neodređenom broju, kad je u pitanju više neodređenih pojmova'.	
3-21	330-340	događajima	N	NOUN	_	_	događaj	_	_	_	ENG30-07283608-n	5	ENG30-00029378-n;ENG30-07283608-n;ENG30-07307477-n;ENG30-07447261-n;ENG30-11453860-n	U kontekstu rečenice, 'događaji' se odnose na različite aktivnosti ili zbivanja u kojima su fudbaleri učestvovali, što odgovara opštem značenju 'nešto što se dogodi'.	
3-22	341-346	širom	PREP	ADP	_	_	širom	_	_	_	_	_	_	_	
3-23	347-352	sveta	N	NOUN	_	_	svet	_	_	_	ENG30-09466280-n	5	ENG30-05809878-n;ENG30-07947255-n;ENG30-07965937-n;ENG30-09466280-n;ENG30-09480809-n	U datom kontekstu, 'svet' se odnosi na sve što postoji, odnosno na različite lokacije i događaje širom planete.	
3-24	352-353	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Više od 7000 ljudi otišlo je na premijeru filma u Damasku.
4-1	353-357	Više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U datoj rečenici, 'više' se koristi kao komparativ, označavajući da je broj ljudi koji su otišli na premijeru veći od neke implicitne ili eksplicitne referentne tačke (npr. očekivanog broja ili broja ljudi koji inače posećuju premijere).	
4-2	358-360	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
4-3	361-365	7000	NUM	NUM	_	_	7000	_	_	_	_	_	_	_	
4-4	366-371	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-07942152-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	U kontekstu rečenice, 'ljudi' se odnosi na veliku grupu ljudskih bića koja su prisustvovala premijeri filma, što odgovara definiciji 'Bilo koja grupa ljudskih bića, muškaraca, žena ili dece, zajedno (množina)'.	
4-5	372-378	otišlo	V	VERB	_	_	otići	_	_	_	ENG30-02008396-v	6	ENG30-01848718-v;ENG30-02008396-v;ENG30-02009433-v;ENG30-02383440-v;ENG30-02653862-v;ENG30-02661252-v	U kontekstu rečenice, 'otišlo' znači da se veliki broj ljudi udaljio sa svojih lokacija kako bi prisustvovao premijeri filma, što odgovara značenju 'otići odnekuda'.	
4-6	379-381	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
4-7	382-384	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
4-8	385-394	premijeru	N	NOUN	_	_	premijera	_	_	_	ENG30-06893285-n	1	ENG30-06893285-n	U navedenom kontekstu, reč 'premijera' se odnosi na prvo javno prikazivanje filma, što se poklapa sa definicijom značenja 'prvo javno izvođenje predstave ili filma'.	
4-9	395-400	filma	N	NOUN	_	_	film	_	_	_	ENG30-06613686-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	U kontekstu premijere, reč 'film' se odnosi na oblik zabave koji priča priču kroz niz pokretnih slika.	
4-10	401-402	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
4-11	403-410	Damasku	N	PROPN	http://www.wikidata.org/entity/Q3766	LOC	Damask	_	_	_	_	_	_	_	
4-12	410-411	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Kulminacija je bila ceremonija dodele Kupa devet vrednosti (Nine Values Cup), koji je osvojio fudbalski klub Barselona.
5-1	411-422	Kulminacija	N	NOUN	_	_	kulminacija	_	_	_	ENG30-13940456-n	3	ENG30-06373747-n;ENG30-13940456-n;ENG30-15291199-n	U kontekstu rečenice, kulminacija se odnosi na najviši, odlučujući trenutak događaja, odnosno ceremonije dodele Kupa devet vrednosti, što odgovara značenju 'najviši mogući nivo ili stepen'.	
5-2	423-425	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-3	426-430	bila	V	AUX	_	_	biti	_	_	_	_	_	_	_	
5-4	431-441	ceremonija	N	NOUN	_	_	ceremonija	_	_	_	ENG30-07450842-n	3	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	Ceremonija u kontekstu dodele Kupa devet vrednosti odnosi se na formalan događaj koji se izvodi u posebnoj prilici, odnosno dodeli nagrade.	
5-5	442-448	dodele	N	NOUN	_	_	dodela	_	_	_	NEW_SENSE	1	ENG30-00164579-n	Ponuđeno značenje se odnosi na računarsku terminologiju i dodeljivanje oblasti magnetskog diska, što nije relevantno za kontekst podele nagrade u sportu.	
5-6	449-453	Kupa	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	kup	_	_	_	NEW_SENSE	1	ENG30-01859325-n	Nijedno od ponuđenih značenja ne odgovara kontekstu. U ovom slučaju, 'Kup' se odnosi na sportski trofej ili takmičenje.	
5-7	454-459	devet	NUM	NUM	http://www.wikidata.org/entity/*[3]	WORK[3]	devet	_	_	_	_	_	_	_	
5-8	460-469	vrednosti	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	vrednost	_	_	_	ENG30-05138208-n	5	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-13764342-n	U kontekstu dodele Kupa devet vrednosti, 'vrednost' se odnosi na kvalitet ili principe koji se smatraju poželjnim i važnim, a za koje je klub nagrađen.	
5-9	470-471	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
5-10	471-475	Nine	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Nine	_	_	_	_	_	_	_	
5-11	476-482	Values	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Values	_	_	_	_	_	_	_	
5-12	483-486	Cup	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	cup	_	_	_	_	_	_	_	
5-13	486-487	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
5-14	487-488	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
5-15	489-493	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
5-16	494-496	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-17	497-504	osvojio	V	VERB	_	_	osvojiti	_	_	_	ENG30-01114303-v	2	ENG30-01114303-v;ENG30-02272549-v	U kontekstu rečenice, 'osvojiti' znači savladati konkurenciju i dobiti nagradu (Kup devet vrednosti), što odgovara značenju 'savladati osvajanjem'.	
5-18	505-514	fudbalski	A	ADJ	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	fudbalski	_	_	_	_	_	_	_	
5-19	515-519	klub	N	NOUN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	klub	_	_	_	_	_	_	_	
5-20	520-529	Barselona	N	PROPN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	Barselona	_	_	_	_	_	_	_	
5-21	529-530	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=U junu 2014, kao vođa pokreta, posetio je deveti međunarodni omladinski fudbalski turnir organizovan u znak sećanja na Jurija Andrejeviča Morozova.
6-1	530-531	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
6-2	532-536	junu	N	NOUN	_	_	jun	_	_	_	ENG30-15211806-n	1	ENG30-15211806-n	Rečenica se odnosi na mesec jun u 2014. godini, što odgovara definiciji meseca između maja i jula.	
6-3	537-541	2014	A	ADJ	_	_	2014	_	_	_	NEW_SENSE	0	_	_	
6-4	541-542	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
6-5	543-546	kao	ADV	ADV	_	_	kao	_	_	_	DRJ0-194033/1а	5	DRJ0-194033/1а.;DRJ0-194033/1б.;DRJ0-194033/2а.;DRJ0-194033/2б.;DRJ0-194033/2в.	U ovom kontekstu, 'kao' se koristi ispred imenice 'vođa pokreta' da bi se bliže odredila uloga ili funkcija osobe koja je posetila turnir. Dakle, značenje 1а je najprikladnije.	
6-6	547-551	vođa	N	NOUN	_	_	vođa	_	_	_	ENG30-09623038-n	1	ENG30-09623038-n	U navedenom kontekstu, "vođa pokreta" se odnosi na osobu koja upravlja ili vodi taj pokret, što se direktno poklapa sa definicijom značenja 'Osoba koja upravlja drugima, vodi ili ili isnpiriše'.	
6-7	552-559	pokreta	N	NOUN	_	_	pokret	_	_	_	ENG30-08464601-n	6	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	U kontekstu rečenice, 'pokret' se odnosi na organizovanu grupu ljudi sa zajedničkim ciljevima, što odgovara značenju 'Grupa ljudi koji imaju zejdničku ideologiju i koji zajedno pokušavaju da ostvare određene opšte ciljeve'.	
6-8	559-560	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
6-9	561-568	posetio	V	VERB	_	_	posetiti	_	_	_	ENG30-02487573-v	3	ENG30-01843689-v;ENG30-01844048-v;ENG30-02487573-v	U kontekstu rečenice, "posetiti" znači napraviti kratku posetu turniru, što odgovara značenju 'napraviti kratku posetu'.	
6-10	569-571	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
6-11	572-578	deveti	A	ADJ	_	_	deveti	_	_	_	ENG30-02203249-a	1	ENG30-02203249-a	U rečenici, 'deveti' se koristi da označi redni broj turnira, što odgovara značenju 'dolazi odmah posle osmog i neposredno pre desetog mesta'.	
6-12	579-590	međunarodni	A	ADJ	_	_	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	Turnir je međunarodni jer uključuje učesnike iz različitih nacija ili država.	
6-13	591-601	omladinski	A	ADJ	_	_	omladinski	_	_	_	BILI-00000996	1	BILI-00000996	Reč 'omladinski' se u datom kontekstu odnosi na fudbalski turnir koji je namenjen omladincima, što se direktno poklapa sa značenjem 'koji se odnosi na omladince i omladinke'.	
6-14	602-611	fudbalski	A	ADJ	_	_	fudbalski	_	_	_	DRJ0-187395/0	1	DRJ0-187395/0	Reč 'fudbalski' se u datom kontekstu odnosi na turnir koji je vezan za fudbal, što odgovara definiciji značenja.	
6-15	612-618	turnir	N	NOUN	_	_	turnir	_	_	_	ENG30-07464725-n	1	ENG30-07464725-n	Rečenica opisuje fudbalski turnir, što se direktno uklapa u definiciju sportskog nadmetanja u kome se igra niz utakmica da bi se odredio pobednik.	
6-16	619-630	organizovan	V	VERB	_	_	organizovati	_	_	_	ENG30-00710005-v	5	ENG30-00404642-v;ENG30-00710005-v;ENG30-01651444-v;ENG30-02432530-v;ENG30-02448185-v	U kontekstu rečenice, 'organizovan' se odnosi na planiranje i sprovođenje fudbalskog turnira, što odgovara značenju 'planirati i direktno (složeni poduhvat)'.	
6-17	631-632	u	PREP	ADP	_	_	u	1[730]	u znak[730]	AdpID[730]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	U datom kontekstu, 'u znak sećanja' znači 'kao simbol sećanja', što se poklapa sa značenjem 'kao simbol ili izraz nečega'.[2002]	
6-18	633-637	znak	N	NOUN	_	_	znak	1[730]	u znak[730]	AdpID[730]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	U datom kontekstu, 'u znak sećanja' znači 'kao simbol sećanja', što se poklapa sa značenjem 'kao simbol ili izraz nečega'.[2002]	
6-19	638-645	sećanja	N	NOUN	_	_	sećanje	_	_	_	ENG30-05935060-n	3	ENG30-05761559-n;ENG30-05935060-n;ENG30-05935292-n	U datom kontekstu, 'sećanje' se odnosi na nešto što je zapamćeno, odnosno na uspomenu na Jurija Andrejeviča Morozova, u čiji znak se turnir organizuje.	
6-20	646-648	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
6-21	649-655	Jurija	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Jurij	_	_	_	_	_	_	_	
6-22	656-667	Andrejeviča	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Andrejevič	_	_	_	_	_	_	_	
6-23	668-676	Morozova	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Morozov	_	_	_	_	_	_	_	
6-24	676-677	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Dan fudbala i prijateljstva (Day of Football and Friendship) obeležen je u Nižnjem Novgorodu i Kazanju.
7-1	677-680	Dan	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	dan	_	_	_	ENG30-15157225-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	U kontekstu rečenice, 'dan' se odnosi na dan posvećen obeležavanju fudbala i prijateljstva, što odgovara značenju 'Dan posvećen nekoj posebnoj nameni'.	
7-2	681-688	fudbala	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	fudbal	_	_	_	ENG30-00478262-n	2	ENG30-00468480-n;ENG30-00478262-n	U kontekstu 'Dana fudbala i prijateljstva', reč 'fudbal' se odnosi na sportsku igru, konkretno na fudbalsku utakmicu, a ne na generički pojam bilo koje igre sa loptom.	
7-3	689-690	i	CONJ	CCONJ	http://www.wikidata.org/entity/*[7]	EVENT[7]	i	_	_	_	_	_	_	_	
7-4	691-704	prijateljstva	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	prijateljstvo	_	_	_	ENG30-13931145-n	2	ENG30-04654998-n;ENG30-13931145-n	U kontekstu 'Dana fudbala i prijateljstva', reč 'prijateljstvo' se odnosi na stanje ili odnos između ljudi koji su prijatelji, a ne na nečiju narav.	
7-5	705-706	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
7-6	706-709	Day	F	X	http://www.wikidata.org/entity/*[8]	EVENT[8]	Day	_	_	_	_	_	_	_	
7-7	710-712	of	F	X	http://www.wikidata.org/entity/*[8]	EVENT[8]	of	_	_	_	_	_	_	_	
