#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
2-18	198-204	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	U kontekstu rečenice, 'godina' se odnosi na vremenski period od 365 (ili 366) dana, što je jasno iz konteksta starosti dece.	
2-19	204-205	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Poznati fudbaleri, među kojima i srpski defanzivac Branislav Ivanović i holandski napadač Dirk Kojt, učestvovali su u raznim događajima širom sveta.
3-1	205-212	Poznati	A	ADJ	_	_	poznat	_	_	_	CV0214	5	CV0074;CV0214;ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	*	U kontekstu rečenice, 'poznati' se odnosi na fudbalere koji su čuveni i slavni širom sveta, što odgovara značenju 'o kojem svi ili mnogi znaju'.	
3-2	213-222	fudbaleri	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	*	Kontekst se odnosi na sportiste koji igraju fudbal, a ne američki fudbal, što je jasno iz navođenja srpskog i holandskog igrača, koji su poznati po igranju fudbala.	
3-3	222-223	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
3-4	224-228	među	PREP	ADP	_	_	među	_	_	_	_	0	_	_	_	
3-5	229-235	kojima	PRO	DET	_	_	koji	_	_	_	_	0	_	_	_	
3-6	236-237	i	CONJ	CCONJ	_	_	i	_	_	_	_	0	_	_	_	
3-7	238-244	srpski	A	ADJ	http://www.wikidata.org/entity/Q9299	DEMO	srpski	_	_	_	ENG30-02963942-a	1	ENG30-02963942-a	*	Ciljna reč 'srpski' se odnosi na Branislava Ivanovića, koji je po nacionalnosti Srbin, pa se koristi značenje koje se odnosi na ljude, jezik ili kulturu regiona Srbije.	
3-8	245-255	defanzivac	N	NOUN	http://www.wikidata.org/entity/Q336286	ROLE	defanzivac	_	_	_	CV0801	1	CV0801	*	U kontekstu rečenice, 'defanzivac' se odnosi na fudbalera čiji je zadatak da zaštiti gol svog tima, što je u skladu sa navedenim značenjem.	
3-9	256-265	Branislav	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Branislav	_	_	_	_	0	_	_	_	
3-10	266-274	Ivanović	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Ivanović	_	_	_	_	0	_	_	_	
3-11	275-276	i	CONJ	CCONJ	_	_	i	_	_	_	_	0	_	_	_	
3-12	277-286	holandski	A	ADJ	*	DEMO	holandski	_	_	_	ENG30-02960686-a	1	ENG30-02960686-a	*	Ciljna reč 'holandski' se odnosi na nacionalnost napadača Dirka Kojta, što ukazuje na vezu sa Holandijom i njenim ljudima.	
3-13	287-294	napadač	N	NOUN	http://www.wikidata.org/entity/Q280658	ROLE	napadač	_	_	_	ENG30-10663996-n	2	ENG30-00726567-n;ENG30-10663996-n	*	U kontekstu rečenice, ciljna reč 'napadač' se odnosi na poziciju fudbalera u timu, što odgovara drugom značenju na listi.	
3-14	295-299	Dirk	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Dirk	_	_	_	_	0	_	_	_	
3-15	300-304	Kojt	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Kojt	_	_	_	_	0	_	_	_	
3-16	304-305	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
3-17	306-317	učestvovali	V	VERB	_	_	učestvovati	_	_	_	ENG30-02375131-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	CV	U kontekstu rečenice, reč 'učestvovali' se odnosi na fudbalere koji su bili uključeni u događaje širom sveta, što odgovara značenju 'Izvršiti aktivnost ili uzeti učešće; biti uključen.'	
3-18	318-320	su	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
3-19	321-322	u	PREP	ADP	_	_	u	_	_	_	_	0	_	_	_	
3-20	323-329	raznim	A	ADJ	_	_	razni	_	_	_	DRJ0-221334/1a.	5	CV0009;DRJ0-221334/1a.;DRJ0-221334/1b.;DRJ0-221334/2;MIN0003	CV	Reč 'razni' u ovom kontekstu označava da su fudbaleri učestvovali u događajima koji se javljaju u neodređenom broju širom sveta.	
3-21	330-340	događajima	N	NOUN	_	_	događaj	_	_	_	ENG30-00029378-n	6	CV0008;ENG30-00029378-n;ENG30-07283608-n;ENG30-07307477-n;ENG30-07447261-n;ENG30-11453860-n	CV	Reč 'događaj' se ovde koristi u smislu nečega što se dešava u datom trenutku i na datom mestu, što se odnosi na fudbalske utakmice ili druge manifestacije u kojima učestvuju navedeni fudbaleri.	
3-22	341-346	širom	PREP	ADP	_	_	širom	_	_	_	_	0	_	_	_	
3-23	347-352	sveta	N	NOUN	_	_	svet	_	_	_	ENG30-09466280-n	5	ENG30-05809878-n;ENG30-07947255-n;ENG30-07965937-n;ENG30-09466280-n;ENG30-09480809-n	CV	U ovom kontekstu, 'sveta' se odnosi na sve što postoji na Zemlji, posebno u smislu geografske rasprostranjenosti događaja.	
3-24	352-353	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Više od 7000 ljudi otišlo je na premijeru filma u Damasku.
4-1	353-357	Više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	3	CV0061;ENG30-00099712-b;ENG30-01555133-a	*	U ovom kontekstu, 'više' se koristi za upoređivanje broja ljudi koji su otišli na premijeru filma, što odgovara značenju komparativa od 'mnogo' u većoj meri ili stepenu.	
4-2	358-360	od	PREP	ADP	_	_	od	_	_	_	_	0	_	_	_	
4-3	361-365	7000	NUM	NUM	_	_	7000	_	_	_	_	0	_	_	_	
4-4	366-371	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-07942152-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	*	Reč 'ljudi' u ovom kontekstu označava grupu pojedinaca koji su prisustvovali premijeri filma, što odgovara opštem značenju grupe ljudskih bića.	
4-5	372-378	otišlo	V	VERB	_	_	otići	_	_	_	ENG30-02009433-v	7	ENG30-01848718-v;ENG30-02008396-v;ENG30-02009433-v;ENG30-02383440-v;ENG30-02493030-v;ENG30-02653862-v;ENG30-02661252-v	CV	Reč 'otišlo' u kontekstu rečenice označava kretanje ljudi sa jednog mesta (premijera filma) na drugo, što odgovara značenju 'Otići s nekog mesta'.	
4-6	379-381	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
4-7	382-384	na	PREP	ADP	_	_	na	_	_	_	_	0	_	_	_	
4-8	385-394	premijeru	N	NOUN	_	_	premijera	_	_	_	ENG30-06893285-n	1	ENG30-06893285-n	*	Kontekst se odnosi na prvo javno prikazivanje filma, što odgovara značenju prvog javnog izvođenja filma.	
4-9	395-400	filma	N	NOUN	_	_	film	_	_	_	ENG30-06613686-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	*	Kontekst rečenice govori o premijeri, što ukazuje na zabavni oblik koji predstavlja priču nizom slika, što odgovara definiciji filma kao oblika zabave.	
4-10	401-402	u	PREP	ADP	_	_	u	_	_	_	_	0	_	_	_	
4-11	403-410	Damasku	N	PROPN	http://www.wikidata.org/entity/Q3766	LOC	Damask	_	_	_	_	0	_	_	_	
4-12	410-411	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Kulminacija je bila ceremonija dodele Kupa devet vrednosti (Nine Values Cup), koji je osvojio fudbalski klub Barselona.
5-1	411-422	Kulminacija	N	NOUN	_	_	kulminacija	_	_	_	ENG30-15291199-n	3	ENG30-06373747-n;ENG30-13940456-n;ENG30-15291199-n	*	Kulminacija se ovde odnosi na vrhunac ili najvažniji deo događaja, što se podudara sa završnom klimaktičkom fazom.	
5-2	423-425	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
5-3	426-430	bila	V	AUX	_	_	biti	_	_	_	_	0	_	_	_	
5-4	431-441	ceremonija	N	NOUN	_	_	ceremonija	_	_	_	ENG30-07450842-n	3	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	*	Kontekst se odnosi na formalni događaj, ceremoniju dodjele Kupa devet vrednosti, što odgovara značenju formalnog događaja koji se izvodi u posebnoj prilici.	
5-5	442-448	dodele	N	NOUN	_	_	dodela	_	_	_	ENG30-01083645-n	3	ENG30-00164579-n;ENG30-01083645-n;PS001	*	Kontekst se odnosi na raspoređivanje Kupa devet vrednosti fudbalskom klubu Barselona, što odgovara značenju distribucije prema planu.	
5-6	449-453	Kupa	N	NOUN	http://www.wikidata.org/entity/\*[3]	WORK[3]	kup	_	_	_	CV0012	2	CV0012;ENG30-01859325-n	CV	Kontekst se odnosi na sportsko takmičenje, gde je Barselona osvojila pehar, što odgovara značenju sportskog takmičenja.	
5-7	454-459	devet	NUM	NUM	http://www.wikidata.org/entity/\*[3]	WORK[3]	devet	_	_	_	_	0	_	_	_	
5-8	460-469	vrednosti	N	NOUN	http://www.wikidata.org/entity/\*[3]	WORK[3]	vrednost	_	_	_	ENG30-05138208-n	6	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-05923983-n;ENG30-13764342-n	*	U kontekstu rečenice, 'vrednosti' se odnose na kvalitete ili principa koje neka grupa ili zajednica ceni, što se podudara sa značenjem 'Kvalitet koji čini da je nešto poželjno, vredno ili korisno'.	
5-9	470-471	(	PUNCT	PUNCT	_	_	(	_	_	_	_	0	_	_	_	
5-10	471-475	Nine	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	Nine	_	_	_	_	0	_	_	_	
5-11	476-482	Values	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	Values	_	_	_	_	0	_	_	_	
5-12	483-486	Cup	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	cup	_	_	_	_	0	_	_	_	
5-13	486-487	)	PUNCT	PUNCT	_	_	)	_	_	_	_	0	_	_	_	
5-14	487-488	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
5-15	489-493	koji	PRO	DET	_	_	koji	_	_	_	_	0	_	_	_	
5-16	494-496	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
5-17	497-504	osvojio	V	VERB	_	_	osvojiti	_	_	_	CV0015	3	CV0015;ENG30-01114303-v;ENG30-02272549-v	*	Kontekst se odnosi na dobijanje nagrade (Kupa devet vrednosti) kao rezultat pobede u takmičenju (fudbalskoj utakmici).	
5-18	505-514	fudbalski	A	ADJ	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	fudbalski	_	_	_	_	0	_	*	_	
5-19	515-519	klub	N	NOUN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	klub	_	_	_	_	0	_	*	_	
5-20	520-529	Barselona	N	PROPN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	Barselona	_	_	_	_	0	_	_	_	
5-21	529-530	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=U junu 2014, kao vođa pokreta, posetio je deveti međunarodni omladinski fudbalski turnir organizovan u znak sećanja na Jurija Andrejeviča Morozova.
6-1	530-531	U	PREP	ADP	_	_	u	_	_	_	_	0	_	_	_	
6-2	532-536	junu	N	NOUN	_	_	jun	_	_	_	ENG30-15211806-n	1	ENG30-15211806-n	*	U kontekstu rečenice, 'jun' se odnosi na mesec u godini, što je jasno iz navođenja datuma.	
6-3	537-541	2014	A	ADJ	_	_	2014	_	_	_	_	0	_	_	_	
6-4	541-542	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
6-5	543-546	kao	ADV	ADV	_	_	kao	_	_	_	NEW_SENSE	5	DRJ0-194033/1a.;DRJ0-194033/1b.;DRJ0-194033/2a.;DRJ0-194033/2b.;DRJ0-194033/2v.	*	U ovom kontekstu, 'kao' se koristi da bliže određuje imenicu 'vođa', precizirajući u kojoj ulozi je osoba posetila turnir. | Failed due to hallucination after 3 attempts.	
6-6	547-551	vođa	N	NOUN	_	_	vođa	_	_	_	ENG30-09623038-n	1	ENG30-09623038-n	*	U kontekstu rečenice, 'vođa' se odnosi na osobu koja upravlja ili vodi pokret, što odgovara navedenom značenju.	
6-7	552-559	pokreta	N	NOUN	_	_	pokret	_	_	_	ENG30-08464601-n	6	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	*	Kontekst se odnosi na grupu ljudi sa zajedničkom ideologijom koji rade zajedno da postignu određene ciljeve, što odgovara značenju 'pokreta' kao organizovane grupe sa zajedničkim ciljevima.	
6-8	559-560	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
6-9	561-568	posetio	V	VERB	_	_	posetiti	_	_	_	ENG30-01844048-v	3	ENG30-01843689-v;ENG30-01844048-v;ENG30-02487573-v	*	Kontekst ukazuje na službenu ili zvaničnu posetu, jer je osoba posetila turnir kao vođa pokreta, što sugeriše formalniji karakter posete.	
6-10	569-571	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
6-11	572-578	deveti	A	ADJ	_	_	deveti	_	_	_	ENG30-02203249-a	1	ENG30-02203249-a	*	U ovom kontekstu, 'deveti' se odnosi na redni broj, što ukazuje na poziciju ili mesto u nizu. To je jasno iz konteksta posete međunarodnom omladinskom fudbalskom turniru, gde se 'deveti' odnosi na devetu godinu održavanja turnira.	
6-12	579-590	međunarodni	A	ADJ	_	_	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	*	Kontekst se odnosi na turnir koji uključuje učesnike iz više država, što odgovara značenju koje se tiče ili pripada bar dvema nacijama ili državama.	
6-13	591-601	omladinski	A	ADJ	_	_	omladinski	_	_	_	BILI-00000996	1	BILI-00000996	*	Značenje se odnosi na omladince i omladinke, što je u kontekstu fudbalskog turnira za mlade igrače.	
6-14	602-611	fudbalski	A	ADJ	_	_	fudbalski	_	_	_	DRJ0-187395/0	1	DRJ0-187395/0	*	Reč 'fudbalski' se koristi kao pridjev koji opisuje turnir koji se odnosi na sport fudbal.	
6-15	612-618	turnir	N	NOUN	_	_	turnir	_	_	_	ENG30-07464725-n	1	ENG30-07464725-n	*	Kontekst se odnosi na međunarodni omladinski fudbalski turnir, što je sportsko nadmetanje sa nizom utakmica.	
6-16	619-630	organizovan	V	VERB	_	_	organizovati	_	_	_	ENG30-01651444-v	5	ENG30-00404642-v;ENG30-00710005-v;ENG30-01651444-v;ENG30-02432530-v;ENG30-02448185-v	*	Kontekst se odnosi na međunarodni omladinski fudbalski turnir koji je zahtevao sistematsko planiranje i ujedinjene napore za njegovu realizaciju.	
6-17	631-632	u	PREP	ADP	_	_	u	1[188]	u znak[188]	AdpID[188]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	*[453]	U ovom kontekstu, 'u znak' se koristi kao simbol sećanja na Jurija Andrejeviča Morozova, što odgovara značenju 'Kao simbol nečega'.[2002]	
6-18	633-637	znak	N	NOUN	_	_	znak	1[188]	u znak[188]	AdpID[188]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	*[453]	U ovom kontekstu, 'u znak' se koristi kao simbol sećanja na Jurija Andrejeviča Morozova, što odgovara značenju 'Kao simbol nečega'.[2002]	
6-19	638-645	sećanja	N	NOUN	_	_	sećanje	_	_	_	ENG30-05935060-n	3	ENG30-05761559-n;ENG30-05935060-n;ENG30-05935292-n	*	U ovom kontekstu, 'sećanja' se odnosi na nešto što je zapamćeno, jer se radi o organizovanju turnira u znak sjećanja na nekoga, što ukazuje na to da se neko ili nešto pamti.	
6-20	646-648	na	PREP	ADP	_	_	na	_	_	_	_	0	_	_	_	
6-21	649-655	Jurija	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Jurij	_	_	_	_	0	_	_	_	
6-22	656-667	Andrejeviča	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Andrejevič	_	_	_	_	0	_	_	_	
6-23	668-676	Morozova	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Morozov	_	_	_	_	0	_	_	_	
6-24	676-677	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Dan fudbala i prijateljstva (Day of Football and Friendship) obeležen je u Nižnjem Novgorodu i Kazanju.
7-1	677-680	Dan	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	dan	_	_	_	ENG30-15157225-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	*	U kontekstu rečenice, 'Dan' se odnosi na specifičan datum ili period posvećen nekoj posebnoj svrsi, u ovom slučaju obeležavanju prijateljstva i fudbala.	
7-2	681-688	fudbala	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	fudbal	_	_	_	ENG30-00468480-n	2	ENG30-00468480-n;ENG30-00478262-n	*	U ovom kontekstu, 'fudbal' se odnosi na sport općenito, a ne na specifičnu utakmicu, što je u skladu sa prvim značenjem.	
7-3	689-690	i	CONJ	CCONJ	http://www.wikidata.org/entity/\*[7]	EVENT[7]	i	_	_	_	_	0	_	_	_	
7-4	691-704	prijateljstva	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	prijateljstvo	_	_	_	ENG30-13931145-n	2	ENG30-04654998-n;ENG30-13931145-n	*	U ovom kontekstu, 'prijateljstvo' se odnosi na odnos između prijatelja, što je u skladu sa značenjem 'Stanje onih koji su prijatelji'.	
7-5	705-706	(	PUNCT	PUNCT	_	_	(	_	_	_	_	0	_	_	_	
7-6	706-709	Day	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	Day	_	_	_	_	0	_	_	_	
