#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Zatim se imenuje izvestilac koji će sastaviti mišljenje Komiteta.
6-2	299-303	mora	V	VERB	_	_	morati	_	_	_	*	Ovde 'mora' iskazuje objektivnu nužnost: kapital treba/nužno je da raste da bi se proces održao. Nije reč o nametnutoj obavezi niti o verovatnoći.	http://llod.jerteh.rs/WSD/seDRJ0203172_2	5	gpt-5	DRJ0-203172/1;DRJ0-203172/2;DRJ0-203172/3;DRJ0-203172/4a.;DRJ0-203172/4b.	
6-3	304-306	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	
6-4	307-312	raste	V	VERB	_	_	rasti	_	_	_	*	U ekonomskom kontekstu 'kapital raste' znači da mu se povećava vrednost ili iznos. To odgovara značenju rasta po vrednosti ili do više tačke.	http://llod.jerteh.rs/WSD/seENG3000155143v	6	gpt-5	ENG30-00094460-v;ENG30-00125841-v;ENG30-00155143-v;ENG30-00231557-v;ENG30-02624263-v;ENG30-02627753-v	
6-5	312-313	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
6-6	314-319	inače	PAR	PART	_	_	inače	_	_	_	_	_	_	_	_	_	
6-7	320-325	čitav	A	ADJ	_	_	čitav	_	_	_	*	Označava totalitet: propada ceo, celokupan proces, a ne samo neki njegov deo.	http://llod.jerteh.rs/WSD/seDRJ0190679_1	10	gpt-5	DRJ0-190679/1;DRJ0-190679/2;DRJ0-190679/2a.;DRJ0-190679/2b.;DRJ0-190679/2v.;DRJ0-190679/3;DRJ0-190679/4;DRJ0-190679/5;DRJ0-190679/6;DRJ0-190679/7	
6-8	326-332	proces	N	NOUN	_	_	proces	_	_	_	*	Ovde se misli na ekonomski/proizvodni tok aktivnosti usmeren ka uvećanju kapitala; ako rast izostane, ceo takav ciljano vođen proces propada.	http://llod.jerteh.rs/WSD/seENG3001023820n	4	gpt-5	ENG30-00029677-n;ENG30-01023820-n;ENG30-01182654-n;ENG30-01195867-n	
6-9	333-340	propada	V	VERB	_	_	propadati	_	_	_	*	Ovde se kaže da, ako kapital ne raste, čitav proces doživljava neuspeh i urušava se, tj. propada/raspada se. Zato odgovara značenje ‘propadati ili se raspadati’.	http://llod.jerteh.rs/WSD/seENG3000552815v	1	gpt-5	ENG30-00552815-v	
6-10	340-341	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Najčešće se javlja u jesen.
7-1	342-350	Najčešće	ADV	ADV	_	_	najčešće	_	_	_	*	Označava najviši stepen učestalosti — da se nešto dešava najveći broj puta. U rečenici znači da se pojava najčešće, tj. najviše puta, javlja u jesen.	http://llod.jerteh.rs/WSD/seRSSJ27975_0	1	gpt-5	RSSJ-27975/0	
7-2	351-353	se	PAR	PART	_	_	se	1	*	IRV	*[402]	Označava da neka pojava (npr. bolest ili fenomen) najčešće nastupa/pojavljuje se u jesen, što odgovara značenju 'pojaviti se, nastati'.[2001]	http://llod.jerteh.rs/WSD/seCVMWE0161[2001]	1[2001]	gpt-5	CVMWE-0161[2001]	
7-3	354-360	javlja	V	VERB	_	_	javljati	1	javljati se	IRV	*[402]	Označava da neka pojava (npr. bolest ili fenomen) najčešće nastupa/pojavljuje se u jesen, što odgovara značenju 'pojaviti se, nastati'.[2001]	http://llod.jerteh.rs/WSD/seCVMWE0161[2001]	1[2001]	gpt-5	CVMWE-0161[2001]	
7-4	361-362	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
7-5	363-368	jesen	N	NOUN	_	_	jesen	_	_	_	*	Ovde 'jesen' označava godišnje doba; rečenica kaže da se nešto najčešće javlja tokom jeseni.	http://llod.jerteh.rs/WSD/seENG3015236859n	1	gpt-5	ENG30-15236859-n	
7-6	368-369	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Putna mreža u Irskoj usmerena je prvenstveno na Dablin.
8-1	370-375	Putna	A	ADJ	_	_	putni	1[183]	putna mreža[183]	NID[183]	*[403]	Izraz označava skup saobraćajnica na teritoriji Irske koji je organizaciono usmeren ka Dablinu. To odgovara definiciji skupa puteva na određenoj teritoriji.[2002]	http://llod.jerteh.rs/WSD/seLLM0213[2002]	1[2002]	gpt-5	LLM-0213[2002]	
8-2	376-381	mreža	N	NOUN	_	_	mreža	1[183]	putna mreža[183]	NID[183]	*[403]	Izraz označava skup saobraćajnica na teritoriji Irske koji je organizaciono usmeren ka Dablinu. To odgovara definiciji skupa puteva na određenoj teritoriji.[2002]	http://llod.jerteh.rs/WSD/seLLM0213[2002]	1[2002]	gpt-5	LLM-0213[2002]	
8-3	382-383	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
8-4	384-390	Irskoj	N	PROPN	http://www.wikidata.org/entity/Q27	LOC	Irska	_	_	_	_	_	_	_	_	_	
8-5	391-399	usmerena	V	VERB	_	_	usmeriti	_	_	_	*	Ovde 'usmerena' znači da je putna mreža orijentisana tako da pravci vode ka Dablinu, tj. određuje se pravac kretanja prema tom centru.	http://llod.jerteh.rs/WSD/seENG3001931768v	6	gpt-5	ENG30-00713015-v;ENG30-00749376-v;ENG30-01150559-v;ENG30-01931768-v;ENG30-01951480-v;ENG30-02387034-v	
8-6	400-402	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
8-7	403-414	prvenstveno	ADV	ADV	_	_	prvenstveno	_	_	_	*	Ovde 'prvenstveno' znači 'najvećim delom' ili 'uglavnom' — putna mreža je pretežno usmerena ka Dablinu.	http://llod.jerteh.rs/WSD/seENG3000073897b	1	gpt-5	ENG30-00073897-b	
8-8	415-417	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	
8-9	418-424	Dablin	N	PROPN	http://www.wikidata.org/entity/Q1761	LOC	Dablin	_	_	_	_	_	_	_	_	_	
8-10	424-425	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Sve kandidate mora odobriti Savet čuvara.
9-1	426-429	Sve	PRO	DET	_	_	sav	_	_	_	_	_	_	_	_	_	
9-2	430-439	kandidate	N	NOUN	_	_	kandidat	_	_	_	*	Rečenica govori o kandidatima koje mora odobriti Savet čuvara, što upućuje na osobe koje se kandiduju za javnu funkciju, tj. političare u izbornoj trci.	http://llod.jerteh.rs/WSD/seENG3009889691n	1	gpt-5	ENG30-09889691-n	
9-3	440-444	mora	V	VERB	_	_	morati	_	_	_	*	Rečenica izražava obavezu propisanu pravilom: Savet čuvara je obavezan da odobri sve kandidate. To je deontičko značenje moranja (prisila/obaveza da se učini nešto).	http://llod.jerteh.rs/WSD/seDRJ0203172_1	5	gpt-5	DRJ0-203172/1;DRJ0-203172/2;DRJ0-203172/3;DRJ0-203172/4a.;DRJ0-203172/4b.	
9-4	445-453	odobriti	V	VERB	_	_	odobriti	_	_	_	*	U kontekstu izborne procedure, Savet čuvara formalno daje dozvolu kandidatima da učestvuju. To je akt odobrenja/izdavanja dozvole, a ne samo mišljenje ili opšte dopuštanje.	http://llod.jerteh.rs/WSD/seENG3000806049v	5	gpt-5	ENG30-00673983-v;ENG30-00802946-v;ENG30-00806049-v;ENG30-02255462-v;ENG30-02447793-v	
9-5	454-459	Savet	N	NOUN	http://www.wikidata.org/entity/Q828689[1]	ORG[1]	savet	_	_	_	*	Ovde 'Savet' označava formalno telo (npr. Savet čuvara) koje vrši administrativnu funkciju odobravanja kandidata.	http://llod.jerteh.rs/WSD/seENG3008310949n	4	gpt-5	ENG30-06650701-n;ENG30-06671484-n;ENG30-08309409-n;ENG30-08310949-n	
9-6	460-466	čuvara	N	NOUN	http://www.wikidata.org/entity/Q828689[1]	ORG[1]	čuvar	_	_	_	*	U izrazu „Savet čuvara” „čuvar” znači nadzornik/guardian koji budno motri i odlučuje (npr. odobrava kandidate), a ne fizički čuvar zgrada, poseda ili životinja. Ovo najpreciznije odgovara opštem, nadzornom značenju.	http://llod.jerteh.rs/WSD/seENG3010770059n	3	gpt-5	ENG30-09614684-n;ENG30-09984298-n;ENG30-10770059-n	
9-7	466-467	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Valentinijan je pronađen obešen u svojoj palati u Vjenu.
10-1	468-480	Valentinijan	N	PROPN	http://www.wikidata.org/entity/Q46846	PERS	Valentinijan	_	_	_	_	_	_	_	_	_	
10-2	481-483	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
10-3	484-492	pronađen	V	VERB	_	_	pronaći	_	_	_	*	Ovde 'pronađen' znači da je Valentinijan lociran/otkriven na određenom mestu—obešen u svojoj palati—što odgovara otkrivanju ili određivanju lokacije.	http://llod.jerteh.rs/WSD/seENG3002286204v	5	gpt-5	ENG30-00618878-v;ENG30-00721437-v;ENG30-01637982-v;ENG30-02197781-v;ENG30-02286204-v	
10-4	493-499	obešen	A	ADJ	_	_	obešen	_	_	_	*	Ovde znači da je Valentinijan pronađen mrtav od vešanja, tj. hanged. Pridev 'obešen' označava osobu lišenu života vešanjem.	http://llod.jerteh.rs/WSD/seRSSJ31429_0	1	gpt-5	RSSJ-31429/0	
10-5	500-501	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
10-6	502-508	svojoj	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	_	
10-7	509-515	palati	N	NOUN	_	_	palata	_	_	_	*	Ovde se „palata“ odnosi na njegovu raskošnu rezidenciju, tj. veliku i impozantnu kuću; ne implicira utvrđenje (dvorac) niti tipičnu vilu.	http://llod.jerteh.rs/WSD/seENG3003719053n	3	gpt-5	ENG30-02980441-n;ENG30-03719053-n;ENG30-03878066-n	
10-8	516-517	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
10-9	518-523	Vjenu	N	PROPN	http://www.wikidata.org/entity/Q26849	LOC	Vjen	_	_	_	_	_	_	_	_	_	
10-10	523-524	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Devedesetih godina XX veka počela je da piše za decu.
11-1	525-536	Devedesetih	A	ADJ	_	_	devedeseti	_	_	_	*	U izrazu 'devedesetih godina' reč označava deceniju (1990-e) kao ordinalni oblik od broja devedeset, tj. redni broj prema osnovnom broju devedeset.	http://llod.jerteh.rs/WSD/seDRJ0235368_0	1	gpt-5	DRJ0-235368/0	
11-2	537-543	godina	N	NOUN	_	_	godina	_	_	_	*	Izraz „devedesetih godina XX veka” odnosi se na kalendarske godine 1990–1999, tj. na godine računane od 1. januara do 31. decembra po Gregorijanskom kalendaru.	http://llod.jerteh.rs/WSD/seENG3015202634n	5	gpt-5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	
11-3	544-546	XX	RN	NUM	_	_	XX	_	_	_	_	_	_	_	_	_	
11-4	547-551	veka	N	NOUN	_	_	vek	_	_	_	*	U izrazu 'XX veka' reč 'vek' označava 20. vek, odnosno vremenski period od sto godina.	http://llod.jerteh.rs/WSD/seENG3015205532n	3	gpt-5	ENG30-15140744-n;ENG30-15140892-n;ENG30-15205532-n	
11-5	552-558	počela	V	VERB	_	_	početi	_	_	_	*	Označava započinjanje radnje pisanja („počela je da piše”), tj. preduzimanje prvih koraka u toj aktivnosti.	http://llod.jerteh.rs/WSD/seENG3000345761v	8	gpt-5	ENG30-00345761-v;ENG30-01070777-v;ENG30-02379528-v;ENG30-02600948-v;ENG30-02608347-v;ENG30-02608823-v;ENG30-02609203-v;ENG30-02679227-v	
11-6	559-561	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
11-7	562-564	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	
11-8	565-569	piše	V	VERB	_	_	pisati	_	_	_	*	Izraz 'pisati za decu' označava stvaranje književnih dela namenjenih deci, što odgovara značenju 'proizvoditi literarno delo'.	http://llod.jerteh.rs/WSD/seENG3001698271v	8	gpt-5	ENG30-00993014-v;ENG30-01007027-v;ENG30-01031256-v;ENG30-01031966-v;ENG30-01691057-v;ENG30-01692834-v;ENG30-01698271-v;ENG30-01705494-v	
11-9	570-572	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	_	
11-10	573-577	decu	N	NOUN	_	_	deca	_	_	_	*	U izrazu 'piše za decu' misli se na mlade osobe koje još nisu odrasle, tj. na čitalačku publiku od najmlađih do predtinejdžerskog uzrasta. To odgovara opštem značenju 'ljudi u ranom uzrastu života'.	http://llod.jerteh.rs/WSD/seDRS0457358_0.0	3	gpt-5	DRS0-457358/0.0;DRS0-457359/0.0;ENG30-09917593-n	
11-11	577-578	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=To će verovatno biti prva parazitska bolest koja će biti iskorenjena na globalnom nivou.
12-1	579-581	To	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	_	
12-2	582-584	će	V	AUX	_	_	hteti	_	_	_	_	_	_	_	_	_	
12-3	585-594	verovatno	ADV	ADV	_	_	verovatno	_	_	_	*	Reč 'verovatno' ovde izražava visoku verovatnoću i priličnu sigurnost u prognozu da će to biti prva takva bolest iskorenjena globalno.	http://llod.jerteh.rs/WSD/seENG3000138611b	3	gpt-5	ENG30-00053952-b;ENG30-00138611-b;ENG30-00296131-b	
12-4	595-599	biti	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	
12-5	600-604	prva	A	ADJ	_	_	prvi	_	_	_	*	U rečenici 'prva' znači da će ta parazitska bolest vremenski prethoditi svim ostalima koje bi mogle biti iskorenjene. Dakle, odnosi se na prvenstvo u vremenu.	http://llod.jerteh.rs/WSD/seENG3001012855a	7	gpt-5	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a;ENG30-02202047-a	
12-6	605-615	parazitska	A	ADJ	_	_	parazitski	1[184]	parazitska bolest[184]	NID[184]	*[404]	U kontekstu se govori o bolesti uzrokovanoj parazitima koja bi mogla biti iskorenjena globalno, što odgovara definiciji infektivne bolesti koju uzrokuju ili prenose paraziti.[2003]	http://llod.jerteh.rs/WSD/seCVMWE0278[2003]	1[2003]	gpt-5	CVMWE-0278[2003]	
12-7	616-622	bolest	N	NOUN	_	_	bolest	1[184]	parazitska bolest[184]	NID[184]	*[404]	U kontekstu se govori o bolesti uzrokovanoj parazitima koja bi mogla biti iskorenjena globalno, što odgovara definiciji infektivne bolesti koju uzrokuju ili prenose paraziti.[2003]	http://llod.jerteh.rs/WSD/seCVMWE0278[2003]	1[2003]	gpt-5	CVMWE-0278[2003]	
12-8	623-627	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	_	
12-9	628-630	će	V	AUX	_	_	hteti	_	_	_	_	_	_	_	_	_	
12-10	631-635	biti	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	
12-11	636-647	iskorenjena	V	VERB	_	_	iskoreniti	_	_	_	*	Ovde „iskoreniti” znači potpuno eliminisati bolest na globalnom nivou, tj. uništiti je do korena. To odgovara značenju potpune eradikacije.	http://llod.jerteh.rs/WSD/seENG3001662118v	4	gpt-5	ENG30-00402661-v;ENG30-00462092-v;ENG30-00470701-v;ENG30-01662118-v	
12-12	648-650	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	
