#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Mnogo je siromaštva i nezaposlenosti.
3-12	165-168	sin	N	NOUN	_	_	sin	_	_	_	*[369]|*[370]	simple_wsd - ENG30-13787379-n:0.8539::odnos naspramne stranice i hipotenuze u pravouglom trouglu - ENG30-10624074-n:0.8213::Muški potomak čoveka.	http://llod.jerteh.rs/WSD/seENG3013787379n	2	tesla_wsd	ENG30-10624074-n;ENG30-13787379-n	
3-13	169-174	vrati	V	VERB	_	_	vratiti	1	vratiti se	IRV	*[369]	simple_wsd - CVMWE-0499:0.8995::ponovo se baviti nečim nakon izvesnog prekida, prihvatiti ponovo ono što se napustilo, doći ponovo u ranije stanje, na … - CVMWE-0498:0.7720::doći ponovo onamo odakle se pošlo - ENG30-02004874-v:0.6430::Doći nazad na mesto gde se ranije već bilo, ili se vratiti prethodnoj aktivnosti.[2000]	http://llod.jerteh.rs/WSD/seCVMWE0499[2000]	3[2000]	tesla_wsd	CVMWE-0498;CVMWE-0499;ENG30-02004874-v[2000]	
3-14	174-175	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Govoreći o naslovu i konceptu albuma, Gaga je objasnila: „Slava govori o tome kako se svako može osećati slavnim.“
4-1	175-183	Govoreći	V	VERB	_	_	govoriti	_	_	_	*	simple_wsd - ENG30-00921300-v:0.7811::Biti signal za nešto ili simptom nečega. - ENG30-00962447-v:0.7732::Razmenjivati misli, pričati sa nekim. - ENG30-00963570-v:0.7006::Koristiti se jezikom.	http://llod.jerteh.rs/WSD/seENG3000921300v	6	tesla_wsd	ENG30-00593852-v;ENG30-00921300-v;ENG30-00941990-v;ENG30-00962447-v;ENG30-00963570-v;ENG30-00989201-v	
4-2	184-185	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	_	_	
4-3	186-193	naslovu	N	NOUN	_	_	naslov	_	_	_	*	simple_wsd - ENG30-06343520-n:0.8575::ime umetničkog dela ili književnog sastava itd. - ENG30-06405699-n:0.8168::Slova upisana na nečemu (posebno izrezbarena ili ugravirana). - ENG30-04073208-n:0.8152::roba koja je proizvedena za prodaju ili javno prikazivanje (posebno za ploče i filomove)	http://llod.jerteh.rs/WSD/seENG3006343520n	7	tesla_wsd	ENG30-04073208-n;ENG30-06343520-n;ENG30-06343971-n;ENG30-06344461-n;ENG30-06346461-n;ENG30-06405699-n;ENG30-06783768-n	
4-4	194-195	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
4-5	196-204	konceptu	N	NOUN	_	_	koncept	_	_	_	*	simple_wsd - ENG30-05835747-n:0.8948::Apstraktna ili opšta ideja koja je izvedena iz specifičnih slučajeva. - ENG30-03179318-n:0.8115::preliminarna skica koja ukazuje na plan za nešto - ENG30-06390962-n:0.7958::preliminarna verzija pisanog dela	http://llod.jerteh.rs/WSD/seENG3005835747n	3	tesla_wsd	ENG30-03179318-n;ENG30-05835747-n;ENG30-06390962-n	
4-6	205-211	albuma	N	NOUN	_	_	album	_	_	_	*	simple_wsd - ENG30-06591815-n:0.9861::Jedan ili više audio zapisa izdatih zajedno; na početku je to bilo na 12-to inčnoj ploči koja je imala atraktivan omot,… - ENG30-02695079-n:0.5638::knjiga belih stranica sa džepovima ili kovertama; za organizovanje zbirki fotografija ili maraka	http://llod.jerteh.rs/WSD/seENG3006591815n	2	tesla_wsd	ENG30-02695079-n;ENG30-06591815-n	
4-7	211-212	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
4-8	213-217	Gaga	N	PROPN	http://www.wikidata.org/entity/Q19848	PERS	Gaga	_	_	_	_	_	_	_	_	_	
4-9	218-220	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
4-10	221-230	objasnila	V	VERB	_	_	objasniti	_	_	_	*	simple_wsd - ENG30-00957378-v:0.8524::proizvesti definiciju za značenje koje reči - ENG30-00893435-v:0.8421::služiti kao razlog ili uzrok ili opravdanje - ENG30-02607432-v:0.7984::biti jedini ili glavni faktor u postojanju, sticanju, snabdevanju ili odlaganju nečega	http://llod.jerteh.rs/WSD/seENG3000957378v	8	tesla_wsd	ENG30-00867644-v;ENG30-00893435-v;ENG30-00896141-v;ENG30-00938247-v;ENG30-00939277-v;ENG30-00957378-v;ENG30-01033189-v;ENG30-02607432-v	
4-11	230-231	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	_	
4-12	232-233	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	
4-13	233-238	Slava	N	NOUN	_	_	slava	_	_	_	*	simple_wsd - BILI-00001022:0.8050::Dan sveca zaštitnika, svetkovina i kult predaka. - ENG30-14438898-n:0.7961::povoljna javna reputacija - ENG30-14437386-n:0.7959::Stanje ili kvalitet nekoga ko je poštovan i priznat.	http://llod.jerteh.rs/WSD/seBILI00001022	4	tesla_wsd	BILI-00001022;ENG30-14437134-n;ENG30-14437386-n;ENG30-14438898-n	
4-14	239-245	govori	V	VERB	_	_	govoriti	_	_	_	*	simple_wsd - ENG30-00921300-v:0.8072::Biti signal za nešto ili simptom nečega. - ENG30-00962447-v:0.7990::Razmenjivati misli, pričati sa nekim. - ENG30-00963570-v:0.7401::Koristiti se jezikom.	http://llod.jerteh.rs/WSD/seENG3000921300v	6	tesla_wsd	ENG30-00593852-v;ENG30-00921300-v;ENG30-00941990-v;ENG30-00962447-v;ENG30-00963570-v;ENG30-00989201-v	
4-15	246-247	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	_	_	
4-16	248-252	tome	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	_	
4-17	253-257	kako	CONJ	SCONJ	_	_	kako	_	_	_	_	_	_	_	_	_	
4-18	258-260	se	PAR	PART	_	_	se	1	*	IRV	*[371]	simple_wsd - ENG30-01826184-v:0.8839::Imati naklonost ka nečemu ili nekoj aktivnosti. - CVMWE-0269:0.8563::biti prožet osećanjem nečega[2001]	http://llod.jerteh.rs/WSD/seENG3001826184v[2001]	2[2001]	tesla_wsd	CVMWE-0269;ENG30-01826184-v[2001]	
4-19	261-266	svako	PRO	PRON	_	_	svako	_	_	_	*[371]	_	_	_	_	_	
4-20	267-271	može	V	VERB	_	_	moći	_	_	_	*[371]|*[372]	simple_wsd - ENG30-02523221-v:0.7327::Istrajati ili uspevati.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	tesla_wsd	ENG30-02523221-v	
4-21	272-279	osećati	V	VERB	_	_	osećati	1	osećati se	IRV	*[371]	simple_wsd - ENG30-01826184-v:0.8839::Imati naklonost ka nečemu ili nekoj aktivnosti. - CVMWE-0269:0.8563::biti prožet osećanjem nečega[2001]	http://llod.jerteh.rs/WSD/seENG3001826184v[2001]	2[2001]	tesla_wsd	CVMWE-0269;ENG30-01826184-v[2001]	
4-22	280-287	slavnim	A	ADJ	_	_	slavan	_	_	_	*	simple_wsd - ENG30-01375831-a:0.7952::opšte prihvaćen i uvažen - ENG30-01121402-a:0.7525::koji ima slavnu prošlost	http://llod.jerteh.rs/WSD/seENG3001375831a	2	tesla_wsd	ENG30-01121402-a;ENG30-01375831-a	
4-23	287-288	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	
4-24	288-289	“	SENT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	

#Text=U roku od pet sati 10 bojnih brodova, pet ratnih krstarica, četiri lake krstarice i 32 torpedna čamca potonuli su u Skapa Flouu.
5-1	289-290	U	PREP	ADP	_	_	u	1[153]	u roku od[153]	AdpID[153]	*[373]	simple_wsd - LLM-0287:0.7930::Unutar definisanog vremenskog perioda.[2002]	http://llod.jerteh.rs/WSD/seLLM0287[2002]	1[2002]	tesla_wsd	LLM-0287[2002]	
5-2	291-295	roku	N	NOUN	_	_	rok	1[153]	u roku od[153]	AdpID[153]	*[373]	simple_wsd - LLM-0287:0.7930::Unutar definisanog vremenskog perioda.[2002]	http://llod.jerteh.rs/WSD/seLLM0287[2002]	1[2002]	tesla_wsd	LLM-0287[2002]	
5-3	296-298	od	PREP	ADP	_	_	od	1[153]	u roku od[153]	AdpID[153]	*[373]	simple_wsd - LLM-0287:0.7930::Unutar definisanog vremenskog perioda.[2002]	http://llod.jerteh.rs/WSD/seLLM0287[2002]	1[2002]	tesla_wsd	LLM-0287[2002]	
5-4	299-302	pet	NUM	NUM	_	_	pet	_	_	_	_	_	_	_	_	_	
5-5	303-307	sati	N	NOUN	_	_	sat	_	_	_	*	simple_wsd - ENG30-15227846-n:0.7824::period vremena koji iznosi 1/24 dana - ENG30-03046257-n:0.7039::uređaj koji pokazuje doba dana - ENG30-15228378-n:0.6996::vreme po časovniku	http://llod.jerteh.rs/WSD/seENG3015227846n	3	tesla_wsd	ENG30-03046257-n;ENG30-15227846-n;ENG30-15228378-n	
5-6	308-310	10	NUM	NUM	_	_	10	_	_	_	_	_	_	_	_	_	
5-7	311-317	bojnih	A	ADJ	_	_	bojni	2[154]	bojni brod[154]	NID[154]	*[374]	simple_wsd - CVMWE-0026:0.8584::veliki, teško oklopljeni ratni brod sa glavnom baterijom koja se sastoji od topova velikog kalibra, dizajniranih da slu… - ENG30-02812201-n:0.7404::veliki i teško naoružan vojni brod[2003]	http://llod.jerteh.rs/WSD/seCVMWE0026[2003]	2[2003]	tesla_wsd	CVMWE-0026;ENG30-02812201-n[2003]	
5-8	318-325	brodova	N	NOUN	_	_	brod	2[154]	bojni brod[154]	NID[154]	*[374]	simple_wsd - CVMWE-0026:0.8584::veliki, teško oklopljeni ratni brod sa glavnom baterijom koja se sastoji od topova velikog kalibra, dizajniranih da slu… - ENG30-02812201-n:0.7404::veliki i teško naoružan vojni brod[2003]	http://llod.jerteh.rs/WSD/seCVMWE0026[2003]	2[2003]	tesla_wsd	CVMWE-0026;ENG30-02812201-n[2003]	
5-9	325-326	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
5-10	327-330	pet	NUM	NUM	_	_	pet	_	_	_	_	_	_	_	_	_	
5-11	331-337	ratnih	A	ADJ	_	_	ratni	3[155]	ratna krstarica[155]	NID[155]	*[375]	simple_wsd - CVMWE-0377:0.5572::podklasa bojnog broda, sa istim naoružanjem i istog izgleda kao bojni brodovi, ali sa većom brzinom i tanjim oklopom[2004]	http://llod.jerteh.rs/WSD/seCVMWE0377[2004]	1[2004]	tesla_wsd	CVMWE-0377[2004]	
5-12	338-347	krstarica	N	NOUN	_	_	krstarica	3[155]	ratna krstarica[155]	NID[155]	*[375]	simple_wsd - CVMWE-0377:0.5572::podklasa bojnog broda, sa istim naoružanjem i istog izgleda kao bojni brodovi, ali sa većom brzinom i tanjim oklopom[2004]	http://llod.jerteh.rs/WSD/seCVMWE0377[2004]	1[2004]	tesla_wsd	CVMWE-0377[2004]	
5-13	347-348	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
5-14	349-355	četiri	NUM	NUM	_	_	četiri	_	_	_	_	_	_	_	_	_	
5-15	356-360	lake	A	ADJ	_	_	lak	4[156]	laka krstarica[156]	NID[156]	*[376]	simple_wsd - CVMWE-0190:0.8044::tip malog bojnog broda ili bojnog broda srednje veličine[2005]	http://llod.jerteh.rs/WSD/seCVMWE0190[2005]	1[2005]	tesla_wsd	CVMWE-0190[2005]	
5-16	361-370	krstarice	N	NOUN	_	_	krstarica	4[156]	laka krstarica[156]	NID[156]	*[376]	simple_wsd - CVMWE-0190:0.8044::tip malog bojnog broda ili bojnog broda srednje veličine[2005]	http://llod.jerteh.rs/WSD/seCVMWE0190[2005]	1[2005]	tesla_wsd	CVMWE-0190[2005]	
5-17	371-372	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
5-18	373-375	32	NUM	NUM	_	_	32	_	_	_	_	_	_	_	_	_	
5-19	376-384	torpedna	A	ADJ	_	_	torpedni	5[157]	torpedni čamac[157]	NID[157]	*[377]	simple_wsd - CVMWE-0455:0.7770::elativno mali i brz pomorski brod dizajniran da nosi torpeda u bitku[2006]	http://llod.jerteh.rs/WSD/seCVMWE0455[2006]	1[2006]	tesla_wsd	CVMWE-0455[2006]	
5-20	385-390	čamca	N	NOUN	_	_	čamac	5[157]	torpedni čamac[157]	NID[157]	*[377]	simple_wsd - CVMWE-0455:0.7770::elativno mali i brz pomorski brod dizajniran da nosi torpeda u bitku[2006]	http://llod.jerteh.rs/WSD/seCVMWE0455[2006]	1[2006]	tesla_wsd	CVMWE-0455[2006]	
5-21	391-399	potonuli	V	VERB	_	_	potonuti	_	_	_	*	simple_wsd - ENG30-01985923-v:0.8824::pasti ili se spustiti na niže mesto ili nivo - ENG30-00432839-v:0.8125::iznenada se sručiti; upadljivo opadati - ENG30-01971929-v:0.8081::spustiti se na neko meko mesto	http://llod.jerteh.rs/WSD/seENG3001985923v	3	tesla_wsd	ENG30-00432839-v;ENG30-01971929-v;ENG30-01985923-v	
5-22	400-402	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
5-23	403-404	u	N	PROPN	_	_	Skapa	_	_	_	_	_	_	_	_	_	
5-24	405-410	Skapa	V	VERB	http://www.wikidata.org/entity/Q213965[1]	LOC[1]	skapati	_	_	_	*	simple_wsd - DRJ0-176066/0:0.8278::stradati, izgubiti život, umreti odn. uginuti od gladi, žeđi, zime i sl.:	http://llod.jerteh.rs/WSD/seDRJ0176066_0	1	tesla_wsd	DRJ0-176066/0	
5-25	411-416	Flouu	N	PROPN	http://www.wikidata.org/entity/Q213965[1]	LOC[1]	Flou	_	_	_	_	_	_	_	_	_	
5-26	416-417	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Car nije bio voljan da to razmotri.
6-1	417-420	Car	N	NOUN	http://www.wikidata.org/entity/Q187587	ROLE	car	_	_	_	*	simple_wsd - ENG30-02278839-n:0.9183::veliki leptir bogatih boja - ENG30-02301935-n:0.8526::veliki moljac umerenih šuma Evroazije sa providnim krilima sa velikim krljuštima	http://llod.jerteh.rs/WSD/seENG3002278839n	2	tesla_wsd	ENG30-02278839-n;ENG30-02301935-n	
6-2	421-425	nije	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
6-3	426-429	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	
6-4	430-436	voljan	A	ADJ	_	_	voljan	_	_	_	*	simple_wsd - ENG30-02564986-a:0.9228::Nastrojen prema nečemu.	http://llod.jerteh.rs/WSD/seENG3002564986a	1	tesla_wsd	ENG30-02564986-a	
6-5	437-439	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	
6-6	440-442	to	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	_	
6-7	443-451	razmotri	V	VERB	_	_	razmotriti	_	_	_	*	simple_wsd - ENG30-00734054-v:0.9160::uzeti u obzir u svrhu ilustracije - ENG30-00813044-v:0.9141::pažljivo o nečemu razmišljati; vagati - ENG30-02166460-v:0.8425::Razmotriti pažljivo.	http://llod.jerteh.rs/WSD/seENG3000734054v	3	tesla_wsd	ENG30-00734054-v;ENG30-00813044-v;ENG30-02166460-v	
6-8	451-452	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Stoga će svaka potraga za dokazima u korist hipoteze verovatno uspeti.
7-1	452-457	Stoga	ADV	ADV	_	_	stoga	_	_	_	*	simple_wsd - ENG30-00043003-b:0.8683::(koristi se za uvođenje logičkog zaključka) iz te činjenice ili razloga ili kao rezultat - ENG30-00062857-b:0.7895::(veznici rečenica) zbog navedenog razloga - ENG30-00294459-b:0.6670::kao posljedica	http://llod.jerteh.rs/WSD/seENG3000043003b	3	tesla_wsd	ENG30-00043003-b;ENG30-00062857-b;ENG30-00294459-b	
7-2	458-460	će	V	AUX	_	_	hteti	_	_	_	_	_	_	_	_	_	
7-3	461-466	svaka	PRO	DET	_	_	svaki	_	_	_	_	_	_	_	_	_	
7-4	467-474	potraga	N	NOUN	_	_	potraga	_	_	_	*	simple_wsd - ENG30-00945401-n:0.7684::Čin pomnog razgledanja da bi se našlo nešto ili neko. - ENG30-05770058-n:0.7253::Ispitivanje alternativnih pretpostavki.	http://llod.jerteh.rs/WSD/seENG3000945401n	2	tesla_wsd	ENG30-00945401-n;ENG30-05770058-n	
7-5	475-477	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	_	
7-6	478-486	dokazima	N	NOUN	_	_	dokaz	_	_	_	*	simple_wsd - ENG30-00153961-n:0.8610::čin potvrđivanja; pronalaženje ili testiranje istinitosti nečega - ENG30-05819149-n:0.8563::činjenica koja logički opravdava neku pretpostavku ili zaključak - ENG30-06643763-n:0.8103::dokaz koji pomaže u rešavanju problema	http://llod.jerteh.rs/WSD/seENG3000153961n	6	tesla_wsd	ENG30-00153961-n;ENG30-05819149-n;ENG30-05824739-n;ENG30-06643408-n;ENG30-06643763-n;ENG30-06732710-n	
7-7	487-488	u	PREP	ADP	_	_	u	1[158]	u korist[158]	AdpID[158]	*[378]	simple_wsd - LLM-0274:0.7818::U nečiju prednost; za dobrobit nekoga ili nečega.[2007]	http://llod.jerteh.rs/WSD/seLLM0274[2007]	1[2007]	tesla_wsd	LLM-0274[2007]	
7-8	489-495	korist	N	NOUN	_	_	korist	1[158]	u korist[158]	AdpID[158]	*[378]	simple_wsd - LLM-0274:0.7818::U nečiju prednost; za dobrobit nekoga ili nečega.[2007]	http://llod.jerteh.rs/WSD/seLLM0274[2007]	1[2007]	tesla_wsd	LLM-0274[2007]	
