#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
2-17	196-197	6	NUM	NUM	_	_	6	_	_	_	_	_	_	0	_	_	
2-18	198-204	godina	N	NOUN	_	_	godina	_	_	_	*	jedinica mere vremena	http://llod.jerteh.rs/WSD/seENG3015203791n	5	Llama4_simple	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	
2-19	204-205	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Poznati fudbaleri, među kojima i srpski defanzivac Branislav Ivanović i holandski napadač Dirk Kojt, učestvovali su u raznim događajima širom sveta.
3-1	205-212	Poznati	A	ADJ	_	_	poznat	_	_	_	*	oznaka za: identifikovan sa sigurnošću	http://llod.jerteh.rs/WSD/seENG3001375174a	3	Llama4_simple	ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	
3-2	213-222	fudbaleri	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	*	fudbaler kao sportista koji igra fudbal	http://llod.jerteh.rs/WSD/seENG3010618342n	2	Llama4_simple	ENG30-10101634-n;ENG30-10618342-n	
3-3	222-223	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	0	_	_	
3-4	224-228	među	PREP	ADP	_	_	među	_	_	_	_	_	_	0	_	_	
3-5	229-235	kojima	PRO	DET	_	_	koji	_	_	_	_	_	_	0	_	_	
3-6	236-237	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	0	_	_	
3-7	238-244	srpski	A	ADJ	http://www.wikidata.org/entity/Q9299	DEMO	srpski	_	_	_	*	odnosi se na ljude, jezik ili kulturu Srbije	http://llod.jerteh.rs/WSD/seENG3002963942a	1	Llama4_simple	ENG30-02963942-a	
3-8	245-255	defanzivac	N	NOUN	http://www.wikidata.org/entity/Q336286	ROLE	defanzivac	_	_	_	*	branac, igrač koji se brani	http://llod.jerteh.rs/WSD/seDRJ0236221_0	1	Llama4_simple	DRJ0-236221/0	
3-9	256-265	Branislav	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Branislav	_	_	_	_	_	_	0	_	_	
3-10	266-274	Ivanović	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Ivanović	_	_	_	_	_	_	0	_	_	
3-11	275-276	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	0	_	_	
3-12	277-286	holandski	A	ADJ	*	DEMO	holandski	_	_	_	*	odnosno na Holandiju, njen narod ili kulturu	http://llod.jerteh.rs/WSD/seENG3002960686a	1	Llama4_simple	ENG30-02960686-a	
3-13	287-294	napadač	N	NOUN	http://www.wikidata.org/entity/Q280658	ROLE	napadač	_	_	_	*	U tekstu se misli na igrača koji napada, a to je napadač u fudbalskom timu | Failed due to hallucination after 3 attempts.	http://llod.jerteh.rs/WSD/seNEW_SENSE	2	None	ENG30-00726567-n;ENG30-10663996-n	
3-14	295-299	Dirk	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Dirk	_	_	_	_	_	_	0	_	_	
3-15	300-304	Kojt	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Kojt	_	_	_	_	_	_	0	_	_	
3-16	304-305	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	0	_	_	
3-17	306-317	učestvovali	V	VERB	_	_	učestvovati	_	_	_	CV	Uključenost u događajima	http://llod.jerteh.rs/WSD/seENG3001082606v	3	Llama4_simple	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	
3-18	318-320	su	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
3-19	321-322	u	PREP	ADP	_	_	u	_	_	_	_	_	_	0	_	_	
3-20	323-329	raznim	A	ADJ	_	_	razni	_	_	_	CV	različiti, neodređeni | Failed due to hallucination after 3 attempts.	http://llod.jerteh.rs/WSD/seNEW_SENSE	3	None	DRJ0-221334/1а.;DRJ0-221334/1б.;DRJ0-221334/2	
3-21	330-340	događajima	N	NOUN	_	_	događaj	_	_	_	CV	U ovom kontekstu, 'događajima' se odnosi na posebne ili planirane aktivnosti ili svečanosti	http://llod.jerteh.rs/WSD/seENG3007307477n	5	Llama4_simple	ENG30-00029378-n;ENG30-07283608-n;ENG30-07307477-n;ENG30-07447261-n;ENG30-11453860-n	
3-22	341-346	širom	PREP	ADP	_	_	širom	_	_	_	_	_	_	0	_	_	
3-23	347-352	sveta	N	NOUN	_	_	svet	_	_	_	CV	Ciljna reč 'sveta' se odnosi na deo Zemlje koji se može posebno razmatrati.	http://llod.jerteh.rs/WSD/seENG3009480809n	5	Llama4_simple	ENG30-05809878-n;ENG30-07947255-n;ENG30-07965937-n;ENG30-09466280-n;ENG30-09480809-n	
3-24	352-353	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Više od 7000 ljudi otišlo je na premijeru filma u Damasku.
4-1	353-357	Više	ADV	ADV	_	_	više	_	_	_	*	komparativ od mnogo; u većoj meri ili stepenu	http://llod.jerteh.rs/WSD/seENG3000099712b	1	Llama4_simple	ENG30-00099712-b	
4-2	358-360	od	PREP	ADP	_	_	od	_	_	_	_	_	_	0	_	_	
4-3	361-365	7000	NUM	NUM	_	_	7000	_	_	_	_	_	_	0	_	_	
4-4	366-371	ljudi	N	NOUN	_	_	ljudi	_	_	_	*	skupina ljudi	http://llod.jerteh.rs/WSD/seENG3007942152n	3	Llama4_simple	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	
4-5	372-378	otišlo	V	VERB	_	_	otići	_	_	_	CV	Otići znači kretati se od nekoga ili nečega, što se može primijeniti na premijeru filma kao događaj od kojeg se ljudi udaljavaju ili kojem pristupaju, ali u kontekstu rečenice dato je naznačeno kretanje ka nekom događaju što nije direktno pokriveno datim značenjem, ali je najbliže datim okvirima značenja.	http://llod.jerteh.rs/WSD/seENG3002008396v	6	Llama4_simple	ENG30-01848718-v;ENG30-02008396-v;ENG30-02009433-v;ENG30-02383440-v;ENG30-02653862-v;ENG30-02661252-v	
4-6	379-381	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
4-7	382-384	na	PREP	ADP	_	_	na	_	_	_	_	_	_	0	_	_	
4-8	385-394	premijeru	N	NOUN	_	_	premijera	_	_	_	*	Prvo javno izvođenje filma	http://llod.jerteh.rs/WSD/seENG3006893285n	1	Llama4_simple	ENG30-06893285-n	
4-9	395-400	filma	N	NOUN	_	_	film	_	_	_	*	Reč 'film' ovde se odnosi na medijum koji širi pokretne slike, što je relevantno za kontekst rečenice o premijeri.	http://llod.jerteh.rs/WSD/seENG3006262567n	3	Llama4_simple	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	
4-10	401-402	u	PREP	ADP	_	_	u	_	_	_	_	_	_	0	_	_	
4-11	403-410	Damasku	N	PROPN	http://www.wikidata.org/entity/Q3766	LOC	Damask	_	_	_	_	_	_	0	_	_	
4-12	410-411	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Kulminacija je bila ceremonija dodele Kupa devet vrednosti (Nine Values Cup), koji je osvojio fudbalski klub Barselona.
5-1	411-422	Kulminacija	N	NOUN	_	_	kulminacija	_	_	_	*	Kulminacija kao završna faza ili vrhunac nekog procesa, što se uklapa u kontekst rečenice.	http://llod.jerteh.rs/WSD/seENG3015291199n	3	Llama4_simple	ENG30-06373747-n;ENG30-13940456-n;ENG30-15291199-n	
5-2	423-425	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
5-3	426-430	bila	V	AUX	_	_	biti	_	_	_	_	_	_	0	_	_	
5-4	431-441	ceremonija	N	NOUN	_	_	ceremonija	_	_	_	*	U tekstu se opisuje događaj koji se odnosi na dodelu Kupa, što je posebna prilika, što odgovara značenju 2.	http://llod.jerteh.rs/WSD/seENG3007450842n	3	Llama4_simple	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	
5-5	442-448	dodele	N	NOUN	_	_	dodela	_	_	_	*	ne postoji u datoj listi značenja	http://llod.jerteh.rs/WSD/seENG3000164579n	1	FIRST	ENG30-00164579-n	
5-6	449-453	Kupa	N	NOUN	http://www.wikidata.org/entity/\*[3]	WORK[3]	kup	_	_	_	CV	Nisu pronađena odgovarajuća značenja.	http://llod.jerteh.rs/WSD/seENG3001859325n	1	FIRST	ENG30-01859325-n	
5-7	454-459	devet	NUM	NUM	http://www.wikidata.org/entity/\*[3]	WORK[3]	devet	_	_	_	_	_	_	0	_	_	
5-8	460-469	vrednosti	N	NOUN	http://www.wikidata.org/entity/\*[3]	WORK[3]	vrednost	_	_	_	*	Vrednost kao kvalitet koji čini nešto poželjnim ili korisnim	http://llod.jerteh.rs/WSD/seENG3005138208n	5	Llama4_simple	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-13764342-n	
5-9	470-471	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	0	_	_	
5-10	471-475	Nine	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	Nine	_	_	_	_	_	_	0	_	_	
5-11	476-482	Values	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	Values	_	_	_	_	_	_	0	_	_	
5-12	483-486	Cup	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	cup	_	_	_	_	_	_	0	_	_	
5-13	486-487	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	0	_	_	
5-14	487-488	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	0	_	_	
5-15	489-493	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	0	_	_	
5-16	494-496	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
5-17	497-504	osvojio	V	VERB	_	_	osvojiti	_	_	_	*	glagol osvojiti znači savladati osvajanjem	http://llod.jerteh.rs/WSD/seENG3001114303v	2	Llama4_simple	ENG30-01114303-v;ENG30-02272549-v	
5-18	505-514	fudbalski	A	ADJ	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	fudbalski	_	_	_	*	_	_	0	_	_	
5-19	515-519	klub	N	NOUN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	klub	_	_	_	*	_	_	0	_	_	
5-20	520-529	Barselona	N	PROPN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	Barselona	_	_	_	_	_	_	0	_	_	
5-21	529-530	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=U junu 2014, kao vođa pokreta, posetio je deveti međunarodni omladinski fudbalski turnir organizovan u znak sećanja na Jurija Andrejeviča Morozova.
6-1	530-531	U	PREP	ADP	_	_	u	_	_	_	_	_	_	0	_	_	
6-2	532-536	junu	N	NOUN	_	_	jun	_	_	_	*	mesec koji je između maja i jula	http://llod.jerteh.rs/WSD/seENG3015211806n	1	Llama4_simple	ENG30-15211806-n	
6-3	537-541	2014	A	ADJ	_	_	2014	_	_	_	_	_	_	0	_	_	
6-4	541-542	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	0	_	_	
6-5	543-546	kao	ADV	ADV	_	_	kao	_	_	_	*	kao što određuje ili bliže opisuje nešto što je već spomenuto ili poznato | Failed due to hallucination after 3 attempts.	http://llod.jerteh.rs/WSD/seNEW_SENSE	5	None	DRJ0-194033/1а.;DRJ0-194033/1б.;DRJ0-194033/2а.;DRJ0-194033/2б.;DRJ0-194033/2в.	
6-6	547-551	vođa	N	NOUN	_	_	vođa	_	_	_	*	Reč 'vođa' se odnosi na osobu koja upravlja drugima, vodi ili inspirise.	http://llod.jerteh.rs/WSD/seENG3009623038n	1	Llama4_simple	ENG30-09623038-n	
6-7	552-559	pokreta	N	NOUN	_	_	pokret	_	_	_	*	The word 'pokret' refers to a group of people with a common ideology working together to achieve certain goals, which fits the context of the sentence.	http://llod.jerteh.rs/WSD/seENG3008464601n	6	Llama4_simple	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	
6-8	559-560	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	0	_	_	
6-9	561-568	posetio	V	VERB	_	_	posetiti	_	_	_	*	uključuje zvanični ili službeni kapacitet kao što je navedeno u rečenici	http://llod.jerteh.rs/WSD/seENG3001844048v	3	Llama4_simple	ENG30-01843689-v;ENG30-01844048-v;ENG30-02487573-v	
6-10	569-571	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
6-11	572-578	deveti	A	ADJ	_	_	deveti	_	_	_	*	ordinalni broj koji označava redni broj u nizu, dolazi posle osmog i pre desetog	http://llod.jerteh.rs/WSD/seENG3002203249a	1	Llama4_simple	ENG30-02203249-a	
6-12	579-590	međunarodni	A	ADJ	_	_	međunarodan	_	_	_	*	odnosi se na nešto što uključuje ili se odnosi na više nacija ili država	http://llod.jerteh.rs/WSD/seENG3001568375a	1	Llama4_simple	ENG30-01568375-a	
6-13	591-601	omladinski	A	ADJ	_	_	omladinski	_	_	_	*	Reč 'omladinski' se odnosi na omladince i omladinke	http://llod.jerteh.rs/WSD/seBILI00000996	1	Llama4_simple	BILI-00000996	
6-14	602-611	fudbalski	A	ADJ	_	_	fudbalski	_	_	_	*	koji se odnosi na fudbal, koji pripada fudbalu	http://llod.jerteh.rs/WSD/seDRJ0187395_0	1	Llama4_simple	DRJ0-187395/0	
6-15	612-618	turnir	N	NOUN	_	_	turnir	_	_	_	*	sportsko nadmetanje	http://llod.jerteh.rs/WSD/seENG3007464725n	1	Llama4_simple	ENG30-07464725-n	
6-16	619-630	organizovan	V	VERB	_	_	organizovati	_	_	_	*	Uspostaviti ili stvoriti strukturu ili sistem	http://llod.jerteh.rs/WSD/seENG3002432530v	5	Llama4_simple	ENG30-00404642-v;ENG30-00710005-v;ENG30-01651444-v;ENG30-02432530-v;ENG30-02448185-v	
6-17	631-632	u	PREP	ADP	_	_	u	1[188]	u znak[188]	AdpID[188]	*[453]	oznaka[2002]	http://llod.jerteh.rs/WSD/seLLM0301[2002]	1[2002]	Llama4_simple	LLM-0301[2002]	
6-18	633-637	znak	N	NOUN	_	_	znak	1[188]	u znak[188]	AdpID[188]	*[453]	oznaka[2002]	http://llod.jerteh.rs/WSD/seLLM0301[2002]	1[2002]	Llama4_simple	LLM-0301[2002]	
6-19	638-645	sećanja	N	NOUN	_	_	sećanje	_	_	_	*	U kontekstu rečenice, 'sećanje' se odnosi na nešto što je zapamćeno, što je u ovom slučaju organizovanje turnira kao počast ili spomen na nekoga. | Failed due to hallucination after 3 attempts.	http://llod.jerteh.rs/WSD/seNEW_SENSE	3	None	ENG30-05761559-n;ENG30-05935060-n;ENG30-05935292-n	
6-20	646-648	na	PREP	ADP	_	_	na	_	_	_	_	_	_	0	_	_	
6-21	649-655	Jurija	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Jurij	_	_	_	_	_	_	0	_	_	
6-22	656-667	Andrejeviča	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Andrejevič	_	_	_	_	_	_	0	_	_	
6-23	668-676	Morozova	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Morozov	_	_	_	_	_	_	0	_	_	
6-24	676-677	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Dan fudbala i prijateljstva (Day of Football and Friendship) obeležen je u Nižnjem Novgorodu i Kazanju.
7-1	677-680	Dan	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	dan	_	_	_	*	Dan kao posebno vreme ili dan posvećen nekoj posebnoj nameni	http://llod.jerteh.rs/WSD/seENG3015157225n	8	Llama4_simple	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	
7-2	681-688	fudbala	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	fudbal	_	_	_	*	utakmica	http://llod.jerteh.rs/WSD/seENG3000478262n	2	Llama4_simple	ENG30-00468480-n;ENG30-00478262-n	
7-3	689-690	i	CONJ	CCONJ	http://www.wikidata.org/entity/\*[7]	EVENT[7]	i	_	_	_	_	_	_	0	_	_	
7-4	691-704	prijateljstva	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	prijateljstvo	_	_	_	*	Bliskost i povezanost među ljudima koji se vole i poštuju.	http://llod.jerteh.rs/WSD/seENG3013931145n	2	Llama4_simple	ENG30-04654998-n;ENG30-13931145-n	
7-5	705-706	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	0	_	_	
7-6	706-709	Day	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	Day	_	_	_	_	_	_	0	_	_	
7-7	710-712	of	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	of	_	_	_	_	_	_	0	_	_	
7-8	713-721	Football	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	Football	_	_	_	_	_	_	0	_	_	
7-9	722-725	and	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	and	_	_	_	_	_	_	0	_	_	
7-10	726-736	Friendship	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	Friendship	_	_	_	_	_	_	0	_	_	
7-11	736-737	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	0	_	_	
7-12	738-746	obeležen	V	VERB	_	_	obeležiti	_	_	_	CV	istaknuti kao posebno važan ili značajan	http://llod.jerteh.rs/WSD/seENG3000511040v	6	Llama4_simple	ENG30-00508032-v;ENG30-00510869-v;ENG30-00511040-v;ENG30-00662182-v;ENG30-00921738-v;ENG30-02144644-v	
7-13	747-749	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
7-14	750-751	u	PREP	ADP	_	_	u	_	_	_	_	_	_	0	_	_	
7-15	752-759	Nižnjem	A	ADJ	http://www.wikidata.org/entity/Q4322484[9]	LOC[9]	nižnji	_	_	_	*	_	_	0	_	_	
7-16	760-769	Novgorodu	N	PROPN	http://www.wikidata.org/entity/Q4322484[9]	LOC[9]	Novgorod	_	_	_	_	_	_	0	_	_	
7-17	770-771	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	0	_	_	
7-18	772-779	Kazanju	N	PROPN	http://www.wikidata.org/entity/Q900	LOC	Kazanj	_	_	_	_	_	_	0	_	_	
7-19	779-780	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Rezultat druge sezone programa bio je izbor lidera pokreta Fudbal za prijateljstvo (Football for Friendship, F4F).
8-1	780-788	Rezultat	N	NOUN	_	_	rezultat	_	_	_	*	rezultat kao broj koji izražava postignuće ekipe ili osobe u igri ili takmičenju	http://llod.jerteh.rs/WSD/seENG3013594585n	3	Llama4_simple	ENG30-00186634-n;ENG30-07292694-n;ENG30-13594585-n	
8-2	789-794	druge	A	ADJ	_	_	drugi	_	_	_	*	dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini	http://llod.jerteh.rs/WSD/seENG3002202146a	4	Llama4_simple	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
