#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
2-9	135-141	istoka	N	NOUN	_	_	istok	_	_	_	*	Ovdje se 'istok' odnosi na cardinal direction, što je glavna strana sveta, 90 stepeni od severa u smeru kazaljke na satu.	http://llod.jerteh.rs/WSD/seENG3013832355n	1	Llama4_nonew	ENG30-13832355-n	
2-10	141-142	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Bol može biti jači tokom noći i može se pojačati tokom vremena dok ne postane nepodnošljiv i neprekidan.
3-1	142-145	Bol	N	NOUN	_	_	bol	_	_	_	*	U kontekstu rečenice, 'bol' se odnosi na fizički simptom koji može varirati u intenzitetu i vremenom se pogoršavati, što odgovara značenju bola kao fizičkog osećaja ili simptoma.	http://llod.jerteh.rs/WSD/seENG3014322699n	2	Llama4_nonew	ENG30-07535010-n;ENG30-14322699-n	
3-2	146-150	može	V	VERB	_	_	moći	_	_	_	*	U kontekstu rečenice, 'može' se odnosi na sposobnost ili mogućnost da nešto postoji ili se dešava, što se poklapa sa značenjem istrajati ili uspevati.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	Llama4_nonew	ENG30-02523221-v	
3-3	151-155	biti	V	AUX	_	_	biti	_	_	_	_	_	_	0	_	_	
3-4	156-160	jači	A	ADJ	_	_	jak	_	_	_	*	Ovo značenje najbolje odgovara kontekstu rečenice jer opisuje intenzitet bola kao visok ili snažan.	http://llod.jerteh.rs/WSD/seENG3001512275a	9	Llama4_nonew	ENG30-00803275-a;ENG30-00835158-a;ENG30-01068609-a;ENG30-01158974-a;ENG30-01509527-a;ENG30-01512275-a;ENG30-01824244-a;ENG30-01961786-a;ENG30-02321009-a	
3-5	161-166	tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	0	_	_	
3-6	167-171	noći	N	NOUN	_	_	noć	_	_	_	*	U kontekstu rečenice, 'noć' se odnosi na period tamnog dela dnevnog ciklusa, što se poklapa sa značenjem kao vremenskom jedinicom.	http://llod.jerteh.rs/WSD/seENG3015155747n	3	Llama4_nonew	ENG30-15155747-n;ENG30-15167027-n;ENG30-15167474-n	
3-7	172-173	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	0	_	_	
3-8	174-178	može	V	VERB	_	_	moći	_	_	_	*	U kontekstu rečenice, 'može' se odnosi na sposobnost ili mogućnost da se nešto dogodi ili postoji, što se poklapa sa značenjem istrajati ili uspevati.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	Llama4_nonew	ENG30-02523221-v	
3-9	179-181	se	PAR	PART	_	_	se	1	*	IRV	*[446]	Ovo značenje najbolje odgovara kontekstu rečenice jer se odnosi na povećanje intenziteta bola tokom vremena.[2002]	http://llod.jerteh.rs/WSD/seENG3000226566v[2002]	2[2002]	Llama4_nonew	CVMWE-0298;ENG30-00226566-v[2002]	
3-10	182-190	pojačati	V	VERB	_	_	pojačati	1	pojačati se	IRV	*[446]	Ovo značenje najbolje odgovara kontekstu rečenice jer se odnosi na povećanje intenziteta bola tokom vremena.[2002]	http://llod.jerteh.rs/WSD/seENG3000226566v[2002]	2[2002]	Llama4_nonew	CVMWE-0298;ENG30-00226566-v[2002]	
3-11	191-196	tokom	PREP	ADP	_	_	tokom	2[207]	tokom vremena[207]	AdvID[207]	*[447]	Ovo značenje se najbolje poklapa jer 'tokom vremena' u datom kontekstu ukazuje na postepeno povećanje bola, što se odnosi na postupno odvijanje ili razvoj neke pojave u vremenu.[2003]	http://llod.jerteh.rs/WSD/seCVMWE0453[2003]	1[2003]	Llama4_nonew	CVMWE-0453[2003]	
3-12	197-204	vremena	N	NOUN	_	_	vreme	2[207]	tokom vremena[207]	AdvID[207]	*[447]	Ovo značenje se najbolje poklapa jer 'tokom vremena' u datom kontekstu ukazuje na postepeno povećanje bola, što se odnosi na postupno odvijanje ili razvoj neke pojave u vremenu.[2003]	http://llod.jerteh.rs/WSD/seCVMWE0453[2003]	1[2003]	Llama4_nonew	CVMWE-0453[2003]	
3-13	205-208	dok	CONJ	SCONJ	_	_	dok	_	_	_	_	_	_	0	_	_	
3-14	209-211	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	0	_	_	
3-15	212-219	postane	V	VERB	_	_	postati	_	_	_	*	Ovo značenje najbolje odgovara kontekstu rečenice jer se odnosi na promenu stanja u nešto drugo, što je slučaj i u datom primeru gde se opisuje kako bol postaje nepodnošljiv.	http://llod.jerteh.rs/WSD/seENG3000149583v	5	Llama4_nonew	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	
3-16	220-232	nepodnošljiv	A	ADJ	_	_	nepodnošljiv	_	_	_	*	Ovo značenje najbolje odgovara kontekstu rečenice jer opisuje bol koji je toliko jak da ga je nemoguće podneti.	http://llod.jerteh.rs/WSD/seENG3002347979a	2	Llama4_nonew	ENG30-02347979-a;ENG30-02436025-a	
3-17	233-234	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	0	_	_	
3-18	235-245	neprekidan	A	ADJ	_	_	neprekidan	_	_	_	*	Ovo značenje najbolje odgovara kontekstu rečenice jer opisuje bol koji ne prestaje i koji se vremenom pojačava.	http://llod.jerteh.rs/WSD/seENG3000594413a	5	Llama4_nonew	ENG30-00516360-a;ENG30-00594413-a;ENG30-00595299-a;ENG30-00597424-a;ENG30-01755024-a	
3-19	245-246	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Frederik IX je bio kralj Danske od 1947. do 1972. godine.
4-1	246-254	Frederik	N	PROPN	http://www.wikidata.org/entity/Q151312[2]	PERS[2]	Frederik	_	_	_	_	_	_	0	_	_	
4-2	255-257	IX	RN	NUM	http://www.wikidata.org/entity/Q151312[2]	PERS[2]	IX	_	_	_	_	_	_	0	_	_	
4-3	258-260	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
4-4	261-264	bio	V	AUX	_	_	biti	_	_	_	_	_	_	0	_	_	
4-5	265-270	kralj	N	NOUN	http://www.wikidata.org/entity/Q12097	ROLE	kralj	_	_	_	*	Ovdje se 'kralj' koristi kao naziv za suverena vladara, što se poklapa sa značenjem kao monarh ili vladar.	http://llod.jerteh.rs/WSD/seENG3010231515n	4	Llama4_nonew	ENG30-03618101-n;ENG30-03618219-n;ENG30-09840217-n;ENG30-10231515-n	
4-6	271-277	Danske	N	PROPN	http://www.wikidata.org/entity/Q35	LOC	Danska	_	_	_	_	_	_	0	_	_	
4-7	278-280	od	PREP	ADP	_	_	od	_	_	_	_	_	_	0	_	_	
4-8	281-286	1947.	A	ADJ	_	_	1947.	_	_	_	_	_	_	0	_	_	
4-9	287-289	do	PREP	ADP	_	_	do	_	_	_	_	_	_	0	_	_	
4-10	290-295	1972.	A	ADJ	_	_	1972.	_	_	_	_	_	_	0	_	_	
4-11	296-302	godine	N	NOUN	_	_	godina	_	_	_	*	Ovo značenje se odnosi na period od 12 meseci koji se koristi kao jedinica vremena, što je relevantno za dati kontekst koji govori o vladavini kralja.	http://llod.jerteh.rs/WSD/seENG3015202634n	5	Llama4_nonew	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	
4-12	302-303	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Votsonova je za svoj nastup dobila nagradu „Otto“ od nemačkog časopisa „Bravo“.
5-1	303-312	Votsonova	A	ADJ	http://www.wikidata.org/entity/Q39476	PERS	Votsonov	_	_	_	*	_	_	0	_	_	
5-2	313-315	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
5-3	316-318	za	PREP	ADP	_	_	za	_	_	_	_	_	_	0	_	_	
5-4	319-323	svoj	PRO	DET	_	_	svoj	_	_	_	_	_	_	0	_	_	
5-5	324-330	nastup	N	NOUN	_	_	nastup	_	_	_	*	Ovo značenje je najbliže kontekstu rečenice jer se odnosi na kratko izvođenje kao deo programa, što se može odnositi na nastup koji je nagrađen.	http://llod.jerteh.rs/WSD/seENG3006892016n	3	Llama4_nonew	ENG30-00520672-n;ENG30-06892016-n;ENG30-07018931-n	
5-6	331-337	dobila	V	VERB	_	_	dobiti	_	_	_	*	Ovo značenje se najboliko poklapa jer se odnosi na sticanje ili primanje nečega, u ovom slučaju, nagrade.	http://llod.jerteh.rs/WSD/seENG3002292125v	19	Llama4_nonew	ENG30-00056930-v;ENG30-00065639-v;ENG30-00087736-v;ENG30-00094460-v;ENG30-00522751-v;ENG30-00524682-v;ENG30-01108148-v;ENG30-02108654-v;ENG30-02109645-v;ENG30-02210119-v;ENG30-02238085-v;ENG30-02247390-v;ENG30-02288295-v;ENG30-02292125-v;ENG30-02293148-v;ENG30-02315525-v;ENG30-02355596-v;ENG30-02359340-v;ENG30-02611373-v	
5-7	338-345	nagradu	N	NOUN	_	_	nagrada	_	_	_	*	U kontekstu rečenice, nagrada se odnosi na simbol priznanja ili pohvale, što se potvrđuje time što je Votsonova dobila nagradu „Otto“ kao priznanje za svoj nastup.	http://llod.jerteh.rs/WSD/seENG3006696483n	5	Llama4_nonew	ENG30-01219551-n;ENG30-06696483-n;ENG30-07166281-n;ENG30-07295629-n;ENG30-13268146-n	
5-8	346-347	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	0	_	_	
5-9	347-351	Otto	N	PROPN	http://www.wikidata.org/entity/Q487719	WORK	Otto	_	_	_	_	_	_	0	_	_	
5-10	351-352	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	0	_	_	
5-11	353-355	od	PREP	ADP	_	_	od	_	_	_	_	_	_	0	_	_	
5-12	356-364	nemačkog	A	ADJ	*	DEMO	nemački	_	_	_	*	Ovdje se 'nemački' koristi kao pridjev za opisivanje časopisa 'Bravo', što znači da je časopis vezan za Nemčiju ili njenu kulturu.	http://llod.jerteh.rs/WSD/seENG3002957469a	1	Llama4_nonew	ENG30-02957469-a	
5-13	365-373	časopisa	N	NOUN	_	_	časopis	_	_	_	*	U kontekstu rečenice, 'časopis' se odnosi na fizički medij kao što je časopis ili magazin koji objavljuje članke, slike itd. Ovo značenje najbliže je datom kontekstu jer se odnosi na izdavačku publikaciju kao fizički predmet.	http://llod.jerteh.rs/WSD/seENG3003704210n	3	Llama4_nonew	ENG30-03704210-n;ENG30-06593296-n;ENG30-08063303-n	
5-14	374-375	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	0	_	_	
5-15	375-380	Bravo	N	PROPN	http://www.wikidata.org/entity/Q593268	WORK	Bravo	_	_	_	_	_	_	0	_	_	
5-16	380-381	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	0	_	_	
5-17	381-382	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Godine 1814. Kristijanija je ponovo postala prava prestonica, kada je prestala da postoji unija sa Danskom.
6-1	382-388	Godine	N	NOUN	_	_	godina	_	_	_	*	Ovo značenje najviše odgovara kontekstu rečenice jer se odnosi na kalendarsku godinu kao jedinicu vremena u kojoj se odvija neki događaj ili proces.	http://llod.jerteh.rs/WSD/seENG3015202634n	5	Llama4_nonew	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	
6-2	389-394	1814.	A	ADJ	_	_	1814.	_	_	_	_	_	_	0	_	_	
6-3	395-407	Kristijanija	N	PROPN	http://www.wikidata.org/entity/Q585	LOC	Kristijanija	_	_	_	_	_	_	0	_	_	
6-4	408-410	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
6-5	411-417	ponovo	ADV	ADV	_	_	ponovo	_	_	_	*	Ovdje se 'ponovo' koristi kao sinonim za 'nanovo', što znači vraćanje u prethodno stanje ili početak iznova.	http://llod.jerteh.rs/WSD/seENG3000040365b	1	Llama4_nonew	ENG30-00040365-b	
6-6	418-425	postala	V	VERB	_	_	postati	_	_	_	*	Ovdje se 'postati' koristi u kontekstu stjecanja nove uloge ili statusa, što se najbolje poklapa s značenjem 'poprimiti određeno stanje'.	http://llod.jerteh.rs/WSD/seENG3000149583v	5	Llama4_nonew	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	
6-7	426-431	prava	A	ADJ	_	_	pravi	_	_	_	*	U kontekstu rečenice, 'prava' prestonica se odnosi na Kristijaniju kao stvarnu ili podobnu prestonicu, što odgovara značenju podobnosti ili ispravnosti.	http://llod.jerteh.rs/WSD/seENG3001878466a	3	Llama4_nonew	ENG30-00631391-a;ENG30-01878466-a;ENG30-01932973-a	
6-8	432-442	prestonica	N	NOUN	_	_	prestonica	_	_	_	*	Ovo značenje najviše odgovara kontekstu rečenice jer se odnosi na glavni grad ili mesto gde se nalazi sedište vlade, što je u skladu sa ulogom prestonice.	http://llod.jerteh.rs/WSD/seENG3008518505n	1	Llama4_nonew	ENG30-08518505-n	
6-9	442-443	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	0	_	_	
6-10	444-448	kada	CONJ	SCONJ	_	_	kada	_	_	_	_	_	_	0	_	_	
6-11	449-451	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
6-12	452-460	prestala	V	VERB	_	_	prestati	_	_	_	*	U kontekstu rečenice, 'prestala' se odnosi na prestanak postojanja unije, što znači zaustavljenje ili prekidanje nekog stanja ili aktivnosti, što odgovara značenju ID-a ENG30-02680814-v.	http://llod.jerteh.rs/WSD/seENG3002680814v	2	Llama4_nonew	ENG30-02680814-v;ENG30-02683840-v	
6-13	461-463	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	0	_	_	
6-14	464-471	postoji	V	VERB	_	_	postojati	_	_	_	*	Ovdje se 'postojati' koristi u značenju imati egzistenciju ili biti prisutan kao entitet, što je slučaj sa unijom koja prestaje da postoji.	http://llod.jerteh.rs/WSD/seENG3002603699v	1	Llama4_nonew	ENG30-02603699-v	
6-15	472-477	unija	N	NOUN	_	_	unija	_	_	_	*	U kontekstu rečenice, 'unija' se odnosi na politički savez između država ili zemalja, što se poklapa sa značenjem ENG30-08304895-n kao politička jedinica koju stvaraju prethodno nezavisni entiteti.	http://llod.jerteh.rs/WSD/seENG3008304895n	4	Llama4_nonew	ENG30-00381680-n;ENG30-07998712-n;ENG30-08304895-n;ENG30-13782769-n	
6-16	478-480	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	0	_	_	
6-17	481-488	Danskom	N	PROPN	http://www.wikidata.org/entity/Q35	LOC	Danska	_	_	_	_	_	_	0	_	_	
6-18	488-489	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Međunarodna hemijska olimpijada (IChO) je godišnje akademsko takmičenje učenika srednjih škola.
7-1	489-500	Međunarodna	A	ADJ	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	međunarodan	_	_	_	*	Ovim značenjem se opisuje nešto što se odnosi na više nacija ili država, što je primereno za 'međunarodnu hemijsku olimpijadu' kao događaj koji okuplja učesnike iz različitih zemalja.	http://llod.jerteh.rs/WSD/seENG3001568375a	1	Llama4_nonew	ENG30-01568375-a	
7-2	501-509	hemijska	A	ADJ	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	hemijski	_	_	_	*	Ovim značenjem se opisuje nešto što se odnosi na hemiju, što je relevantno za 'hemijska olimpijada' jer se odnosi na oblast hemije.	http://llod.jerteh.rs/WSD/seENG3002692624a	2	Llama4_nonew	ENG30-02692624-a;ENG30-02692966-a	
7-3	510-520	olimpijada	N	NOUN	http://www.wikidata.org/entity/Q861060[3]	EVENT[3]	olimpijada	_	_	_	*	Kontekst rečenice sugerira da se 'olimpijada' odnosi na takmičenje, što odgovara značenju starog grčkog festivala ili savremenog međunarodnog takmičenja.	http://llod.jerteh.rs/WSD/seENG3007457126n	1	Llama4_nonew	ENG30-07457126-n	
7-4	521-522	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	0	_	_	
7-5	522-526	IChO	ABB	X	http://www.wikidata.org/entity/Q861060	EVENT	IChO	_	_	_	_	_	_	0	_	_	
7-6	526-527	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	0	_	_	
7-7	528-530	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
7-8	531-539	godišnje	A	ADJ	_	_	godišnji	_	_	_	*	Ovim značenjem se opisuje nešto što se dešava svake godine, što odgovara kontekstu rečenice koji govori o godišnjem takmičenju.	http://llod.jerteh.rs/WSD/seENG3001969150a	2	Llama4_nonew	ENG30-00678024-a;ENG30-01969150-a	
7-9	540-549	akademsko	A	ADJ	_	_	akademski	_	_	_	*	Ovdje se 'akademsko' odnosi na takmičenje koje je vezano za učenje i obrazovanje, što se najbolje poklapa sa značenjem vezanim za akademske institucije ili aktivnosti.	http://llod.jerteh.rs/WSD/seENG3002599939a	3	Llama4_nonew	ENG30-02083615-a;ENG30-02083908-a;ENG30-02599939-a	
7-10	550-560	takmičenje	N	NOUN	_	_	takmičenje	_	_	_	*	Ovo značenje se odnosi na situaciju u kojoj se pobednik bira između dva ili više učesnika, što se savršeno uklapa u kontekst rečenice koja opisuje godišnje akademsko nadmetanje učenika srednjih škola.	http://llod.jerteh.rs/WSD/seENG3007456188n	1	Llama4_nonew	ENG30-07456188-n	
7-11	561-568	učenika	N	NOUN	http://www.wikidata.org/entity/Q48282	ROLE	učenik	_	_	_	*	Učenik se odnosi na osobu koja pohađa školu, što se poklapa sa kontekstom rečenice koji govori o srednjoškolcima kao učesnicima takmičenja.	http://llod.jerteh.rs/WSD/seENG3010559288n	3	Llama4_nonew	ENG30-10251779-n;ENG30-10559288-n;ENG30-10665698-n	
7-12	569-577	srednjih	A	ADJ	_	_	srednji	1[208]	srednja škola[208]	NID[208]	*[448]	Ovo značenje najbliže odgovara kontekstu rečenice jer se odnosi na školu kao ustanovu koja se nalazi između osnovne škole i fakulteta, što je slučaj i u datoj rečenici.[2004]	http://llod.jerteh.rs/WSD/seENG3008284481n[2004]	2[2004]	Llama4_nonew	ENG30-08284481-n;ENG30-08409617-n[2004]	
7-13	578-583	škola	N	NOUN	_	_	škola	1[208]	srednja škola[208]	NID[208]	*[448]	Ovo značenje najbliže odgovara kontekstu rečenice jer se odnosi na školu kao ustanovu koja se nalazi između osnovne škole i fakulteta, što je slučaj i u datoj rečenici.[2004]	http://llod.jerteh.rs/WSD/seENG3008284481n[2004]	2[2004]	Llama4_nonew	ENG30-08284481-n;ENG30-08409617-n[2004]	
7-14	583-584	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=„Marcha Real“ je nacionalna himna Španije.
8-1	584-585	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	0	_	_	
8-2	585-591	Marcha	F	X	http://www.wikidata.org/entity/Q130940[4]	WORK[4]	Marcha	_	_	_	_	_	_	0	_	_	
8-3	592-596	Real	F	X	http://www.wikidata.org/entity/Q130940[4]	WORK[4]	real	_	_	_	_	_	_	0	_	_	
8-4	596-597	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	0	_	_	
8-5	598-600	je	V	AUX	_	_	jesam	_	_	_	_	_	_	0	_	_	
8-6	601-611	nacionalna	A	ADJ	_	_	nacionalan	1[209]	nacionalna himna[209]	NID[209]	*[449]	Ciljna reč 'nacionalna himna' se odnosi na zvaničnu državnu himnu, što se poklapa sa značenjem datim u ID CVMWE-0216.[2005]	http://llod.jerteh.rs/WSD/seCVMWE0216[2005]	1[2005]	Llama4_nonew	CVMWE-0216[2005]	
8-7	612-617	himna	N	NOUN	_	_	himna	1[209]	nacionalna himna[209]	NID[209]	*[449]	Ciljna reč 'nacionalna himna' se odnosi na zvaničnu državnu himnu, što se poklapa sa značenjem datim u ID CVMWE-0216.[2005]	http://llod.jerteh.rs/WSD/seCVMWE0216[2005]	1[2005]	Llama4_nonew	CVMWE-0216[2005]	
8-8	618-625	Španije	N	PROPN	http://www.wikidata.org/entity/Q29	LOC	Španija	_	_	_	_	_	_	0	_	_	
8-9	625-626	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	0	_	_	

#Text=Njegov uticaj na strategiju Konfederacije bio je smanjen zbog loših profesionalnih odnosa sa predsednikom Džefersonom Dejvisom i drugim visokim generalima i zvaničnicima.
9-1	626-632	Njegov	PRO	DET	_	_	njegov	_	_	_	_	_	_	0	_	_	
