#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
2-5	150-151	%	PUNCT	SYM	_	_	%	_	_	_	_	0	_	_	_	
2-6	152-156	dece	N	NOUN	_	_	deca	_	_	_	DRS0-457359/0.0	2	DRS0-457358/0.0;DRS0-457359/0.0	CV	Reč 'dece' se odnosi na množinu od dete	
2-7	157-158	i	CONJ	CCONJ	_	_	i	_	_	_	_	0	_	_	_	
2-8	159-165	obično	ADV	ADV	_	_	obično	_	_	_	ENG30-00155621-b	3	ENG30-00041954-b;ENG30-00106921-b;ENG30-00155621-b	*	obično; po pravilu	
2-9	166-168	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	*[452]	glagol javljati se je adekvatno preveden sa pojaviti se[2001]	
2-10	169-175	javlja	V	VERB	_	_	javljati	1	javljati se	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	*[452]	glagol javljati se je adekvatno preveden sa pojaviti se[2001]	
2-11	176-182	između	PREP	ADP	_	_	između	_	_	_	_	0	_	_	_	
2-12	183-184	6	NUM	NUM	_	_	6	_	_	_	_	0	_	_	_	
2-13	185-191	meseci	N	NOUN	_	_	mesec	_	_	_	ENG30-15207872-n	6	ENG30-09358226-n;ENG30-09358550-n;ENG30-11484975-n;ENG30-15206296-n;ENG30-15207872-n;ENG30-15209413-n	*	Vremenska jedinica koja odgovara datom kontekstu	
2-14	192-193	i	CONJ	CCONJ	_	_	i	_	_	_	_	0	_	_	_	
2-15	194-195	5	NUM	NUM	_	_	5	_	_	_	_	0	_	_	_	
2-16	195-196	–	PUNCT	PUNCT	_	_	–	_	_	_	_	0	_	_	_	
2-17	196-197	6	NUM	NUM	_	_	6	_	_	_	_	0	_	_	_	
2-18	198-204	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	jedinica mere vremena	
2-19	204-205	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Poznati fudbaleri, među kojima i srpski defanzivac Branislav Ivanović i holandski napadač Dirk Kojt, učestvovali su u raznim događajima širom sveta.
3-1	205-212	Poznati	A	ADJ	_	_	poznat	_	_	_	ENG30-01375174-a	3	ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	*	oznaka za: identifikovan sa sigurnošću	
3-2	213-222	fudbaleri	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	*	fudbaler kao sportista koji igra fudbal	
3-3	222-223	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
3-4	224-228	među	PREP	ADP	_	_	među	_	_	_	_	0	_	_	_	
3-5	229-235	kojima	PRO	DET	_	_	koji	_	_	_	_	0	_	_	_	
3-6	236-237	i	CONJ	CCONJ	_	_	i	_	_	_	_	0	_	_	_	
3-7	238-244	srpski	A	ADJ	http://www.wikidata.org/entity/Q9299	DEMO	srpski	_	_	_	ENG30-02963942-a	1	ENG30-02963942-a	*	odnosi se na ljude, jezik ili kulturu Srbije	
3-8	245-255	defanzivac	N	NOUN	http://www.wikidata.org/entity/Q336286	ROLE	defanzivac	_	_	_	DRJ0-236221/0	1	DRJ0-236221/0	*	branac, igrač koji se brani	
3-9	256-265	Branislav	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Branislav	_	_	_	_	0	_	_	_	
3-10	266-274	Ivanović	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Ivanović	_	_	_	_	0	_	_	_	
3-11	275-276	i	CONJ	CCONJ	_	_	i	_	_	_	_	0	_	_	_	
3-12	277-286	holandski	A	ADJ	*	DEMO	holandski	_	_	_	ENG30-02960686-a	1	ENG30-02960686-a	*	odnosno na Holandiju, njen narod ili kulturu	
3-13	287-294	napadač	N	NOUN	http://www.wikidata.org/entity/Q280658	ROLE	napadač	_	_	_	NEW_SENSE	2	ENG30-00726567-n;ENG30-10663996-n	*	U tekstu se misli na igrača koji napada, a to je napadač u fudbalskom timu | Failed due to hallucination after 3 attempts.	
3-14	295-299	Dirk	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Dirk	_	_	_	_	0	_	_	_	
3-15	300-304	Kojt	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Kojt	_	_	_	_	0	_	_	_	
3-16	304-305	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
3-17	306-317	učestvovali	V	VERB	_	_	učestvovati	_	_	_	ENG30-01082606-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	CV	Uključenost u događajima	
3-18	318-320	su	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
3-19	321-322	u	PREP	ADP	_	_	u	_	_	_	_	0	_	_	_	
3-20	323-329	raznim	A	ADJ	_	_	razni	_	_	_	NEW_SENSE	3	DRJ0-221334/1а.;DRJ0-221334/1б.;DRJ0-221334/2	CV	različiti, neodređeni | Failed due to hallucination after 3 attempts.	
3-21	330-340	događajima	N	NOUN	_	_	događaj	_	_	_	ENG30-07307477-n	5	ENG30-00029378-n;ENG30-07283608-n;ENG30-07307477-n;ENG30-07447261-n;ENG30-11453860-n	CV	U ovom kontekstu, 'događajima' se odnosi na posebne ili planirane aktivnosti ili svečanosti	
3-22	341-346	širom	PREP	ADP	_	_	širom	_	_	_	_	0	_	_	_	
3-23	347-352	sveta	N	NOUN	_	_	svet	_	_	_	ENG30-09480809-n	5	ENG30-05809878-n;ENG30-07947255-n;ENG30-07965937-n;ENG30-09466280-n;ENG30-09480809-n	CV	Ciljna reč 'sveta' se odnosi na deo Zemlje koji se može posebno razmatrati.	
3-24	352-353	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Više od 7000 ljudi otišlo je na premijeru filma u Damasku.
4-1	353-357	Više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	*	komparativ od mnogo; u većoj meri ili stepenu	
4-2	358-360	od	PREP	ADP	_	_	od	_	_	_	_	0	_	_	_	
4-3	361-365	7000	NUM	NUM	_	_	7000	_	_	_	_	0	_	_	_	
4-4	366-371	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-07942152-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	*	skupina ljudi	
4-5	372-378	otišlo	V	VERB	_	_	otići	_	_	_	ENG30-02008396-v	6	ENG30-01848718-v;ENG30-02008396-v;ENG30-02009433-v;ENG30-02383440-v;ENG30-02653862-v;ENG30-02661252-v	CV	Otići znači kretati se od nekoga ili nečega, što se može primijeniti na premijeru filma kao događaj od kojeg se ljudi udaljavaju ili kojem pristupaju, ali u kontekstu rečenice dato je naznačeno kretanje ka nekom događaju što nije direktno pokriveno datim značenjem, ali je najbliže datim okvirima značenja.	
4-6	379-381	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
4-7	382-384	na	PREP	ADP	_	_	na	_	_	_	_	0	_	_	_	
4-8	385-394	premijeru	N	NOUN	_	_	premijera	_	_	_	ENG30-06893285-n	1	ENG30-06893285-n	*	Prvo javno izvođenje filma	
4-9	395-400	filma	N	NOUN	_	_	film	_	_	_	ENG30-06262567-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	*	Reč 'film' ovde se odnosi na medijum koji širi pokretne slike, što je relevantno za kontekst rečenice o premijeri.	
4-10	401-402	u	PREP	ADP	_	_	u	_	_	_	_	0	_	_	_	
4-11	403-410	Damasku	N	PROPN	http://www.wikidata.org/entity/Q3766	LOC	Damask	_	_	_	_	0	_	_	_	
4-12	410-411	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Kulminacija je bila ceremonija dodele Kupa devet vrednosti (Nine Values Cup), koji je osvojio fudbalski klub Barselona.
5-1	411-422	Kulminacija	N	NOUN	_	_	kulminacija	_	_	_	ENG30-15291199-n	3	ENG30-06373747-n;ENG30-13940456-n;ENG30-15291199-n	*	Kulminacija kao završna faza ili vrhunac nekog procesa, što se uklapa u kontekst rečenice.	
5-2	423-425	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
5-3	426-430	bila	V	AUX	_	_	biti	_	_	_	_	0	_	_	_	
5-4	431-441	ceremonija	N	NOUN	_	_	ceremonija	_	_	_	ENG30-07450842-n	3	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	*	U tekstu se opisuje događaj koji se odnosi na dodelu Kupa, što je posebna prilika, što odgovara značenju 2.	
5-5	442-448	dodele	N	NOUN	_	_	dodela	_	_	_	ENG30-00164579-n	1	ENG30-00164579-n	*	ne postoji u datoj listi značenja	
5-6	449-453	Kupa	N	NOUN	http://www.wikidata.org/entity/\*[3]	WORK[3]	kup	_	_	_	ENG30-01859325-n	1	ENG30-01859325-n	CV	Nisu pronađena odgovarajuća značenja.	
5-7	454-459	devet	NUM	NUM	http://www.wikidata.org/entity/\*[3]	WORK[3]	devet	_	_	_	_	0	_	_	_	
5-8	460-469	vrednosti	N	NOUN	http://www.wikidata.org/entity/\*[3]	WORK[3]	vrednost	_	_	_	ENG30-05138208-n	5	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-13764342-n	*	Vrednost kao kvalitet koji čini nešto poželjnim ili korisnim	
5-9	470-471	(	PUNCT	PUNCT	_	_	(	_	_	_	_	0	_	_	_	
5-10	471-475	Nine	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	Nine	_	_	_	_	0	_	_	_	
5-11	476-482	Values	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	Values	_	_	_	_	0	_	_	_	
5-12	483-486	Cup	F	X	http://www.wikidata.org/entity/\*[4]	WORK[4]	cup	_	_	_	_	0	_	_	_	
5-13	486-487	)	PUNCT	PUNCT	_	_	)	_	_	_	_	0	_	_	_	
5-14	487-488	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
5-15	489-493	koji	PRO	DET	_	_	koji	_	_	_	_	0	_	_	_	
5-16	494-496	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
5-17	497-504	osvojio	V	VERB	_	_	osvojiti	_	_	_	ENG30-01114303-v	2	ENG30-01114303-v;ENG30-02272549-v	*	glagol osvojiti znači savladati osvajanjem	
5-18	505-514	fudbalski	A	ADJ	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	fudbalski	_	_	_	_	0	_	*	_	
5-19	515-519	klub	N	NOUN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	klub	_	_	_	_	0	_	*	_	
5-20	520-529	Barselona	N	PROPN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	Barselona	_	_	_	_	0	_	_	_	
5-21	529-530	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=U junu 2014, kao vođa pokreta, posetio je deveti međunarodni omladinski fudbalski turnir organizovan u znak sećanja na Jurija Andrejeviča Morozova.
6-1	530-531	U	PREP	ADP	_	_	u	_	_	_	_	0	_	_	_	
6-2	532-536	junu	N	NOUN	_	_	jun	_	_	_	ENG30-15211806-n	1	ENG30-15211806-n	*	mesec koji je između maja i jula	
6-3	537-541	2014	A	ADJ	_	_	2014	_	_	_	_	0	_	_	_	
6-4	541-542	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
6-5	543-546	kao	ADV	ADV	_	_	kao	_	_	_	NEW_SENSE	5	DRJ0-194033/1а.;DRJ0-194033/1б.;DRJ0-194033/2а.;DRJ0-194033/2б.;DRJ0-194033/2в.	*	kao što određuje ili bliže opisuje nešto što je već spomenuto ili poznato | Failed due to hallucination after 3 attempts.	
6-6	547-551	vođa	N	NOUN	_	_	vođa	_	_	_	ENG30-09623038-n	1	ENG30-09623038-n	*	Reč 'vođa' se odnosi na osobu koja upravlja drugima, vodi ili inspirise.	
6-7	552-559	pokreta	N	NOUN	_	_	pokret	_	_	_	ENG30-08464601-n	6	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	*	The word 'pokret' refers to a group of people with a common ideology working together to achieve certain goals, which fits the context of the sentence.	
6-8	559-560	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
6-9	561-568	posetio	V	VERB	_	_	posetiti	_	_	_	ENG30-01844048-v	3	ENG30-01843689-v;ENG30-01844048-v;ENG30-02487573-v	*	uključuje zvanični ili službeni kapacitet kao što je navedeno u rečenici	
6-10	569-571	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
6-11	572-578	deveti	A	ADJ	_	_	deveti	_	_	_	ENG30-02203249-a	1	ENG30-02203249-a	*	ordinalni broj koji označava redni broj u nizu, dolazi posle osmog i pre desetog	
6-12	579-590	međunarodni	A	ADJ	_	_	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	*	odnosi se na nešto što uključuje ili se odnosi na više nacija ili država	
6-13	591-601	omladinski	A	ADJ	_	_	omladinski	_	_	_	BILI-00000996	1	BILI-00000996	*	Reč 'omladinski' se odnosi na omladince i omladinke	
6-14	602-611	fudbalski	A	ADJ	_	_	fudbalski	_	_	_	DRJ0-187395/0	1	DRJ0-187395/0	*	koji se odnosi na fudbal, koji pripada fudbalu	
6-15	612-618	turnir	N	NOUN	_	_	turnir	_	_	_	ENG30-07464725-n	1	ENG30-07464725-n	*	sportsko nadmetanje	
6-16	619-630	organizovan	V	VERB	_	_	organizovati	_	_	_	ENG30-02432530-v	5	ENG30-00404642-v;ENG30-00710005-v;ENG30-01651444-v;ENG30-02432530-v;ENG30-02448185-v	*	Uspostaviti ili stvoriti strukturu ili sistem	
6-17	631-632	u	PREP	ADP	_	_	u	1[188]	u znak[188]	AdpID[188]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	*[453]	oznaka[2002]	
6-18	633-637	znak	N	NOUN	_	_	znak	1[188]	u znak[188]	AdpID[188]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	*[453]	oznaka[2002]	
6-19	638-645	sećanja	N	NOUN	_	_	sećanje	_	_	_	NEW_SENSE	3	ENG30-05761559-n;ENG30-05935060-n;ENG30-05935292-n	*	U kontekstu rečenice, 'sećanje' se odnosi na nešto što je zapamćeno, što je u ovom slučaju organizovanje turnira kao počast ili spomen na nekoga. | Failed due to hallucination after 3 attempts.	
6-20	646-648	na	PREP	ADP	_	_	na	_	_	_	_	0	_	_	_	
6-21	649-655	Jurija	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Jurij	_	_	_	_	0	_	_	_	
6-22	656-667	Andrejeviča	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Andrejevič	_	_	_	_	0	_	_	_	
6-23	668-676	Morozova	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Morozov	_	_	_	_	0	_	_	_	
6-24	676-677	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Dan fudbala i prijateljstva (Day of Football and Friendship) obeležen je u Nižnjem Novgorodu i Kazanju.
7-1	677-680	Dan	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	dan	_	_	_	ENG30-15157225-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	*	Dan kao posebno vreme ili dan posvećen nekoj posebnoj nameni	
7-2	681-688	fudbala	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	fudbal	_	_	_	ENG30-00478262-n	2	ENG30-00468480-n;ENG30-00478262-n	*	utakmica	
7-3	689-690	i	CONJ	CCONJ	http://www.wikidata.org/entity/\*[7]	EVENT[7]	i	_	_	_	_	0	_	_	_	
7-4	691-704	prijateljstva	N	NOUN	http://www.wikidata.org/entity/\*[7]	EVENT[7]	prijateljstvo	_	_	_	ENG30-13931145-n	2	ENG30-04654998-n;ENG30-13931145-n	*	Bliskost i povezanost među ljudima koji se vole i poštuju.	
7-5	705-706	(	PUNCT	PUNCT	_	_	(	_	_	_	_	0	_	_	_	
7-6	706-709	Day	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	Day	_	_	_	_	0	_	_	_	
7-7	710-712	of	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	of	_	_	_	_	0	_	_	_	
7-8	713-721	Football	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	Football	_	_	_	_	0	_	_	_	
7-9	722-725	and	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	and	_	_	_	_	0	_	_	_	
7-10	726-736	Friendship	F	X	http://www.wikidata.org/entity/\*[8]	EVENT[8]	Friendship	_	_	_	_	0	_	_	_	
7-11	736-737	)	PUNCT	PUNCT	_	_	)	_	_	_	_	0	_	_	_	
7-12	738-746	obeležen	V	VERB	_	_	obeležiti	_	_	_	ENG30-00511040-v	6	ENG30-00508032-v;ENG30-00510869-v;ENG30-00511040-v;ENG30-00662182-v;ENG30-00921738-v;ENG30-02144644-v	CV	istaknuti kao posebno važan ili značajan	
7-13	747-749	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
7-14	750-751	u	PREP	ADP	_	_	u	_	_	_	_	0	_	_	_	
7-15	752-759	Nižnjem	A	ADJ	http://www.wikidata.org/entity/Q4322484[9]	LOC[9]	nižnji	_	_	_	_	0	_	*	_	
7-16	760-769	Novgorodu	N	PROPN	http://www.wikidata.org/entity/Q4322484[9]	LOC[9]	Novgorod	_	_	_	_	0	_	_	_	
7-17	770-771	i	CONJ	CCONJ	_	_	i	_	_	_	_	0	_	_	_	
7-18	772-779	Kazanju	N	PROPN	http://www.wikidata.org/entity/Q900	LOC	Kazanj	_	_	_	_	0	_	_	_	
7-19	779-780	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=Rezultat druge sezone programa bio je izbor lidera pokreta Fudbal za prijateljstvo (Football for Friendship, F4F).
8-1	780-788	Rezultat	N	NOUN	_	_	rezultat	_	_	_	ENG30-13594585-n	3	ENG30-00186634-n;ENG30-07292694-n;ENG30-13594585-n	*	rezultat kao broj koji izražava postignuće ekipe ili osobe u igri ili takmičenju	
8-2	789-794	druge	A	ADJ	_	_	drugi	_	_	_	ENG30-02202146-a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	*	dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini	
8-3	795-801	sezone	N	NOUN	_	_	sezona	_	_	_	ENG30-15239579-n	1	ENG30-15239579-n	*	period godine koji označavaju posebni događaji ili aktivnosti u nekom polju	
8-4	802-810	programa	N	NOUN	_	_	program	_	_	_	ENG30-06676416-n	4	ENG30-03962685-n;ENG30-06568978-n;ENG30-06619428-n;ENG30-06676416-n	CV	Radi se o obrazovnom programu, što se može zaključiti iz konteksta rečenice koji nije vezan za računarstvo ili medije, već za neku vrstu aktivnosti ili projekta.	
8-5	811-814	bio	V	AUX	_	_	biti	_	_	_	_	0	_	_	_	
8-6	815-817	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
8-7	818-823	izbor	N	NOUN	_	_	izbor	_	_	_	ENG30-00161243-n	5	ENG30-00161243-n;ENG30-00180962-n;ENG30-05790242-n;ENG30-05790944-n;ENG30-13926329-n	*	Odgovara definiciji kao proces ili radnja	
8-8	824-830	lidera	N	NOUN	http://www.wikidata.org/entity/Q1251441	ROLE	lider	_	_	_	DRJ0-199452/0	1	DRJ0-199452/0	*	Istaknuti politički vođa ili rukovodilac	
8-9	831-838	pokreta	N	NOUN	_	_	pokret	_	_	_	ENG30-08464601-n	6	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	*	Pokret kao grupa ljudi sa zajedničkom ideologijom i ciljevima	
8-10	839-845	Fudbal	N	NOUN	http://www.wikidata.org/entity/Q19960532[10]	PRODUCT[10]	fudbal	_	_	_	ENG30-00478262-n	2	ENG30-00468480-n;ENG30-00478262-n	*	Fudbal kao sportska aktivnost	
8-11	846-848	za	PREP	ADP	http://www.wikidata.org/entity/Q19960532[10]	PRODUCT[10]	za	_	_	_	_	0	_	_	_	
8-12	849-862	prijateljstvo	N	NOUN	http://www.wikidata.org/entity/Q19960532[10]	PRODUCT[10]	prijateljstvo	_	_	_	ENG30-13931145-n	2	ENG30-04654998-n;ENG30-13931145-n	*	Bliskost i povezanost među ljudima koji se vole i koji su u dobrim odnosima.	
8-13	863-864	(	PUNCT	PUNCT	_	_	(	_	_	_	_	0	_	_	_	
8-14	864-872	Football	F	X	http://www.wikidata.org/entity/Q19960532[11]	PRODUCT[11]	Football	_	_	_	_	0	_	_	_	
8-15	873-876	for	F	X	http://www.wikidata.org/entity/Q19960532[11]	PRODUCT[11]	for	_	_	_	_	0	_	_	_	
8-16	877-887	Friendship	F	X	http://www.wikidata.org/entity/Q19960532[11]	PRODUCT[11]	Friendship	_	_	_	_	0	_	_	_	
8-17	887-888	,	PUNCT	PUNCT	_	_	,	_	_	_	_	0	_	_	_	
8-18	889-892	F4F	ABB	X	http://www.wikidata.org/entity/Q19960532	PRODUCT	F4F	_	_	_	_	0	_	_	_	
8-19	892-893	)	PUNCT	PUNCT	_	_	)	_	_	_	_	0	_	_	_	
8-20	893-894	.	SENT	PUNCT	_	_	.	_	_	_	_	0	_	_	_	

#Text=On je započeo studije hemije kod Adolfa fon Bejera i botanike kod Karla Negelija na Botaničkom institutu u Minhenu.
9-1	894-896	On	PRO	PRON	_	_	on	_	_	_	_	0	_	_	_	
9-2	897-899	je	V	AUX	_	_	jesam	_	_	_	_	0	_	_	_	
